step,|phi|,Q_L,A_L,S_L,Xi_L,F_LRe,F_LIm,acc,dt
0,32400.000000,55.596739,-172523.964165,-172567.629743,1265.542418,-2379.489876,298.595545,0.084228,84.000000
100,32400.000000,55.937252,-172743.375381,-172787.308396,2781.244420,-2379.489876,298.595545,0.086234,7509.000000
200,32400.000000,56.000000,-172882.799560,-172926.781858,2260.980022,-2379.489876,298.595545,0.086062,14922.000000
300,32400.000000,56.000000,-172629.388249,-172673.370546,2628.072139,-2379.489876,298.595545,0.086014,22343.000000
400,32400.000000,52.000000,-172824.708069,-172865.548774,2504.387066,-2379.489876,298.595545,0.085995,29720.000000
500,32400.000000,52.000000,-172514.756589,-172555.597294,2332.486490,-2379.489876,298.595545,0.085989,37127.000000
600,32400.000000,48.000000,-172506.989869,-172544.688981,1864.530068,-2379.489876,298.595545,0.086058,44485.000000
700,32400.000000,47.857429,-172497.679337,-172535.266474,2722.722673,-2379.489876,298.595545,0.086081,51896.000000
800,32400.000000,45.728338,-172489.249642,-172525.164595,1121.337331,-2379.489876,298.595545,0.086106,59256.000000
900,32400.000000,44.000000,-172517.679790,-172552.237309,2559.007649,-2379.489876,298.595545,0.086130,66648.000000
1000,32400.000000,44.421721,-172446.325657,-172481.214395,2762.212607,-2379.489876,298.595545,0.086176,74024.000000
1100,32400.000000,41.818867,-172687.556139,-172720.400601,410.586733,-2379.489876,298.595545,0.086176,81499.000000
1200,32400.000000,44.000000,-172839.633233,-172874.190752,1498.721780,-2379.489876,298.595545,0.086179,88955.000000
1300,32400.000000,39.310562,-172996.190297,-173027.064740,2220.524185,-2379.489876,298.595545,0.086154,96335.000000
1400,32400.000000,40.000000,-172899.382349,-172930.798276,2722.267400,-2379.489876,298.595545,0.086147,103737.000000
1500,32400.000000,40.000000,-173077.371765,-173108.787692,2501.836447,-2379.489876,298.595545,0.086140,111174.000000
1600,32400.000000,40.000000,-172955.511220,-172986.927146,3102.120324,-2379.489876,298.595545,0.086127,118841.000000
1700,32400.000000,40.040292,-172502.843027,-172534.290598,2695.642760,-2379.489876,298.595545,0.086114,126335.000000
1800,32400.000000,40.021354,-172887.683032,-172919.115730,2324.960437,-2379.489876,298.595545,0.086120,133745.000000
1900,32400.000000,40.297034,-172981.926189,-173013.575405,1884.519813,-2379.489876,298.595545,0.086115,141147.000000
2000,32400.000000,41.993856,-173366.313844,-173399.295741,2722.100955,-2379.489876,298.595545,0.086102,148562.000000
2100,32400.000000,40.000000,-173229.076880,-173260.492806,3275.738802,-2379.489876,298.595545,0.086096,156078.000000
2200,32400.000000,39.500937,-172743.292894,-172774.316857,2323.267333,-2379.489876,298.595545,0.086094,163516.000000
2300,32400.000000,40.000000,-173096.586339,-173128.002265,2894.442030,-2379.489876,298.595545,0.086076,171002.000000
2400,32400.000000,40.000000,-172929.719594,-172961.135521,1662.152988,-2379.489876,298.595545,0.086077,178450.000000
2500,32400.000000,36.000000,-172924.489324,-172952.763657,2425.158635,-2379.489876,298.595545,0.086087,186047.000000
2600,32400.000000,36.000000,-173085.756954,-173114.031288,2818.658745,-2379.489876,298.595545,0.086085,193471.000000
2700,32400.000000,36.000000,-172576.771924,-172605.046258,1346.268119,-2379.489876,298.595545,0.086084,200945.000000
2800,32400.000000,36.000000,-173263.142121,-173291.416455,-454.926586,-2379.489876,298.595545,0.086072,208531.000000
2900,32400.000000,36.000000,-172861.646925,-172889.921259,-15.517128,-2379.489876,298.595545,0.086051,215892.000000
3000,32400.000000,36.000000,-172819.178024,-172847.452358,455.818859,-2379.489876,298.595545,0.086062,223298.000000
3100,32400.000000,36.000000,-172794.560882,-172822.835216,2355.847084,-2379.489876,298.595545,0.086056,230738.000000
3200,32400.000000,36.000000,-173007.222020,-173035.496353,442.186527,-2379.489876,298.595545,0.086048,238111.000000
3300,32400.000000,36.000000,-172872.827992,-172901.102326,1089.901593,-2379.489876,298.595545,0.086046,245490.000000
3400,32400.000000,36.000000,-173095.366127,-173123.640460,2207.691981,-2379.489876,298.595545,0.086053,252915.000000
3500,32400.000000,36.000000,-172751.450477,-172779.724811,1324.661635,-2379.489876,298.595545,0.086053,260278.000000
3600,32400.000000,36.000000,-172891.547770,-172919.822104,-639.480872,-2379.489876,298.595545,0.086050,267694.000000
3700,32400.000000,36.000000,-172812.474886,-172840.749220,503.492930,-2379.489876,298.595545,0.086057,275109.000000
