step,|phi|,Q_L,A_L,S_L,Xi_L,F_LRe,F_LIm,acc,dt
0,16.000000,11.998275,-18.163139,-27.586562,5.796376,0.407287,-0.296192,0.500000,0.000000
1,16.000000,12.214129,-23.176048,-32.769003,3.157955,0.407287,-0.296192,0.500000,0.000000
2,16.000000,9.665639,-34.975825,-42.567200,2.863347,0.407287,-0.296192,0.500000,0.000000
3,16.000000,6.432276,-44.637154,-49.689052,5.606482,0.407287,-0.296192,0.437500,0.000000
4,16.000000,7.143714,-47.944421,-53.555081,6.659100,0.407287,-0.296192,0.400000,0.000000
5,16.000000,6.598229,-53.255265,-58.437502,5.631492,0.407287,-0.296192,0.385417,0.000000
6,16.000000,6.514095,-54.394927,-59.511086,5.743370,0.407287,-0.296192,0.339286,0.000000
7,16.000000,6.275612,-52.618146,-57.546999,6.447400,0.407287,-0.296192,0.343750,0.000000
8,16.000000,6.236806,-52.048793,-56.947169,5.638616,0.407287,-0.296192,0.333333,0.000000
9,16.000000,5.170531,-59.668617,-63.729543,5.715362,0.407287,-0.296192,0.318750,0.000000
10,16.000000,5.156168,-55.687526,-59.737171,5.908811,0.407287,-0.296192,0.312500,0.000000
11,16.000000,3.614362,-60.371778,-63.210492,6.346224,0.407287,-0.296192,0.307292,0.000000
12,16.000000,3.813175,-62.686396,-65.681256,6.261390,0.407287,-0.296192,0.298077,0.000000
13,16.000000,4.287597,-63.371193,-66.738663,6.495700,0.407287,-0.296192,0.290179,0.000000
14,16.000000,3.502872,-62.582888,-65.334037,6.910597,0.407287,-0.296192,0.291667,0.000000
15,16.000000,3.705653,-64.594810,-67.505223,7.260237,0.407287,-0.296192,0.285156,0.000000
16,16.000000,3.309558,-65.561176,-68.160497,7.918558,0.407287,-0.296192,0.272059,0.000000
17,16.000000,2.288309,-73.135006,-74.932240,8.612396,0.407287,-0.296192,0.260417,0.000000
18,16.000000,2.293657,-74.742484,-76.543918,8.616071,0.407287,-0.296192,0.253289,0.000000
19,16.000000,2.243174,-75.378030,-77.139815,8.802722,0.407287,-0.296192,0.243750,0.000000
20,16.000000,2.173602,-76.761015,-78.468158,9.409983,0.407287,-0.296192,0.241071,0.000000
21,16.000000,2.143186,-76.625705,-78.308960,10.244395,0.407287,-0.296192,0.232955,0.000000
22,16.000000,1.932711,-77.802540,-79.320487,9.883567,0.407287,-0.296192,0.228261,0.000000
23,16.000000,1.608881,-80.499975,-81.763587,9.407877,0.407287,-0.296192,0.226562,0.000000
24,16.000000,1.751732,-79.699929,-81.075736,9.275155,0.407287,-0.296192,0.220000,0.000000
25,16.000000,1.649517,-79.071842,-80.367369,8.249593,0.407287,-0.296192,0.216346,0.000000
26,16.000000,1.649517,-79.071842,-80.367369,8.249593,0.407287,-0.296192,0.208333,0.000000
27,16.000000,1.641971,-78.974874,-80.264475,8.392477,0.407287,-0.296192,0.203125,0.000000
28,16.000000,1.492072,-80.120584,-81.292454,8.211551,0.407287,-0.296192,0.198276,0.000000
29,16.000000,1.452544,-80.365443,-81.506268,8.233982,0.407287,-0.296192,0.193750,0.000000
30,16.000000,1.715111,-79.295822,-80.642867,8.296472,0.407287,-0.296192,0.189516,0.000000
31,16.000000,1.960455,-79.329632,-80.869370,9.148310,0.407287,-0.296192,0.187500,0.000000
32,16.000000,2.101285,-79.052824,-80.703169,9.199060,0.407287,-0.296192,0.183712,0.000000
33,16.000000,1.691659,-78.707105,-80.035731,9.284436,0.407287,-0.296192,0.183824,0.000000
34,16.000000,1.685436,-78.270500,-79.594239,10.514514,0.407287,-0.296192,0.182143,0.000000
35,16.000000,1.737311,-78.339926,-79.704407,11.017785,0.407287,-0.296192,0.178819,0.000000
36,16.000000,1.546251,-81.461297,-82.675720,10.374927,0.407287,-0.296192,0.177365,0.000000
37,16.000000,1.546251,-81.461297,-82.675720,10.374927,0.407287,-0.296192,0.172697,0.000000
38,16.000000,1.243904,-82.963769,-83.940729,9.603513,0.407287,-0.296192,0.171474,0.000000
39,16.000000,1.243904,-82.963769,-83.940729,9.603513,0.407287,-0.296192,0.167187,0.000000
40,16.000000,1.486220,-80.968349,-82.135624,10.727076,0.407287,-0.296192,0.167683,0.000000
41,16.000000,1.582113,-79.221173,-80.463761,10.246130,0.407287,-0.296192,0.169643,0.000000
42,16.000000,1.453173,-80.622881,-81.764200,11.241260,0.407287,-0.296192,0.170058,0.000000
43,16.000000,1.272616,-83.734374,-84.733884,10.330498,0.407287,-0.296192,0.169034,0.000000
44,16.000000,1.006747,-88.887706,-89.678403,10.243272,0.407287,-0.296192,0.169444,0.000000
45,16.000000,1.006747,-88.887706,-89.678403,10.243272,0.407287,-0.296192,0.165761,0.000000
46,16.000000,0.804794,-90.823100,-91.455184,10.316562,0.407287,-0.296192,0.163564,0.000000
47,16.000000,0.722644,-91.635649,-92.203212,10.721060,0.407287,-0.296192,0.161458,0.000000
48,16.000000,0.640575,-91.992469,-92.495575,13.909509,0.407287,-0.296192,0.159439,0.000000
49,16.000000,0.978349,-87.489775,-88.258169,12.939207,0.407287,-0.296192,0.158750,0.000000
50,16.000000,0.978349,-87.489775,-88.258169,12.939207,0.407287,-0.296192,0.155637,0.000000
51,16.000000,0.978349,-87.489775,-88.258169,12.939207,0.407287,-0.296192,0.152644,0.000000
52,16.000000,0.715494,-90.408128,-90.970076,13.222503,0.407287,-0.296192,0.153302,0.000000
53,16.000000,0.715494,-90.408128,-90.970076,13.222503,0.407287,-0.296192,0.150463,0.000000
54,16.000000,0.715494,-90.408128,-90.970076,13.222503,0.407287,-0.296192,0.147727,0.000000
55,16.000000,0.715494,-90.408128,-90.970076,13.222503,0.407287,-0.296192,0.145089,0.000000
56,16.000000,0.715494,-90.408128,-90.970076,13.222503,0.407287,-0.296192,0.142544,0.000000
57,16.000000,0.715494,-90.408128,-90.970076,13.222503,0.407287,-0.296192,0.140086,0.000000
58,16.000000,0.761993,-90.199081,-90.797548,12.860641,0.407287,-0.296192,0.139831,0.000000
59,16.000000,0.807129,-90.006109,-90.640027,12.953153,0.407287,-0.296192,0.138542,0.000000
60,16.000000,0.802856,-90.058053,-90.688615,12.942074,0.407287,-0.296192,0.137295,0.000000
61,16.000000,1.060579,-86.717977,-87.550954,13.748094,0.407287,-0.296192,0.138105,0.000000
62,16.000000,1.060579,-86.717977,-87.550954,13.748094,0.407287,-0.296192,0.135913,0.000000
63,16.000000,0.853588,-88.903206,-89.573613,13.290590,0.407287,-0.296192,0.134766,0.000000
64,16.000000,0.853588,-88.903206,-89.573613,13.290590,0.407287,-0.296192,0.132692,0.000000
65,16.000000,0.805469,-90.079405,-90.712019,14.303253,0.407287,-0.296192,0.132576,0.000000
66,16.000000,0.805469,-90.079405,-90.712019,14.303253,0.407287,-0.296192,0.130597,0.000000
67,16.000000,0.725995,-91.078566,-91.648762,14.207694,0.407287,-0.296192,0.130515,0.000000
68,16.000000,0.721173,-91.604148,-92.170556,14.418532,0.407287,-0.296192,0.130435,0.000000
69,16.000000,0.618553,-91.798654,-92.284464,14.774291,0.407287,-0.296192,0.129464,0.000000
70,16.000000,0.572460,-92.481122,-92.930731,14.814881,0.407287,-0.296192,0.128521,0.000000
71,16.000000,0.630224,-90.556670,-91.051647,14.744840,0.407287,-0.296192,0.127604,0.000000
72,16.000000,0.630224,-90.556670,-91.051647,14.744840,0.407287,-0.296192,0.125856,0.000000
73,16.000000,0.532860,-91.082199,-91.500707,14.785877,0.407287,-0.296192,0.125845,0.000000
74,16.000000,0.417512,-93.487089,-93.815002,15.014294,0.407287,-0.296192,0.125000,0.000000
75,16.000000,0.339614,-94.906812,-95.173545,15.135503,0.407287,-0.296192,0.124178,0.000000
76,16.000000,0.406610,-92.764767,-93.084118,14.867230,0.407287,-0.296192,0.123377,0.000000
77,16.000000,0.477245,-92.589599,-92.964426,14.955981,0.407287,-0.296192,0.122596,0.000000
78,16.000000,0.494471,-89.550491,-89.938847,14.802068,0.407287,-0.296192,0.123418,0.000000
79,16.000000,0.556659,-89.651658,-90.088857,14.822584,0.407287,-0.296192,0.123438,0.000000
80,16.000000,0.556659,-89.651658,-90.088857,14.822584,0.407287,-0.296192,0.121914,0.000000
81,16.000000,0.556659,-89.651658,-90.088857,14.822584,0.407287,-0.296192,0.120427,0.000000
82,16.000000,0.746126,-89.892184,-90.478190,14.658403,0.407287,-0.296192,0.120482,0.000000
83,16.000000,0.746126,-89.892184,-90.478190,14.658403,0.407287,-0.296192,0.119048,0.000000
84,16.000000,0.746126,-89.892184,-90.478190,14.658403,0.407287,-0.296192,0.117647,0.000000
85,16.000000,0.746126,-89.892184,-90.478190,14.658403,0.407287,-0.296192,0.116279,0.000000
86,16.000000,0.746126,-89.892184,-90.478190,14.658403,0.407287,-0.296192,0.114943,0.000000
87,16.000000,0.978189,-88.175386,-88.943654,14.200239,0.407287,-0.296192,0.115767,0.000000
