i,j,G_avg
0,0,0.838915
0,1,-0.574803
0,2,0.602188
0,3,-0.662261
1,0,0.492361
1,1,-0.646855
1,2,0.647814
1,3,-0.657449
2,0,0.654175
2,1,-0.573807
2,2,0.593708
2,3,-0.520507
3,0,0.589377
3,1,-0.608438
3,2,0.572008
3,3,-0.584886
