i,j,G_avg
0,0,0.838915
0,1,0.621914
0,2,0.487149
0,3,0.546638
1,0,0.698279
1,1,0.645518
1,2,0.470245
1,3,0.482310
2,0,0.715341
2,1,0.536048
2,2,0.406076
2,3,0.479536
3,0,0.690192
3,1,0.520345
3,2,0.527852
3,3,0.552872
