i,j,G_avg
0,0,0.838915
0,1,0.571497
0,2,0.546727
0,3,0.584949
1,0,0.652624
1,1,0.544413
1,2,0.531107
1,3,0.553649
2,0,0.631241
2,1,0.522202
2,2,0.488602
2,3,0.569503
3,0,0.696102
3,1,0.497759
3,2,0.586254
3,3,0.574656
