i,j,G_avg
2,33,0.002358
2,34,0.003896
2,35,0.009294
2,36,0.001731
2,37,0.006305
2,38,0.010568
2,39,0.008116
3,0,0.007002
3,1,0.004791
3,2,0.003592
3,3,0.008292
3,4,0.006038
3,5,0.008125
3,6,0.006584
3,7,0.007046
3,8,0.005382
3,9,0.004302
3,10,-0.001314
3,11,0.002782
3,12,-0.002079
3,13,0.001166
3,14,0.003994
3,15,0.005280
3,16,-0.002921
3,17,-0.001622
3,18,0.005668
3,19,0.007685
3,20,0.007549
3,21,0.008579
3,22,0.011445
3,23,0.008114
3,24,0.004833
3,25,0.004718
3,26,0.002905
3,27,0.008164
3,28,0.001950
3,29,0.007827
3,30,0.009168
3,31,0.007550
3,32,0.010422
3,33,0.005492
3,34,0.005596
3,35,0.008591
3,36,0.000412
3,37,0.005928
3,38,0.005396
3,39,0.011042
4,0,0.006009
4,1,0.005121
4,2,-0.001622
4,3,0.003857
4,4,0.006169
4,5,0.008415
4,6,0.003440
4,7,0.004457
4,8,0.001218
4,9,-0.002359
4,10,-0.005797
4,11,-0.004457
4,12,-0.003178
4,13,0.002152
4,14,0.007173
4,15,0.005324
4,16,0.002077
4,17,0.000338
4,18,0.006826
4,19,0.008014
4,20,0.006762
4,21,0.008662
4,22,0.008616
4,23,0.006179
4,24,0.002798
4,25,0.002084
4,26,-0.002703
4,27,0.001301
4,28,0.006268
4,29,0.005306
4,30,0.008118
4,31,0.003134
4,32,0.008204
4,33,0.006673
4,34,0.005628
4,35,0.006826
4,36,-0.001602
4,37,0.001817
4,38,0.005458
4,39,0.006969
5,0,0.005749
5,1,0.003498
5,2,-0.003553
5,3,0.004094
5,4,0.004390
5,5,0.006581
5,6,0.000135
5,7,0.001450
5,8,-0.001711
5,9,-0.005365
5,10,-0.004743
5,11,-0.002717
5,12,-0.003369
5,13,0.002099
5,14,0.005644
5,15,0.005460
5,16,0.004098
5,17,-0.002107
5,18,0.002336
5,19,0.007785
5,20,0.006297
5,21,0.010864
5,22,0.003848
5,23,0.008638
5,24,0.003686
5,25,-0.002306
5,26,-0.004823
5,27,-0.004778
5,28,-0.000724
5,29,0.003438
5,30,0.006748
5,31,0.005343
5,32,0.003060
5,33,-0.000236
5,34,0.004329
5,35,0.005814
5,36,-0.002533
5,37,-0.000311
5,38,0.008612
5,39,0.010352
6,0,0.003263
6,1,0.003143
6,2,-0.004154
6,3,-0.000699
6,4,-0.001467
6,5,0.000028
6,6,-0.001420
6,7,0.001027
6,8,-0.005738
6,9,-0.005426
6,10,-0.004241
6,11,0.000043
6,12,-0.005782
6,13,0.000550
6,14,0.004278
6,15,0.002176
6,16,-0.001280
6,17,-0.007641
6,18,0.000715
6,19,0.004122
6,20,0.002177
6,21,0.007847
6,22,0.002914
6,23,0.010464
6,24,0.005778
6,25,-0.000662
6,26,-0.001478
6,27,-0.007275
6,28,-0.005886
6,29,-0.001711
6,30,0.001729
6,31,0.005137
6,32,-0.000408
6,33,-0.002543
6,34,0.001654
6,35,0.006951
6,36,0.000938
6,37,0.004885
6,38,0.008220
6,39,0.008410
7,0,0.002303
7,1,-0.000002
7,2,0.000692
7,3,-0.003964
7,4,-0.005541
7,5,-0.001625
7,6,-0.002736
7,7,-0.002288
7,8,-0.009198
7,9,-0.006519
7,10,-0.002240
7,11,-0.000633
7,12,-0.005404
7,13,-0.003489
7,14,-0.002977
7,15,-0.001526
7,16,-0.006000
7,17,-0.009112
7,18,0.001233
7,19,0.002323
7,20,0.002443
7,21,0.003097
7,22,0.000148
7,23,0.010492
7,24,0.002942
7,25,0.003586
7,26,0.000637
7,27,-0.001261
7,28,0.000844
7,29,0.000659
7,30,-0.000546
7,31,0.002498
7,32,-0.000376
7,33,-0.002797
7,34,0.001248
7,35,0.004778
7,36,0.003715
7,37,0.007034
7,38,0.007413
7,39,0.006567
8,0,-0.000455
8,1,-0.000886
8,2,-0.003143
8,3,-0.004811
8,4,-0.006205
8,5,-0.002524
8,6,-0.008482
8,7,-0.004213
8,8,-0.007546
8,9,-0.005997
8,10,-0.004590
8,11,-0.001558
8,12,-0.004165
8,13,-0.006539
8,14,-0.003861
8,15,-0.005755
8,16,-0.006296
8,17,-0.007610
8,18,0.000586
8,19,0.000166
8,20,-0.000096
8,21,0.003478
8,22,-0.001619
8,23,0.006366
8,24,0.005759
8,25,0.002792
8,26,-0.002770
8,27,0.000717
8,28,0.003075
8,29,0.002293
8,30,-0.000609
8,31,0.000150
8,32,0.000036
8,33,-0.000052
8,34,0.003031
8,35,0.007203
8,36,0.009584
8,37,0.005154
8,38,0.001623
8,39,0.002942
9,0,-0.000018
9,1,-0.001957
9,2,-0.003338
9,3,-0.002782
9,4,-0.004499
9,5,-0.002939
9,6,-0.008211
9,7,-0.009211
9,8,-0.006527
9,9,-0.006618
9,10,-0.007722
9,11,-0.005183
9,12,-0.001398
9,13,-0.004354
9,14,-0.004779
9,15,-0.003950
9,16,-0.003443
9,17,-0.007300
9,18,0.000726
9,19,-0.001928
9,20,-0.000876
9,21,0.004620
9,22,-0.002162
9,23,-0.002401
9,24,0.000282
9,25,0.004308
9,26,-0.002292
9,27,-0.001009
9,28,0.007088
9,29,0.002436
9,30,-0.003045
9,31,-0.003676
9,32,-0.001768
9,33,0.001693
9,34,0.003726
9,35,0.008562
9,36,0.009798
9,37,0.009468
9,38,0.003830
9,39,0.000715
10,0,0.007063
10,1,-0.000847
10,2,0.001862
10,3,0.000330
10,4,-0.003803
10,5,-0.002071
10,6,-0.009718
10,7,-0.009590
10,8,-0.006954
10,9,-0.005593
10,10,-0.009471
10,11,-0.000130
10,12,0.005144
10,13,-0.001677
10,14,-0.007289
10,15,-0.003488
10,16,-0.002507
10,17,-0.006993
10,18,-0.002741
10,19,-0.001070
10,20,0.000563
10,21,0.002423
10,22,-0.001207
10,23,-0.002333
10,24,-0.002552
10,25,-0.000384
10,26,0.001460
10,27,-0.000458
10,28,0.003928
10,29,0.004117
10,30,-0.001676
10,31,-0.001328
10,32,-0.000464
10,33,0.002106
10,34,0.005318
10,35,0.006454
10,36,0.008405
10,37,0.007443
10,38,0.006780
10,39,0.005409
11,0,0.005951
11,1,-0.001358
11,2,-0.000359
11,3,0.001049
11,4,-0.000573
11,5,-0.000667
11,6,-0.005316
11,7,-0.008202
11,8,-0.006215
11,9,-0.006750
11,10,-0.003356
11,11,0.000283
11,12,0.004497
11,13,0.002504
11,14,-0.006846
11,15,-0.008762
11,16,-0.002919
11,17,-0.005232
11,18,-0.000588
11,19,-0.004147
11,20,-0.003142
11,21,-0.001329
11,22,0.001975
11,23,0.001115
11,24,-0.004647
11,25,0.000401
11,26,-0.002326
11,27,0.000090
11,28,0.004429
11,29,-0.002763
11,30,-0.001983
11,31,0.001801
11,32,-0.001909
11,33,0.000376
11,34,0.009329
11,35,0.004244
11,36,0.010963
11,37,0.013013
11,38,0.009915
11,39,0.008648
12,0,0.005362
12,1,-0.002717
12,2,-0.000402
12,3,0.003547
12,4,0.000229
12,5,0.003242
12,6,-0.001754
12,7,-0.004861
12,8,-0.005827
12,9,-0.008405
12,10,-0.000554
12,11,-0.001358
12,12,0.004554
12,13,0.002361
12,14,-0.005288
12,15,-0.007927
12,16,-0.001880
12,17,-0.002731
12,18,-0.000506
12,19,-0.003951
12,20,-0.001054
12,21,-0.001072
12,22,-0.003894
12,23,-0.002230
12,24,-0.005382
12,25,-0.001964
12,26,-0.001404
12,27,0.002190
12,28,0.004223
12,29,-0.001422
12,30,-0.003167
12,31,0.003092
12,32,0.002072
12,33,0.001185
12,34,0.007044
12,35,0.003613
12,36,0.009274
12,37,0.011879
12,38,0.008059
12,39,0.007058
13,0,0.007774
13,1,0.001105
13,2,0.006270
13,3,0.003290
13,4,0.002735
13,5,0.005140
13,6,0.002887
13,7,-0.000555
13,8,-0.007326
13,9,-0.007648
13,10,0.003501
13,11,0.000440
13,12,0.005715
13,13,0.002352
13,14,-0.002102
13,15,-0.003666
13,16,-0.002733
13,17,-0.001076
13,18,0.000226
13,19,-0.004403
13,20,-0.001293
13,21,-0.001094
13,22,-0.003671
13,23,-0.004711
13,24,-0.003702
13,25,-0.000943
13,26,0.004842
13,27,0.005772
13,28,0.007315
13,29,-0.003810
13,30,0.000760
13,31,0.002851
13,32,0.000554
13,33,0.004239
13,34,0.007424
13,35,0.008361
13,36,0.005555
13,37,0.007037
13,38,0.003422
13,39,0.005797
14,0,0.010147
14,1,0.005538
14,2,0.004713
14,3,0.000545
14,4,0.001468
14,5,0.001539
14,6,0.002260
14,7,0.002411
14,8,-0.002172
14,9,-0.001614
14,10,0.005412
14,11,0.004570
14,12,0.005785
14,13,-0.002659
14,14,-0.000617
14,15,0.000313
14,16,0.002855
14,17,-0.001792
14,18,-0.001677
14,19,-0.000971
14,20,-0.003909
14,21,-0.007469
14,22,-0.002018
14,23,-0.001246
14,24,-0.002515
14,25,-0.002824
14,26,0.007352
14,27,0.009147
14,28,0.006408
14,29,0.000443
14,30,-0.000971
14,31,0.004872
14,32,0.005115
14,33,0.007537
14,34,0.005288
14,35,0.007566
14,36,0.007039
14,37,0.003405
14,38,0.004278
14,39,0.006341
15,0,0.009589
15,1,0.011391
15,2,0.002023
15,3,0.003083
15,4,0.003047
15,5,0.000884
15,6,0.003462
15,7,0.004131
15,8,-0.002527
15,9,0.000631
15,10,0.005554
15,11,0.005588
15,12,0.002281
15,13,-0.002041
15,14,-0.002529
15,15,0.001480
15,16,0.004625
15,17,-0.001985
15,18,-0.000857
15,19,0.004890
15,20,-0.000581
15,21,-0.005181
15,22,-0.000916
15,23,-0.004210
15,24,-0.000436
15,25,-0.000246
15,26,0.007972
15,27,0.010155
15,28,0.006241
15,29,0.006373
15,30,0.000812
15,31,0.006287
15,32,0.008139
15,33,0.008361
15,34,0.005496
15,35,0.005571
15,36,0.003116
15,37,0.001459
15,38,0.004636
15,39,0.002371
16,0,0.007112
16,1,0.008669
16,2,-0.001835
16,3,-0.003836
16,4,0.003344
16,5,-0.000802
16,6,0.002733
16,7,0.005292
16,8,0.002975
16,9,0.000369
16,10,0.006178
16,11,0.002901
16,12,0.001987
16,13,0.001789
16,14,0.001117
16,15,0.003866
16,16,0.004542
16,17,-0.001630
16,18,-0.002057
16,19,0.004982
16,20,0.002660
16,21,0.001611
16,22,-0.003835
16,23,-0.002980
16,24,0.002094
16,25,-0.001471
16,26,0.006160
16,27,0.007153
16,28,0.004646
16,29,0.009986
16,30,0.004836
16,31,0.006582
16,32,0.008671
16,33,0.010024
16,34,0.008535
16,35,0.007888
16,36,0.005251
16,37,0.004305
16,38,0.007808
16,39,0.001413
17,0,0.003149
17,1,0.005320
17,2,-0.003947
17,3,-0.004787
17,4,-0.001742
17,5,-0.002356
17,6,0.000507
17,7,0.004344
17,8,-0.000709
17,9,0.003332
17,10,0.007348
17,11,0.005395
17,12,0.001038
17,13,0.005697
17,14,0.003459
17,15,0.004094
17,16,0.001013
17,17,-0.000023
17,18,-0.003149
17,19,0.001138
17,20,0.004146
17,21,0.004055
17,22,-0.003474
17,23,-0.001717
17,24,0.002469
17,25,-0.001045
17,26,0.002883
17,27,0.005339
17,28,0.004317
17,29,0.008052
17,30,0.008879
17,31,0.003954
17,32,0.006527
17,33,0.009710
17,34,0.009062
17,35,0.005529
17,36,0.008033
17,37,0.005511
17,38,0.007379
17,39,0.003484
18,0,0.003079
18,1,0.002700
18,2,-0.000762
18,3,-0.003506
18,4,-0.003107
18,5,0.000104
18,6,-0.001889
18,7,0.003090
18,8,-0.000608
18,9,0.005352
18,10,0.006245
18,11,0.005002
18,12,0.004192
18,13,0.003523
18,14,0.003302
18,15,-0.000390
18,16,0.004409
18,17,-0.003318
18,18,-0.002687
18,19,0.004464
18,20,0.004081
18,21,0.002905
18,22,0.001079
18,23,0.002161
18,24,0.003814
18,25,-0.002388
18,26,-0.002002
18,27,0.004673
18,28,0.007093
18,29,0.008895
18,30,0.011812
18,31,0.006940
18,32,0.010518
18,33,0.011028
18,34,0.011659
18,35,0.006864
18,36,0.009166
18,37,0.004206
18,38,0.003740
18,39,0.003474
19,0,0.005514
19,1,0.002175
19,2,-0.002886
19,3,-0.000175
19,4,-0.006260
19,5,-0.003061
19,6,-0.004587
19,7,-0.000117
19,8,0.000690
19,9,0.008086
19,10,0.006618
19,11,0.006608
19,12,0.006666
19,13,0.003719
19,14,0.005633
19,15,0.002642
19,16,0.007461
19,17,-0.000236
19,18,-0.002404
19,19,0.003989
19,20,0.006296
19,21,0.005301
19,22,-0.002067
19,23,-0.000029
19,24,0.003654
19,25,-0.002502
19,26,-0.004276
19,27,-0.000680
19,28,0.002964
19,29,0.004782
19,30,0.009250
19,31,0.006829
19,32,0.010815
19,33,0.010758
19,34,0.008737
19,35,0.007104
19,36,0.006993
19,37,0.009110
19,38,0.007191
19,39,0.007692
20,0,0.003191
20,1,0.003799
20,2,-0.004672
20,3,-0.001365
20,4,-0.004422
20,5,-0.002288
20,6,-0.008688
20,7,0.003673
20,8,0.001345
20,9,0.006897
20,10,0.008418
20,11,0.007534
20,12,0.004712
20,13,0.004968
20,14,0.008267
20,15,0.008219
20,16,0.007645
20,17,0.002245
20,18,-0.004099
20,19,0.003622
20,20,0.004965
20,21,0.004148
20,22,0.000286
20,23,0.002451
20,24,0.000104
20,25,-0.000035
20,26,-0.005319
20,27,-0.002772
20,28,0.000978
20,29,0.005742
20,30,0.002034
20,31,0.005093
20,32,0.008571
20,33,0.010790
20,34,0.010935
20,35,0.009389
20,36,0.008236
20,37,0.009067
20,38,0.002845
20,39,0.006924
21,0,0.005917
21,1,0.003529
21,2,-0.002955
21,3,-0.005592
21,4,-0.001669
21,5,-0.002883
21,6,-0.007268
21,7,0.003791
21,8,0.004091
21,9,0.004841
21,10,0.007549
21,11,0.005253
21,12,0.003866
21,13,0.004398
21,14,0.006120
21,15,0.007996
21,16,0.007253
21,17,0.001453
21,18,-0.002625
21,19,0.003449
21,20,0.003474
21,21,0.000455
21,22,0.002801
21,23,0.003990
21,24,0.002552
21,25,0.000268
21,26,-0.004204
21,27,0.000642
21,28,-0.001388
21,29,0.004087
21,30,0.002078
21,31,0.008389
21,32,0.011037
21,33,0.011512
21,34,0.009135
21,35,0.006088
21,36,0.006428
21,37,0.004145
21,38,0.001931
21,39,0.005075
22,0,0.003705
22,1,0.001017
22,2,-0.000570
22,3,-0.004230
22,4,-0.005455
22,5,-0.003880
22,6,0.001827
22,7,0.000616
22,8,0.005950
22,9,-0.000476
22,10,0.002331
22,11,0.003879
22,12,0.007480
22,13,0.006551
22,14,0.004303
22,15,0.005162
22,16,0.007325
22,17,0.004733
22,18,0.002725
22,19,0.004544
22,20,0.004690
22,21,-0.000848
22,22,0.005781
22,23,0.008825
22,24,0.005355
22,25,0.002385
22,26,-0.004614
22,27,-0.001070
22,28,-0.002396
22,29,0.000737
22,30,0.000252
22,31,0.007960
22,32,0.011390
22,33,0.008834
22,34,0.003307
22,35,0.000880
22,36,0.003753
22,37,0.003151
22,38,0.001432
22,39,0.001858
23,0,-0.002123
23,1,-0.003174
23,2,-0.003066
23,3,-0.006517
23,4,-0.004005
23,5,0.002631
23,6,0.002202
23,7,0.000456
23,8,0.007298
23,9,-0.001050
23,10,0.002728
23,11,-0.001111
23,12,0.003068
23,13,0.006515
23,14,0.002950
23,15,0.000083
23,16,0.003757
23,17,0.002191
23,18,0.005825
23,19,0.003772
23,20,0.004970
23,21,0.001966
23,22,0.005586
23,23,0.007655
23,24,0.009836
23,25,0.006700
23,26,0.001671
23,27,0.003131
23,28,0.000459
23,29,-0.000980
23,30,0.001826
23,31,0.007758
23,32,0.009140
23,33,0.008025
23,34,0.001562
23,35,-0.001087
23,36,-0.000495
23,37,0.000221
23,38,0.000656
23,39,-0.001103
24,0,-0.003456
24,1,-0.000233
24,2,-0.003584
24,3,-0.000694
24,4,-0.000513
24,5,0.001469
24,6,0.003342
24,7,-0.000026
24,8,0.002682
24,9,-0.001950
24,10,0.001322
24,11,0.001788
24,12,-0.003365
24,13,0.003106
24,14,0.007204
24,15,0.000992
24,16,0.002274
24,17,0.004438
24,18,0.004459
24,19,0.003857
24,20,0.005079
24,21,0.004048
24,22,0.003954
24,23,0.010404
24,24,0.010897
24,25,0.006413
24,26,0.006275
24,27,0.002399
24,28,0.005721
24,29,0.003620
24,30,0.009302
24,31,0.008368
24,32,0.008069
24,33,0.007141
24,34,0.004106
24,35,0.003493
24,36,-0.000311
24,37,0.002150
24,38,-0.002111
24,39,-0.001532
25,0,-0.001707
25,1,0.001469
25,2,-0.000349
25,3,0.000415
25,4,0.000678
25,5,0.003718
25,6,0.001967
25,7,0.006382
25,8,0.003316
25,9,0.002717
25,10,-0.001136
25,11,-0.001615
25,12,-0.001080
25,13,0.003890
25,14,0.001561
25,15,0.002282
25,16,0.002909
25,17,0.006497
25,18,0.004302
25,19,0.003101
25,20,0.003560
25,21,0.006269
25,22,0.007669
25,23,0.009559
25,24,0.008130
25,25,0.010321
25,26,0.005513
25,27,0.006204
25,28,0.008460
25,29,0.007138
25,30,0.006194
25,31,0.007441
25,32,0.010886
25,33,0.008980
25,34,0.002719
25,35,0.004042
25,36,-0.001619
25,37,-0.000376
25,38,0.000621
25,39,-0.001102
26,0,0.001379
26,1,0.002657
26,2,0.002462
26,3,0.005215
26,4,0.004303
26,5,0.003595
26,6,0.000889
26,7,0.005721
26,8,0.005843
26,9,0.003020
26,10,0.001725
26,11,0.000316
26,12,-0.001241
26,13,0.002752
26,14,0.000994
26,15,0.002145
26,16,0.002770
26,17,0.007671
26,18,-0.002487
26,19,-0.002339
26,20,0.002583
26,21,0.009887
26,22,0.003953
26,23,0.006661
26,24,0.007235
26,25,0.009493
26,26,0.005756
26,27,0.006154
26,28,0.008357
26,29,0.005487
26,30,0.006622
26,31,0.009516
26,32,0.008640
26,33,0.008638
26,34,0.004423
26,35,0.007025
26,36,0.003517
26,37,-0.000840
26,38,0.001767
26,39,0.000155
27,0,0.004359
27,1,0.003253
27,2,0.001482
27,3,0.004388
27,4,0.003360
27,5,-0.001458
27,6,-0.000342
27,7,-0.000646
27,8,0.002817
27,9,0.004575
27,10,0.000167
27,11,-0.003514
27,12,0.000087
27,13,-0.002581
27,14,0.001446
27,15,0.002182
27,16,0.003401
27,17,0.003499
27,18,-0.003484
27,19,-0.001515
27,20,0.002497
27,21,0.007094
27,22,0.002522
27,23,0.005264
27,24,0.008431
27,25,0.006376
27,26,0.006695
27,27,0.006112
27,28,0.005068
27,29,0.003719
27,30,0.005014
27,31,0.005508
27,32,0.003444
27,33,0.011174
27,34,0.009225
27,35,0.007808
27,36,0.004791
27,37,0.003287
27,38,0.001912
27,39,-0.001128
28,0,0.006130
28,1,0.006198
28,2,0.000241
28,3,-0.001871
28,4,0.001088
28,5,-0.002252
28,6,-0.003611
28,7,-0.003764
28,8,0.001555
28,9,0.004217
28,10,-0.000774
28,11,-0.006244
28,12,0.001621
28,13,-0.004853
28,14,0.001114
28,15,0.001676
28,16,0.000080
28,17,0.003048
28,18,-0.002140
28,19,0.000292
28,20,0.003670
28,21,0.007312
28,22,0.000709
28,23,0.005339
28,24,0.007353
28,25,0.008176
28,26,0.007136
28,27,0.003058
28,28,0.002530
28,29,0.009205
28,30,0.004438
28,31,0.003622
28,32,0.003032
28,33,0.008385
28,34,0.005278
28,35,0.010173
28,36,0.010362
28,37,0.009304
28,38,0.003800
28,39,-0.001393
29,0,0.005388
29,1,0.008636
29,2,0.006392
29,3,0.000513
29,4,0.000331
29,5,-0.001356
29,6,0.000011
29,7,-0.000869
29,8,0.003436
29,9,0.003689
29,10,-0.004145
29,11,-0.006568
29,12,-0.003946
29,13,-0.004589
29,14,-0.001219
29,15,0.003829
29,16,-0.000279
29,17,0.001102
29,18,0.000150
29,19,0.002580
29,20,0.006570
29,21,0.006409
29,22,0.001247
29,23,0.004651
29,24,0.005366
29,25,0.005799
29,26,0.009671
29,27,0.002825
29,28,0.004304
29,29,0.006263
29,30,0.001945
29,31,0.001145
29,32,0.000539
29,33,0.007782
29,34,0.006890
29,35,0.009361
29,36,0.010893
29,37,0.008177
29,38,0.007074
29,39,0.002555
30,0,-0.000465
30,1,0.009037
30,2,0.006638
30,3,-0.001238
30,4,-0.002389
30,5,-0.002990
30,6,0.002944
30,7,0.004695
30,8,0.005990
30,9,0.000219
30,10,-0.002772
30,11,-0.003970
30,12,-0.000455
30,13,-0.001506
30,14,-0.001952
30,15,-0.000986
30,16,0.001518
30,17,0.004607
30,18,0.000959
30,19,-0.000932
30,20,0.000177
30,21,0.000549
30,22,0.006225
30,23,0.006636
30,24,0.004207
30,25,0.000531
30,26,0.004542
30,27,0.004619
30,28,-0.000068
30,29,0.001759
30,30,0.000518
30,31,0.002318
30,32,0.004561
30,33,0.006921
30,34,0.008158
30,35,0.007373
30,36,0.009751
30,37,0.007897
30,38,0.011002
30,39,0.003248
31,0,0.002227
31,1,0.007777
31,2,0.006580
31,3,-0.001015
31,4,0.000408
31,5,-0.001862
31,6,0.005228
31,7,0.006453
31,8,0.002828
31,9,-0.001771
31,10,-0.003255
31,11,-0.000108
31,12,-0.000289
31,13,-0.003713
31,14,-0.001045
31,15,0.002594
31,16,0.003527
31,17,0.009205
31,18,0.005989
31,19,0.000109
31,20,-0.000168
31,21,0.000226
31,22,0.007965
31,23,0.004022
31,24,0.005834
31,25,0.002180
31,26,0.005311
31,27,-0.000086
31,28,0.000234
31,29,0.006720
31,30,0.002793
31,31,0.000472
31,32,0.002244
31,33,0.007926
31,34,0.009229
31,35,0.008955
31,36,0.009375
31,37,0.002687
31,38,0.006851
31,39,0.004474
32,0,0.000479
32,1,0.008114
32,2,0.003512
32,3,0.001256
32,4,-0.002344
32,5,0.003003
32,6,0.008426
32,7,0.005872
32,8,0.001684
32,9,-0.000908
32,10,-0.001158
32,11,0.001434
32,12,-0.000314
32,13,-0.000963
32,14,-0.003578
32,15,0.001793
32,16,0.000056
32,17,0.008687
32,18,0.008908
32,19,0.003706
32,20,0.000500
32,21,0.000459
32,22,0.008812
32,23,0.000320
32,24,0.002384
32,25,0.006570
32,26,0.003504
32,27,0.001609
32,28,0.000523
32,29,0.003963
32,30,0.003596
32,31,0.000672
32,32,0.004178
32,33,0.007479
32,34,0.010660
32,35,0.009110
32,36,0.007179
32,37,0.002469
32,38,0.000221
32,39,0.001151
33,0,0.005531
33,1,0.004808
33,2,0.002643
33,3,0.004398
33,4,-0.001900
33,5,0.005875
33,6,0.005808
33,7,0.004121
33,8,0.006394
33,9,0.002222
33,10,0.001203
33,11,0.001081
33,12,0.001803
33,13,-0.000235
33,14,-0.000415
33,15,0.003529
33,16,-0.000771
33,17,0.005114
33,18,0.007342
33,19,-0.001527
33,20,0.000860
33,21,0.003492
33,22,0.006976
33,23,0.001624
33,24,0.000477
33,25,0.005430
33,26,0.003742
33,27,0.004137
33,28,0.005753
33,29,0.004931
33,30,0.004847
33,31,0.003268
33,32,0.007541
33,33,0.007570
33,34,0.010838
33,35,0.006564
33,36,0.003158
33,37,0.000742
33,38,0.000682
33,39,0.000185
34,0,0.002615
34,1,0.005108
34,2,0.001590
34,3,0.003596
34,4,0.001680
34,5,0.009008
34,6,0.009247
34,7,0.006676
34,8,0.009953
34,9,0.004471
34,10,0.003659
34,11,0.003288
34,12,0.003440
34,13,0.002977
34,14,0.005384
34,15,0.002280
34,16,-0.002068
34,17,0.000959
34,18,0.001885
34,19,0.002391
34,20,-0.003305
34,21,-0.001391
34,22,0.001647
34,23,-0.001373
34,24,0.002705
34,25,0.006063
34,26,0.003159
34,27,0.004946
34,28,0.004738
34,29,0.003563
34,30,0.004674
34,31,0.004994
34,32,0.004256
34,33,0.003381
34,34,0.010520
34,35,0.007792
34,36,0.002360
34,37,0.001970
34,38,0.001580
34,39,0.000298
35,0,0.001478
35,1,0.005844
35,2,0.004797
35,3,0.001459
35,4,0.003146
35,5,0.008706
35,6,0.006216
35,7,0.006340
35,8,0.005759
35,9,0.006521
35,10,0.004905
35,11,0.003277
35,12,-0.001608
35,13,-0.001224
35,14,0.008267
35,15,0.006963
35,16,0.003470
35,17,0.000934
35,18,0.000059
35,19,0.002259
35,20,-0.000775
35,21,-0.003186
35,22,-0.001036
35,23,-0.000484
35,24,0.003029
35,25,0.007047
35,26,0.005473
35,27,0.005685
35,28,0.003093
35,29,0.000404
35,30,-0.001868
35,31,-0.001132
35,32,0.001649
35,33,0.002642
35,34,0.006931
35,35,0.007211
35,36,0.004087
35,37,0.001448
35,38,-0.000914
35,39,-0.001069
36,0,0.001296
36,1,0.009206
36,2,0.005203
36,3,0.001964
36,4,0.006332
36,5,0.010228
36,6,0.009949
36,7,0.006082
36,8,0.006924
36,9,0.004510
36,10,0.004225
36,11,0.004870
36,12,0.001555
36,13,0.001282
36,14,0.008756
36,15,0.006775
36,16,0.008688
36,17,0.006343
36,18,0.003604
36,19,0.000858
36,20,0.000974
36,21,-0.003447
36,22,0.000885
36,23,0.000899
36,24,0.006312
36,25,0.003985
36,26,0.001013
36,27,0.007143
36,28,0.005091
36,29,-0.001286
36,30,-0.000429
36,31,-0.000820
36,32,0.000117
36,33,0.006960
36,34,0.011350
36,35,0.010814
36,36,0.007606
36,37,0.008382
36,38,0.001307
36,39,0.000986
37,0,0.002527
37,1,0.008757
37,2,0.004480
37,3,0.006002
37,4,0.007692
37,5,0.010569
37,6,0.010967
37,7,0.004125
37,8,0.009197
37,9,0.004193
37,10,0.005013
37,11,-0.000267
37,12,0.004879
37,13,0.001062
37,14,0.008567
37,15,0.004737
37,16,0.006312
37,17,0.006671
37,18,0.006189
37,19,0.003117
37,20,0.000845
37,21,-0.001557
37,22,0.001944
37,23,-0.000237
37,24,0.000548
37,25,-0.000772
37,26,-0.000627
