step,|phi|,Q_L,A_L,S_L,Xi_L,F_LRe, F_LIm, acc
0,400.000000,21.865200,-676.050764,-693.223652,10.206641,-6.483556,-8.839507,0.535000
1,400.000000,30.145167,-899.450609,-923.126568,21.919811,-6.483556,-8.839507,0.422500
2,400.000000,24.685351,-1033.509284,-1052.897113,30.767674,-6.483556,-8.839507,0.378333
3,400.000000,19.562620,-1148.508210,-1163.872656,32.040715,-6.483556,-8.839507,0.351875
4,400.000000,21.195019,-1250.036401,-1266.682930,27.989380,-6.483556,-8.839507,0.320000
5,400.000000,21.114418,-1301.006750,-1317.589975,33.698192,-6.483556,-8.839507,0.292917
6,400.000000,20.754917,-1346.156129,-1362.457003,38.116495,-6.483556,-8.839507,0.277143
7,400.000000,26.468587,-1391.679379,-1412.467759,37.283484,-6.483556,-8.839507,0.259375
8,400.000000,22.290621,-1434.046933,-1451.553946,-1.490619,-6.483556,-8.839507,0.250556
9,400.000000,20.125267,-1475.253322,-1491.059669,-2.482305,-6.483556,-8.839507,0.239500
10,400.000000,15.535607,-1510.350825,-1522.552462,6.927466,-6.483556,-8.839507,0.232500
11,400.000000,9.869587,-1538.890188,-1546.641743,-4.819402,-6.483556,-8.839507,0.228333
12,400.000000,12.966394,-1563.566184,-1573.749966,0.518173,-6.483556,-8.839507,0.220385
13,400.000000,15.519609,-1589.192439,-1601.381511,5.576265,-6.483556,-8.839507,0.212500
14,400.000000,17.330414,-1607.673816,-1621.285091,5.586468,-6.483556,-8.839507,0.206167
15,400.000000,16.300144,-1638.294595,-1651.096699,6.924322,-6.483556,-8.839507,0.200937
16,400.000000,12.396341,-1664.558338,-1674.294402,12.462252,-6.483556,-8.839507,0.196029
17,400.000000,14.203483,-1680.339245,-1691.494634,8.018682,-6.483556,-8.839507,0.193056
18,400.000000,15.455649,-1681.167875,-1693.306713,7.687606,-6.483556,-8.839507,0.188421
19,400.000000,15.738485,-1723.685953,-1736.046930,6.354814,-6.483556,-8.839507,0.185125
20,400.000000,17.524731,-1719.774323,-1733.538214,7.358199,-6.483556,-8.839507,0.181071
21,400.000000,15.793682,-1767.224676,-1779.629005,11.783650,-6.483556,-8.839507,0.179432
22,400.000000,15.902283,-1764.806035,-1777.295659,15.272244,-6.483556,-8.839507,0.176848
23,400.000000,15.853982,-1778.939429,-1791.391118,13.409514,-6.483556,-8.839507,0.173854
24,400.000000,12.988578,-1803.089639,-1813.290844,16.809250,-6.483556,-8.839507,0.171700
25,400.000000,9.275966,-1806.809487,-1814.094813,18.899242,-6.483556,-8.839507,0.169423
26,400.000000,7.663898,-1806.784418,-1812.803629,26.701275,-6.483556,-8.839507,0.168056
27,400.000000,9.161985,-1822.606716,-1829.802522,28.796546,-6.483556,-8.839507,0.165536
28,400.000000,9.613458,-1836.899111,-1844.449503,29.376238,-6.483556,-8.839507,0.163879
29,400.000000,11.036428,-1855.493711,-1864.161701,35.226669,-6.483556,-8.839507,0.162583
30,400.000000,8.156683,-1865.655360,-1872.061603,31.658633,-6.483556,-8.839507,0.160645
31,400.000000,10.491952,-1869.607029,-1877.847389,34.523112,-6.483556,-8.839507,0.158828
32,400.000000,10.372358,-1882.114630,-1890.261062,37.472421,-6.483556,-8.839507,0.157955
33,400.000000,11.474652,-1898.681992,-1907.694163,36.763846,-6.483556,-8.839507,0.156029
34,400.000000,9.367221,-1922.724118,-1930.081116,32.364396,-6.483556,-8.839507,0.154643
35,400.000000,4.244149,-1930.077663,-1933.411010,35.743003,-6.483556,-8.839507,0.153472
36,400.000000,7.886362,-1928.283881,-1934.477816,-15.645155,-6.483556,-8.839507,0.151892
37,400.000000,6.393890,-1915.749335,-1920.771085,-11.672680,-6.483556,-8.839507,0.150197
38,400.000000,5.569604,-1931.752963,-1936.127320,-5.202287,-6.483556,-8.839507,0.149551
39,400.000000,6.100282,-1922.281942,-1927.073093,-7.789710,-6.483556,-8.839507,0.148125
40,400.000000,6.271147,-1938.633056,-1943.558404,-10.135686,-6.483556,-8.839507,0.147561
41,400.000000,7.310348,-1940.664004,-1946.405538,-4.866232,-6.483556,-8.839507,0.147083
42,400.000000,7.111950,-1957.586277,-1963.171989,1.178580,-6.483556,-8.839507,0.145988
43,400.000000,7.111950,-1954.300180,-1959.885892,-0.239732,-6.483556,-8.839507,0.145000
44,400.000000,7.111950,-1947.446086,-1953.031798,-0.766615,-6.483556,-8.839507,0.143556
45,400.000000,7.111950,-1966.536024,-1972.121736,3.290462,-6.483556,-8.839507,0.142880
46,400.000000,4.343193,-1973.519556,-1976.930691,-0.131904,-6.483556,-8.839507,0.141702
47,400.000000,6.541790,-1973.319146,-1978.457057,-1.801428,-6.483556,-8.839507,0.140937
48,400.000000,8.020049,-1954.147979,-1960.446911,-2.866104,-6.483556,-8.839507,0.140051
49,400.000000,7.631514,-1952.146652,-1958.140429,11.958115,-6.483556,-8.839507,0.139200
50,400.000000,2.831636,-1968.075519,-1970.299481,9.187886,-6.483556,-8.839507,0.138922
51,400.000000,5.807583,-1969.342247,-1973.903511,12.761645,-6.483556,-8.839507,0.138413
52,400.000000,6.911625,-1982.660201,-1988.088579,10.530726,-6.483556,-8.839507,0.137547
53,400.000000,5.104043,-1986.634586,-1990.643292,10.514126,-6.483556,-8.839507,0.137222
54,400.000000,4.674529,-1988.924421,-1992.595787,14.163835,-6.483556,-8.839507,0.136818
55,400.000000,4.000000,-1987.953560,-1991.095152,18.928033,-6.483556,-8.839507,0.136205
56,400.000000,3.162646,-1997.013670,-1999.497607,23.096973,-6.483556,-8.839507,0.136009
57,400.000000,2.929984,-1991.736876,-1994.038080,72.541865,-6.483556,-8.839507,0.135172
58,400.000000,2.908484,-1991.260363,-1993.544681,70.374710,-6.483556,-8.839507,0.134534
59,400.000000,3.042357,-2005.073046,-2007.462508,73.431906,-6.483556,-8.839507,0.133833
60,400.000000,1.947589,-2005.350808,-2006.880441,72.945229,-6.483556,-8.839507,0.133074
61,400.000000,2.440611,-2010.269088,-2012.185940,71.350109,-6.483556,-8.839507,0.132702
62,400.000000,1.925042,-2009.701300,-2011.213224,72.680350,-6.483556,-8.839507,0.132024
63,400.000000,2.246913,-2011.886703,-2013.651424,74.418193,-6.483556,-8.839507,0.130859
64,400.000000,2.231238,-2004.622256,-2006.374666,72.413967,-6.483556,-8.839507,0.129846
65,400.000000,0.810038,-2004.800153,-2005.436355,68.170969,-6.483556,-8.839507,0.129280
66,400.000000,3.523157,-2015.824330,-2018.591411,72.389770,-6.483556,-8.839507,0.129216
67,400.000000,3.603990,-2023.480738,-2026.311305,69.550655,-6.483556,-8.839507,0.128566
68,400.000000,4.000000,-2019.998920,-2023.140513,68.970221,-6.483556,-8.839507,0.127862
69,400.000000,4.000000,-2028.597516,-2031.739109,66.474459,-6.483556,-8.839507,0.127214
