i,j,G_avg
23,26,-0.005805
23,27,0.000017
23,28,0.002944
23,29,-0.001882
23,30,-0.001911
23,31,-0.001085
23,32,0.004071
23,33,0.010049
23,34,0.004065
23,35,0.006743
23,36,0.003949
23,37,-0.000057
23,38,0.001394
23,39,-0.002238
24,0,0.001572
24,1,-0.002643
24,2,-0.003939
24,3,0.000097
24,4,-0.000296
24,5,0.007821
24,6,0.010145
24,7,0.004616
24,8,-0.001020
24,9,0.002894
24,10,0.005488
24,11,0.002412
24,12,-0.001039
24,13,-0.000100
24,14,-0.001459
24,15,-0.002642
24,16,-0.001365
24,17,-0.002862
24,18,0.003915
24,19,-0.000482
24,20,0.006539
24,21,0.002996
24,22,-0.003612
24,23,0.000526
24,24,0.000680
24,25,-0.002772
24,26,-0.005011
24,27,-0.003331
24,28,0.003144
24,29,-0.001490
24,30,0.000199
24,31,-0.001967
24,32,0.003318
24,33,0.010019
24,34,0.007316
24,35,0.010014
24,36,0.005868
24,37,0.005757
24,38,-0.000745
24,39,0.000227
25,0,-0.001274
25,1,0.000446
25,2,-0.000775
25,3,-0.001278
25,4,-0.002533
25,5,0.006809
25,6,0.008634
25,7,0.004826
25,8,-0.002037
25,9,0.006430
25,10,-0.000018
25,11,-0.003716
25,12,-0.004172
25,13,0.001825
25,14,-0.001745
25,15,-0.004081
25,16,-0.003467
25,17,-0.003554
25,18,0.003269
25,19,0.002506
25,20,0.002694
25,21,0.002610
25,22,-0.003127
25,23,-0.002563
25,24,-0.000576
25,25,-0.003440
25,26,-0.007376
25,27,-0.003906
25,28,0.000334
25,29,-0.000554
25,30,-0.001525
25,31,-0.002589
25,32,0.005563
25,33,0.010232
25,34,0.005248
25,35,0.011809
25,36,0.005200
25,37,0.003330
25,38,0.000191
25,39,-0.000973
26,0,-0.001070
26,1,0.002821
26,2,0.002345
26,3,0.000787
26,4,-0.000967
26,5,0.007575
26,6,0.004285
26,7,0.002854
26,8,0.000664
26,9,0.004045
26,10,0.003653
26,11,-0.003489
26,12,-0.005396
26,13,0.000258
26,14,-0.001181
26,15,-0.005967
26,16,-0.006626
26,17,-0.005426
26,18,-0.000619
26,19,0.000530
26,20,0.004228
26,21,0.001571
26,22,-0.005141
26,23,-0.007713
26,24,-0.001880
26,25,-0.000424
26,26,-0.007030
26,27,-0.004249
26,28,-0.004036
26,29,-0.003307
26,30,-0.003454
26,31,-0.000112
26,32,0.003764
26,33,0.007345
26,34,0.005560
26,35,0.008137
26,36,0.006911
26,37,0.001938
26,38,-0.000211
26,39,-0.001735
27,0,-0.001886
27,1,0.001161
27,2,0.003202
27,3,0.001151
27,4,0.002642
27,5,0.003783
27,6,0.000577
27,7,0.001454
27,8,0.000281
27,9,0.006035
27,10,0.005365
27,11,-0.003026
27,12,-0.004011
27,13,-0.005602
27,14,-0.003295
27,15,-0.007381
27,16,-0.007367
27,17,-0.008148
27,18,-0.000298
27,19,0.000638
27,20,0.003681
27,21,-0.000482
27,22,-0.008149
27,23,-0.005677
27,24,-0.002670
27,25,-0.001891
27,26,-0.006763
27,27,-0.004750
27,28,-0.008795
27,29,-0.004185
27,30,-0.004605
27,31,-0.006231
27,32,-0.003056
27,33,0.007374
27,34,0.008206
27,35,0.006357
27,36,0.006112
27,37,-0.002467
27,38,-0.000626
27,39,-0.002579
28,0,-0.000777
28,1,0.001936
28,2,0.005482
28,3,0.002247
28,4,-0.001168
28,5,-0.000743
28,6,-0.004943
28,7,-0.000732
28,8,0.001174
28,9,0.001926
28,10,0.005035
28,11,-0.004273
28,12,-0.000103
28,13,-0.005442
28,14,-0.005544
28,15,-0.009084
28,16,-0.010550
28,17,-0.006776
28,18,0.003039
28,19,0.000915
28,20,-0.002230
28,21,0.001072
28,22,-0.008562
28,23,-0.004586
28,24,-0.005857
28,25,0.001741
28,26,-0.007231
28,27,-0.008676
28,28,-0.008009
28,29,-0.000452
28,30,-0.004600
28,31,-0.006552
28,32,-0.000981
28,33,0.007192
28,34,0.004298
28,35,0.008600
28,36,0.006812
28,37,-0.000305
28,38,-0.003610
28,39,-0.001435
29,0,0.000453
29,1,0.002540
29,2,0.009696
29,3,0.007715
29,4,0.002690
29,5,-0.003648
29,6,-0.005821
29,7,-0.005036
29,8,0.000171
29,9,0.002364
29,10,0.001454
29,11,-0.003864
29,12,-0.001183
29,13,-0.003120
29,14,-0.005082
29,15,-0.008703
29,16,-0.011273
29,17,-0.007608
29,18,0.003998
29,19,0.002495
29,20,-0.002556
29,21,-0.000442
29,22,-0.004878
29,23,-0.001143
29,24,-0.005101
29,25,0.000739
29,26,-0.003466
29,27,-0.007497
29,28,-0.004491
29,29,-0.003919
29,30,-0.007619
29,31,-0.003201
29,32,-0.000427
29,33,0.005381
29,34,0.005802
29,35,0.008260
29,36,0.006623
29,37,0.003348
29,38,-0.000345
29,39,0.001854
30,0,0.000112
30,1,0.003354
30,2,0.006631
30,3,0.006082
30,4,0.002300
30,5,-0.000768
30,6,-0.001415
30,7,-0.003790
30,8,0.001706
30,9,-0.000627
30,10,0.001472
30,11,-0.002770
30,12,0.003776
30,13,-0.001672
30,14,-0.004701
30,15,-0.007404
30,16,-0.006811
30,17,-0.004470
30,18,-0.001882
30,19,-0.003753
30,20,-0.008081
30,21,-0.004808
30,22,0.000130
30,23,0.001369
30,24,-0.002029
30,25,0.000223
30,26,-0.000992
30,27,-0.002650
30,28,-0.005976
30,29,-0.002286
30,30,-0.007483
30,31,-0.001520
30,32,0.000885
30,33,0.001224
30,34,0.007900
30,35,0.005922
30,36,0.009914
30,37,0.007608
30,38,0.003388
30,39,0.003528
31,0,0.005203
31,1,0.004961
31,2,0.005905
31,3,0.007056
31,4,0.007916
31,5,0.000897
31,6,-0.001439
31,7,-0.003625
31,8,-0.001926
31,9,-0.003211
31,10,-0.002667
31,11,-0.006514
31,12,0.001858
31,13,-0.002176
31,14,-0.003157
31,15,-0.005086
31,16,-0.007278
31,17,-0.006538
31,18,-0.002516
31,19,-0.005115
31,20,-0.008163
31,21,-0.004972
31,22,0.000340
31,23,-0.004621
31,24,0.001576
31,25,0.000994
31,26,0.002687
31,27,-0.002653
31,28,-0.003970
31,29,-0.004038
31,30,-0.006824
31,31,-0.006620
31,32,-0.005428
31,33,-0.004279
31,34,0.004937
31,35,0.005325
31,36,0.010291
31,37,0.009189
31,38,0.004894
31,39,0.003408
32,0,0.005676
32,1,0.009383
32,2,0.005709
32,3,0.007755
32,4,0.004636
32,5,0.004608
32,6,-0.000351
32,7,-0.002483
32,8,-0.002736
32,9,-0.006680
32,10,-0.008025
32,11,-0.004750
32,12,0.002774
32,13,0.000757
32,14,-0.004391
32,15,-0.008633
32,16,-0.006985
32,17,-0.005742
32,18,-0.003741
32,19,-0.004479
32,20,-0.004966
32,21,-0.002036
32,22,-0.001841
32,23,-0.005548
32,24,-0.001343
32,25,0.002183
32,26,0.002440
32,27,-0.002992
32,28,-0.006944
32,29,-0.007642
32,30,-0.007182
32,31,-0.005889
32,32,-0.005715
32,33,-0.005408
32,34,0.005332
32,35,0.004506
32,36,0.010207
32,37,0.008410
32,38,0.002014
32,39,0.001050
33,0,0.008522
33,1,0.007732
33,2,0.004868
33,3,0.008776
33,4,0.004886
33,5,0.003945
33,6,0.001224
33,7,-0.001514
33,8,-0.001858
33,9,-0.006789
33,10,-0.006848
33,11,-0.006517
33,12,0.001518
33,13,0.002573
33,14,-0.003870
33,15,-0.009689
33,16,-0.002829
33,17,-0.003058
33,18,-0.004746
33,19,-0.009635
33,20,-0.001755
33,21,-0.001889
33,22,-0.003305
33,23,-0.003336
33,24,-0.002792
33,25,0.000154
33,26,-0.001720
33,27,-0.004296
33,28,-0.004646
33,29,-0.006677
33,30,-0.006410
33,31,-0.005371
33,32,-0.003127
33,33,-0.003220
33,34,0.002210
33,35,0.002884
33,36,0.007544
33,37,0.002717
33,38,0.000177
33,39,0.001891
34,0,0.002043
34,1,0.008220
34,2,0.005638
34,3,0.009541
34,4,0.004562
34,5,0.006451
34,6,0.002469
34,7,0.000766
34,8,0.001167
34,9,-0.003485
34,10,-0.006234
34,11,-0.008563
34,12,-0.000646
34,13,0.003578
34,14,-0.000524
34,15,-0.010768
34,16,-0.003968
34,17,-0.005808
34,18,-0.010554
34,19,-0.003451
34,20,-0.002760
34,21,-0.004198
34,22,-0.005802
34,23,-0.002855
34,24,-0.001002
34,25,-0.002473
34,26,-0.005523
34,27,-0.005571
34,28,-0.005267
34,29,-0.005364
34,30,-0.002946
34,31,0.001794
34,32,-0.002985
34,33,0.000442
34,34,0.001329
34,35,0.002783
34,36,0.006385
34,37,0.001555
34,38,0.000963
34,39,0.001965
35,0,0.003735
35,1,0.011185
35,2,0.011576
35,3,0.006983
35,4,0.004271
35,5,0.005290
35,6,0.002572
35,7,-0.000523
35,8,-0.000969
35,9,-0.001636
35,10,-0.005315
35,11,-0.008045
35,12,-0.006485
35,13,-0.002563
35,14,-0.001860
35,15,-0.006566
35,16,-0.004513
35,17,-0.008964
35,18,-0.008758
35,19,-0.005753
35,20,0.001261
35,21,-0.004060
35,22,-0.005519
35,23,-0.001719
35,24,-0.001954
35,25,-0.001988
35,26,-0.004365
35,27,-0.006631
35,28,-0.005992
35,29,-0.004721
35,30,-0.002910
35,31,-0.002177
35,32,-0.003919
35,33,0.002888
35,34,-0.001457
35,35,0.002445
35,36,0.008632
35,37,0.003155
35,38,0.003635
35,39,0.003510
36,0,0.004762
36,1,0.010836
36,2,0.010683
36,3,0.009178
36,4,0.001668
36,5,-0.000622
36,6,-0.001312
36,7,-0.002004
36,8,0.000179
36,9,-0.000498
36,10,-0.000016
36,11,-0.007157
36,12,-0.007876
36,13,-0.001937
36,14,-0.000919
36,15,-0.004969
36,16,-0.004316
36,17,-0.008943
36,18,-0.007383
36,19,-0.008025
36,20,-0.000259
36,21,-0.003826
36,22,-0.004313
36,23,-0.001535
36,24,0.001880
36,25,-0.005680
36,26,-0.005402
36,27,-0.004754
36,28,-0.005836
36,29,-0.000866
36,30,0.003025
36,31,-0.003075
