step,|phi|,Q_L,A_L,S_L,Xi_L,F_LRe, F_LIm, acc
72,100.000000,18.395298,-408.813088,-466.603620,15.858960,4.415365,0.915387,0.126164
73,100.000000,18.630321,-410.288082,-468.816962,15.834525,4.415365,0.915387,0.125541
74,100.000000,18.707285,-408.669994,-467.440662,13.930415,4.415365,0.915387,0.125200
75,100.000000,18.774031,-402.753222,-461.733581,17.473069,4.415365,0.915387,0.124737
76,100.000000,18.774031,-404.854148,-463.834507,20.062668,4.415365,0.915387,0.124416
77,100.000000,18.774031,-400.067131,-459.047490,22.089052,4.415365,0.915387,0.123846
78,100.000000,17.258295,-397.197547,-451.416080,21.692927,4.415365,0.915387,0.123291
79,100.000000,17.258295,-399.224837,-453.443370,22.296262,4.415365,0.915387,0.122375
80,100.000000,17.340079,-402.028264,-456.503727,24.843414,4.415365,0.915387,0.122346
81,100.000000,18.042722,-401.974687,-458.657569,28.058070,4.415365,0.915387,0.122439
82,100.000000,18.856280,-395.590088,-454.828840,28.351223,4.415365,0.915387,0.123012
83,100.000000,19.562618,-395.051547,-456.509324,28.898335,4.415365,0.915387,0.122976
84,100.000000,19.082733,-396.051053,-456.001225,29.438266,4.415365,0.915387,0.122941
85,100.000000,19.230397,-398.531029,-458.945102,29.713403,4.415365,0.915387,0.122326
86,100.000000,18.630690,-405.185926,-463.715965,29.262911,4.415365,0.915387,0.121954
87,100.000000,15.936388,-419.784650,-469.850288,28.388175,4.415365,0.915387,0.121591
88,100.000000,15.936388,-425.228250,-475.293888,28.670087,4.415365,0.915387,0.120674
89,100.000000,14.901390,-430.064314,-476.878412,27.323241,4.415365,0.915387,0.120333
90,100.000000,15.278392,-433.283135,-481.281618,29.228545,4.415365,0.915387,0.119890
91,100.000000,17.659218,-427.817512,-483.295581,29.849251,4.415365,0.915387,0.119783
92,100.000000,17.659218,-425.919112,-481.397181,29.500224,4.415365,0.915387,0.119032
93,100.000000,17.659218,-426.810324,-482.288393,29.708238,4.415365,0.915387,0.118830
94,100.000000,17.659218,-429.918406,-485.396476,29.359904,4.415365,0.915387,0.118316
95,100.000000,17.560236,-435.088120,-490.255228,31.113591,4.415365,0.915387,0.118021
96,100.000000,16.681964,-434.833181,-487.241118,31.763576,4.415365,0.915387,0.117320
97,100.000000,15.495595,-440.153155,-488.834003,33.690167,4.415365,0.915387,0.116837
98,100.000000,15.452058,-448.294168,-496.838239,33.319571,4.415365,0.915387,0.116566
99,100.000000,15.377140,-448.559415,-496.868126,33.332686,4.415365,0.915387,0.115700
