step,|phi|,Q_L,A_L,S_L,Xi_L,F_LRe, F_LIm, acc
50,400.000000,72.587117,-1624.710882,-1852.750036,30.386124,-0.668602,-9.171576,0.130147
51,400.000000,75.804134,-1623.593237,-1861.738947,30.219535,-0.668602,-9.171576,0.129808
52,400.000000,75.655907,-1630.427703,-1868.107746,36.083620,-0.668602,-9.171576,0.129575
53,400.000000,76.833633,-1627.074229,-1868.454207,37.448648,-0.668602,-9.171576,0.129491
54,400.000000,76.215459,-1634.508979,-1873.946906,39.775878,-0.668602,-9.171576,0.129318
55,400.000000,77.415035,-1616.156774,-1859.363281,36.093554,-0.668602,-9.171576,0.129062
56,400.000000,78.762126,-1614.191432,-1861.629948,39.398232,-0.668602,-9.171576,0.128860
57,400.000000,77.673949,-1614.186624,-1858.206530,41.787507,-0.668602,-9.171576,0.128319
58,400.000000,77.447694,-1629.034280,-1872.343385,41.344354,-0.668602,-9.171576,0.127542
59,400.000000,75.253457,-1637.813775,-1874.229482,41.984865,-0.668602,-9.171576,0.126875
60,400.000000,76.222448,-1637.036169,-1876.496051,42.917048,-0.668602,-9.171576,0.126107
61,400.000000,76.201182,-1631.573321,-1870.966396,37.411046,-0.668602,-9.171576,0.125726
62,400.000000,76.430329,-1628.773738,-1868.886698,37.766957,-0.668602,-9.171576,0.125397
63,400.000000,75.943643,-1644.802575,-1883.386565,28.590649,-0.668602,-9.171576,0.125117
64,400.000000,73.510721,-1653.830668,-1884.771410,28.762804,-0.668602,-9.171576,0.124577
65,400.000000,72.290559,-1675.019570,-1902.127059,30.297538,-0.668602,-9.171576,0.124205
66,400.000000,69.623879,-1685.951678,-1904.681546,28.226386,-0.668602,-9.171576,0.123545
67,400.000000,65.409427,-1697.089245,-1902.579021,23.191060,-0.668602,-9.171576,0.122941
68,400.000000,63.775731,-1701.580967,-1901.938336,21.125731,-0.668602,-9.171576,0.123043
69,400.000000,64.263757,-1708.387078,-1910.277624,18.337032,-0.668602,-9.171576,0.122607
70,400.000000,70.605238,-1699.439285,-1921.252182,19.968242,-0.668602,-9.171576,0.122113
71,400.000000,71.391380,-1682.150338,-1906.432972,23.782117,-0.668602,-9.171576,0.121806
72,400.000000,73.812050,-1689.381750,-1921.269144,24.821257,-0.668602,-9.171576,0.121267
73,400.000000,71.516687,-1685.378412,-1910.054709,26.165668,-0.668602,-9.171576,0.120642
74,400.000000,71.188344,-1678.727428,-1902.372206,22.350560,-0.668602,-9.171576,0.120367
75,400.000000,69.153464,-1668.668820,-1885.920836,15.351241,-0.668602,-9.171576,0.120033
76,400.000000,68.184857,-1663.592931,-1877.801978,19.731158,-0.668602,-9.171576,0.119773
77,400.000000,68.541015,-1668.075647,-1883.403595,19.981907,-0.668602,-9.171576,0.119391
78,400.000000,68.943148,-1660.432880,-1877.024166,24.497959,-0.668602,-9.171576,0.119209
79,400.000000,69.376569,-1666.047244,-1884.000165,23.779833,-0.668602,-9.171576,0.119219
80,400.000000,68.370980,-1663.123986,-1877.917755,21.439498,-0.668602,-9.171576,0.118858
81,400.000000,68.375880,-1669.458931,-1884.268094,19.810830,-0.668602,-9.171576,0.118567
82,400.000000,69.451781,-1662.568985,-1880.758189,19.097506,-0.668602,-9.171576,0.118434
83,400.000000,70.332987,-1652.965515,-1873.923110,15.828968,-0.668602,-9.171576,0.118482
84,400.000000,71.481042,-1664.532161,-1889.096478,10.406876,-0.668602,-9.171576,0.118618
85,400.000000,71.806007,-1658.705016,-1884.290240,7.865267,-0.668602,-9.171576,0.118459
86,400.000000,70.746055,-1658.676448,-1880.931734,8.139184,-0.668602,-9.171576,0.117960
87,400.000000,72.368221,-1644.181302,-1871.532773,9.195267,-0.668602,-9.171576,0.118011
88,400.000000,71.495266,-1633.170557,-1857.779558,8.602271,-0.668602,-9.171576,0.117893
89,400.000000,71.028456,-1644.926693,-1868.069167,22.861841,-0.668602,-9.171576,0.117667
90,400.000000,72.674593,-1655.116884,-1883.430851,25.054664,-0.668602,-9.171576,0.117692
91,400.000000,72.040217,-1655.526865,-1881.847881,21.823336,-0.668602,-9.171576,0.117446
92,400.000000,72.902764,-1654.976026,-1884.006815,22.277002,-0.668602,-9.171576,0.117204
93,400.000000,71.807658,-1655.444462,-1881.034874,22.153344,-0.668602,-9.171576,0.116888
94,400.000000,71.208702,-1656.939037,-1880.647773,24.791474,-0.668602,-9.171576,0.116895
95,400.000000,71.424156,-1662.013144,-1886.398749,25.340227,-0.668602,-9.171576,0.116641
96,400.000000,70.490519,-1666.171615,-1887.624112,22.273972,-0.668602,-9.171576,0.116624
97,400.000000,70.842411,-1656.192456,-1878.750455,21.719838,-0.668602,-9.171576,0.116454
98,400.000000,70.667204,-1658.193011,-1880.200579,26.017507,-0.668602,-9.171576,0.116237
99,400.000000,70.279165,-1656.038805,-1876.827315,26.493944,-0.668602,-9.171576,0.116175
