i,j,G_avg
13,6,-0.009877
13,7,-0.014551
13,8,0.014117
13,9,0.005649
13,10,0.007220
13,11,0.020422
13,12,0.024939
13,13,0.006822
13,14,-0.009860
13,15,-0.008246
13,16,-0.018427
13,17,-0.017136
13,18,-0.004779
13,19,0.012995
14,0,0.024299
14,1,0.025579
14,2,0.021829
14,3,0.011642
14,4,0.029145
14,5,0.009287
14,6,-0.000795
14,7,-0.004189
14,8,0.017139
14,9,0.011843
14,10,-0.004229
14,11,0.009498
14,12,0.024337
14,13,0.014193
14,14,0.002181
14,15,-0.006166
14,16,-0.001764
14,17,-0.021634
14,18,-0.007934
14,19,0.026800
15,0,0.020783
15,1,0.025775
15,2,0.028611
15,3,-0.002962
15,4,0.013252
15,5,0.000855
15,6,-0.006825
15,7,-0.006693
15,8,0.007075
15,9,0.016469
15,10,-0.012462
15,11,0.014850
15,12,0.022446
15,13,0.027874
15,14,-0.007275
15,15,-0.008966
15,16,0.012166
15,17,-0.023981
15,18,-0.009609
15,19,0.019576
16,0,0.010747
16,1,0.020410
16,2,0.012330
16,3,0.019152
16,4,0.010119
16,5,0.005058
16,6,-0.002942
16,7,-0.006671
16,8,-0.002563
16,9,-0.011500
16,10,-0.005597
16,11,-0.000172
16,12,0.003211
16,13,0.030451
16,14,0.001183
16,15,-0.001208
16,16,0.024223
16,17,-0.008199
16,18,-0.009247
16,19,0.021133
17,0,-0.006743
17,1,0.003012
17,2,0.004915
17,3,0.025155
17,4,0.026799
17,5,-0.007360
17,6,0.012311
17,7,0.001837
17,8,0.006821
17,9,0.000895
17,10,0.005895
17,11,0.002904
17,12,-0.013151
17,13,0.006197
17,14,-0.005493
17,15,-0.001772
17,16,0.028812
17,17,-0.001689
17,18,-0.000613
17,19,0.019572
18,0,0.010232
18,1,-0.000881
18,2,0.004226
18,3,0.016845
18,4,0.023074
18,5,-0.004996
18,6,0.007332
18,7,0.016702
18,8,-0.010391
18,9,-0.009605
18,10,0.000598
18,11,-0.017240
18,12,-0.010051
18,13,0.022708
18,14,-0.014376
18,15,-0.011176
18,16,0.013520
18,17,0.015144
18,18,0.013074
18,19,0.020894
19,0,0.028835
19,1,0.001506
19,2,0.014928
19,3,-0.002599
19,4,0.005296
19,5,-0.015244
19,6,0.012272
19,7,0.014891
19,8,0.000437
19,9,-0.016813
19,10,-0.012229
19,11,-0.004475
19,12,-0.022019
19,13,0.014380
19,14,0.002298
19,15,-0.017997
19,16,0.020808
19,17,0.022603
19,18,0.010874
19,19,0.022345
