step,|phi|,Q_L,A_L,S_L,Xi_L,F_LRe, F_LIm, acc
21,1600.000000,217.216791,-6491.978099,-7003.783105,134.341883,-9.279060,20.652048,0.169915
22,1600.000000,221.503778,-6555.110535,-7077.016516,144.381002,-9.279060,20.652048,0.167500
23,1600.000000,219.167797,-6629.566957,-7145.968914,132.884845,-9.279060,20.652048,0.165547
24,1600.000000,220.042716,-6631.776229,-7150.239664,135.896101,-9.279060,20.652048,0.163100
25,1600.000000,212.622713,-6653.720215,-7154.700678,142.958055,-9.279060,20.652048,0.161394
26,1600.000000,214.547809,-6639.688443,-7145.204808,150.085936,-9.279060,20.652048,0.159074
27,1600.000000,205.782834,-6646.447414,-7131.311793,153.058387,-9.279060,20.652048,0.158058
28,1600.000000,206.299709,-6697.155668,-7183.237905,161.197651,-9.279060,20.652048,0.156013
29,1600.000000,208.992349,-6727.096240,-7219.522863,170.279301,-9.279060,20.652048,0.154438
30,1600.000000,199.818425,-6778.885615,-7249.696687,174.183621,-9.279060,20.652048,0.152883
31,1600.000000,197.869510,-6810.452944,-7276.671994,187.620532,-9.279060,20.652048,0.151895
32,1600.000000,193.746360,-6859.795471,-7316.299578,192.066972,-9.279060,20.652048,0.150568
33,1600.000000,198.473112,-6877.426156,-7345.067410,196.155545,-9.279060,20.652048,0.148971
34,1600.000000,198.263946,-6895.479996,-7362.628413,192.321797,-9.279060,20.652048,0.147179
35,1600.000000,194.705196,-6941.419698,-7400.183008,198.402867,-9.279060,20.652048,0.145903
36,1600.000000,195.126056,-6959.441339,-7419.196278,200.399541,-9.279060,20.652048,0.144679
37,1600.000000,184.534093,-6974.722573,-7409.520787,214.755431,-9.279060,20.652048,0.143651
38,1600.000000,182.998894,-6997.401381,-7428.582367,211.485972,-9.279060,20.652048,0.142628
39,1600.000000,186.842328,-7012.601518,-7452.838383,215.379340,-9.279060,20.652048,0.141516
40,1600.000000,187.008625,-7034.909574,-7475.538266,212.548635,-9.279060,20.652048,0.140290
41,1600.000000,190.561747,-7043.410160,-7492.410699,224.108372,-9.279060,20.652048,0.139301
42,1600.000000,187.828817,-7057.933277,-7500.494500,228.780966,-9.279060,20.652048,0.138561
43,1600.000000,186.210335,-7110.500702,-7549.248467,255.394298,-9.279060,20.652048,0.137727
44,1600.000000,183.909058,-7134.172386,-7567.497896,258.954976,-9.279060,20.652048,0.137153
45,1600.000000,182.859986,-7136.779380,-7567.633071,259.487729,-9.279060,20.652048,0.136440
46,1600.000000,181.734168,-7172.341512,-7600.542558,267.431221,-9.279060,20.652048,0.135372
47,1600.000000,184.169181,-7178.930944,-7612.869353,257.132401,-9.279060,20.652048,0.134609
48,1600.000000,180.112917,-7150.629727,-7575.010789,244.430608,-9.279060,20.652048,0.133929
49,1600.000000,181.272036,-7148.709714,-7575.821887,250.409573,-9.279060,20.652048,0.132875
50,1600.000000,180.821581,-7150.577896,-7576.628709,261.334523,-9.279060,20.652048,0.132047
51,1600.000000,179.309441,-7170.883875,-7593.371791,257.130919,-9.279060,20.652048,0.131406
52,1600.000000,182.626848,-7180.246214,-7610.550588,253.631162,-9.279060,20.652048,0.130672
53,1600.000000,181.890897,-7202.381580,-7630.951909,249.861758,-9.279060,20.652048,0.130278
54,1600.000000,181.703420,-7203.496086,-7631.624682,245.547225,-9.279060,20.652048,0.129659
55,1600.000000,178.412168,-7228.879060,-7649.252826,256.675468,-9.279060,20.652048,0.128895
56,1600.000000,179.974033,-7226.449283,-7650.503108,251.949203,-9.279060,20.652048,0.128257
57,1600.000000,184.406001,-7193.365936,-7627.862338,258.365114,-9.279060,20.652048,0.127845
58,1600.000000,183.916336,-7172.739124,-7606.081782,261.673141,-9.279060,20.652048,0.127331
59,1600.000000,183.147257,-7159.830089,-7591.360647,265.712215,-9.279060,20.652048,0.126833
60,1600.000000,181.092819,-7169.841445,-7596.531348,261.688880,-9.279060,20.652048,0.126475
61,1600.000000,175.945411,-7192.205195,-7606.766802,261.984268,-9.279060,20.652048,0.126038
62,1600.000000,173.190977,-7193.830281,-7601.901906,263.798563,-9.279060,20.652048,0.125486
63,1600.000000,174.349096,-7198.510749,-7609.311129,252.899206,-9.279060,20.652048,0.125332
64,1600.000000,172.034428,-7216.882096,-7622.228668,256.722960,-9.279060,20.652048,0.124875
65,1600.000000,171.645721,-7234.208870,-7638.639572,261.244780,-9.279060,20.652048,0.124583
66,1600.000000,168.603894,-7250.835121,-7648.098687,266.912717,-9.279060,20.652048,0.124422
67,1600.000000,170.420333,-7211.136882,-7612.680331,262.840156,-9.279060,20.652048,0.124292
68,1600.000000,171.780230,-7222.310150,-7627.057781,263.112561,-9.279060,20.652048,0.124049
69,1600.000000,173.565417,-7238.336146,-7647.290025,263.292384,-9.279060,20.652048,0.123652
70,1600.000000,168.886639,-7260.211469,-7658.141238,258.472688,-9.279060,20.652048,0.123283
71,1600.000000,172.712251,-7282.928328,-7689.871982,268.113464,-9.279060,20.652048,0.122986
72,1600.000000,170.899553,-7275.104738,-7677.777323,188.718237,-9.279060,20.652048,0.122483
73,1600.000000,170.430183,-7302.066186,-7703.632844,181.924371,-9.279060,20.652048,0.122145
74,1600.000000,167.217694,-7334.267020,-7728.264429,192.118209,-9.279060,20.652048,0.121742
75,1600.000000,164.807936,-7321.110614,-7709.430164,197.590751,-9.279060,20.652048,0.121480
76,1600.000000,166.443639,-7313.777243,-7705.950829,208.787531,-9.279060,20.652048,0.120982
77,1600.000000,165.973977,-7302.863230,-7693.930200,213.402664,-9.279060,20.652048,0.120641
78,1600.000000,165.197187,-7291.400017,-7680.636719,213.838622,-9.279060,20.652048,0.120316
79,1600.000000,162.359281,-7317.103807,-7699.653850,215.067078,-9.279060,20.652048,0.120070
80,1600.000000,159.059637,-7340.991813,-7715.767254,181.171776,-9.279060,20.652048,0.119838
81,1600.000000,154.530347,-7324.349758,-7688.453311,178.880354,-9.279060,20.652048,0.119527
82,1600.000000,154.579556,-7338.180994,-7702.400493,175.438421,-9.279060,20.652048,0.119307
83,1600.000000,149.989238,-7350.863657,-7704.267473,165.439043,-9.279060,20.652048,0.119271
84,1600.000000,151.323481,-7345.938271,-7702.485823,162.887671,-9.279060,20.652048,0.118949
85,1600.000000,147.247816,-7374.011115,-7720.955607,164.002453,-9.279060,20.652048,0.118714
86,1600.000000,143.725206,-7370.582040,-7709.226578,169.393121,-9.279060,20.652048,0.118420
87,1600.000000,141.111364,-7386.719050,-7719.204869,165.143005,-9.279060,20.652048,0.118274
88,1600.000000,145.249188,-7391.972577,-7734.207913,161.902637,-9.279060,20.652048,0.118097
89,1600.000000,146.977808,-7395.520620,-7741.828922,167.720185,-9.279060,20.652048,0.117896
90,1600.000000,148.181658,-7376.069741,-7725.214547,172.756805,-9.279060,20.652048,0.117740
91,1600.000000,147.812397,-7372.342537,-7720.617292,166.905767,-9.279060,20.652048,0.117541
92,1600.000000,147.863356,-7410.113804,-7758.508628,160.216223,-9.279060,20.652048,0.117251
93,1600.000000,145.367715,-7409.539653,-7752.054261,161.072107,-9.279060,20.652048,0.117055
94,1600.000000,142.623019,-7372.682185,-7708.729755,159.376381,-9.279060,20.652048,0.116954
95,1600.000000,143.366367,-7391.830377,-7729.629420,158.596408,-9.279060,20.652048,0.116706
96,1600.000000,147.821300,-7381.304641,-7729.600373,161.100012,-9.279060,20.652048,0.116501
97,1600.000000,148.185809,-7384.855380,-7734.009966,169.342548,-9.279060,20.652048,0.116365
98,1600.000000,146.550817,-7382.006007,-7727.308235,178.337939,-9.279060,20.652048,0.116174
99,1600.000000,147.475292,-7380.224065,-7727.704535,179.866859,-9.279060,20.652048,0.116094
100,1600.000000,146.147751,-7405.355366,-7749.707892,174.450789,-9.279060,20.652048,0.115910
101,1600.000000,147.387497,-7425.992674,-7773.266284,173.098504,-9.279060,20.652048,0.115711
102,1600.000000,147.272041,-7446.415414,-7793.416985,168.491905,-9.279060,20.652048,0.115479
103,1600.000000,147.262924,-7461.567295,-7808.547385,197.173906,-9.279060,20.652048,0.115204
104,1600.000000,141.892128,-7482.056831,-7816.382281,198.453998,-9.279060,20.652048,0.115042
105,1600.000000,141.188943,-7492.142277,-7824.810887,194.816496,-9.279060,20.652048,0.114788
106,1600.000000,139.570124,-7500.424534,-7829.278890,197.877516,-9.279060,20.652048,0.114574
107,1600.000000,139.218065,-7494.297929,-7822.322766,193.073275,-9.279060,20.652048,0.114294
108,1600.000000,139.880002,-7492.138674,-7821.723164,186.275502,-9.279060,20.652048,0.113997
109,1600.000000,142.851625,-7476.770530,-7813.356742,188.196960,-9.279060,20.652048,0.113858
110,1600.000000,143.774409,-7451.079143,-7789.839614,191.779681,-9.279060,20.652048,0.113637
111,1600.000000,145.240469,-7486.709337,-7828.924129,199.012485,-9.279060,20.652048,0.113449
112,1600.000000,144.563925,-7503.744589,-7844.365311,204.665103,-9.279060,20.652048,0.113186
113,1600.000000,139.144941,-7539.498076,-7867.350620,210.164631,-9.279060,20.652048,0.113109
114,1600.000000,140.225420,-7528.058394,-7858.456757,204.865520,-9.279060,20.652048,0.112902
115,1600.000000,141.172523,-7525.159131,-7857.789052,207.799863,-9.279060,20.652048,0.112737
116,1600.000000,140.454568,-7556.786718,-7887.724996,214.417667,-9.279060,20.652048,0.112511
117,1600.000000,138.509713,-7592.705478,-7919.061300,222.314741,-9.279060,20.652048,0.112405
118,1600.000000,136.945954,-7593.260939,-7915.932241,224.320841,-9.279060,20.652048,0.112211
119,1600.000000,134.947415,-7585.140196,-7903.102551,225.771647,-9.279060,20.652048,0.112089
120,1600.000000,132.504405,-7560.502599,-7872.708748,223.986352,-9.279060,20.652048,0.111854
121,1600.000000,131.494733,-7556.581427,-7866.408593,223.448014,-9.279060,20.652048,0.111691
122,1600.000000,126.235899,-7567.790478,-7865.226807,220.409158,-9.279060,20.652048,0.111601
123,1600.000000,125.453301,-7552.487646,-7848.080023,223.494523,-9.279060,20.652048,0.111447
124,1600.000000,130.331750,-7561.977126,-7869.064077,222.376869,-9.279060,20.652048,0.111180
125,1600.000000,126.836086,-7612.538479,-7911.388966,229.518888,-9.279060,20.652048,0.111106
126,1600.000000,126.911461,-7625.318876,-7924.346962,226.648730,-9.279060,20.652048,0.110842
127,1600.000000,129.549918,-7632.926948,-7938.171752,217.741599,-9.279060,20.652048,0.110640
128,1600.000000,128.867258,-7623.793613,-7927.429936,215.188858,-9.279060,20.652048,0.110480
129,1600.000000,130.172747,-7612.267054,-7918.979363,205.084441,-9.279060,20.652048,0.110351
130,1600.000000,123.594323,-7610.926885,-7902.139147,208.995777,-9.279060,20.652048,0.110267
131,1600.000000,125.994702,-7614.471578,-7911.339600,210.334597,-9.279060,20.652048,0.110175
132,1600.000000,126.503078,-7597.884706,-7895.950561,213.483889,-9.279060,20.652048,0.110061
133,1600.000000,125.697289,-7606.434490,-7902.601750,214.978787,-9.279060,20.652048,0.109939
134,1600.000000,124.432983,-7603.002669,-7896.190977,215.952944,-9.279060,20.652048,0.109843
135,1600.000000,121.707469,-7579.916950,-7866.683417,210.932267,-9.279060,20.652048,0.109720
136,1600.000000,124.151320,-7582.171154,-7874.695811,213.089630,-9.279060,20.652048,0.109649
137,1600.000000,126.861206,-7579.137607,-7878.047282,204.058135,-9.279060,20.652048,0.109543
138,1600.000000,125.811245,-7607.203827,-7903.639589,201.890182,-9.279060,20.652048,0.109442
139,1600.000000,122.619727,-7617.369110,-7906.285036,207.921593,-9.279060,20.652048,0.109290
140,1600.000000,120.890841,-7630.024362,-7914.866696,221.171967,-9.279060,20.652048,0.109176
141,1600.000000,121.310187,-7630.826757,-7916.657151,222.418506,-9.279060,20.652048,0.109018
142,1600.000000,118.702892,-7625.753100,-7905.440201,226.183321,-9.279060,20.652048,0.108977
143,1600.000000,116.680486,-7621.590821,-7896.512739,222.433046,-9.279060,20.652048,0.108915
144,1600.000000,113.293963,-7627.728706,-7894.671318,228.158216,-9.279060,20.652048,0.108828
145,1600.000000,115.460460,-7646.258585,-7918.305883,222.802775,-9.279060,20.652048,0.108720
146,1600.000000,110.161099,-7643.684807,-7903.245782,218.629873,-9.279060,20.652048,0.108648
147,1600.000000,114.026713,-7637.764793,-7906.433905,217.408836,-9.279060,20.652048,0.108564
148,1600.000000,113.203466,-7637.535128,-7904.264511,219.216644,-9.279060,20.652048,0.108490
149,1600.000000,115.553435,-7618.016295,-7890.282661,224.775693,-9.279060,20.652048,0.108383
150,1600.000000,111.944788,-7625.514478,-7889.278170,228.198080,-9.279060,20.652048,0.108382
151,1600.000000,110.497902,-7613.721595,-7874.076142,228.132776,-9.279060,20.652048,0.108326
152,1600.000000,110.361947,-7609.568761,-7869.602973,226.968467,-9.279060,20.652048,0.108211
153,1600.000000,108.764243,-7639.470848,-7895.740559,234.762802,-9.279060,20.652048,0.108141
154,1600.000000,107.084117,-7672.775379,-7925.086386,223.363163,-9.279060,20.652048,0.108097
155,1600.000000,106.711039,-7701.231666,-7952.663628,228.967492,-9.279060,20.652048,0.108073
156,1600.000000,110.026163,-7721.865861,-7981.108900,222.116238,-9.279060,20.652048,0.107930
157,1600.000000,106.437976,-7707.985915,-7958.774487,220.322085,-9.279060,20.652048,0.107919
158,1600.000000,104.573394,-7706.815983,-7953.211237,223.251899,-9.279060,20.652048,0.107834
159,1600.000000,106.532160,-7681.042532,-7932.053021,226.365532,-9.279060,20.652048,0.107773
160,1600.000000,104.826600,-7700.968702,-7947.960560,226.671307,-9.279060,20.652048,0.107741
161,1600.000000,104.834413,-7700.844461,-7947.854728,229.181392,-9.279060,20.652048,0.107716
162,1600.000000,105.514468,-7709.568470,-7958.181079,233.067288,-9.279060,20.652048,0.107596
163,1600.000000,109.904564,-7707.238705,-7966.195232,225.611372,-9.279060,20.652048,0.107557
164,1600.000000,111.993075,-7705.996982,-7969.874448,228.374515,-9.279060,20.652048,0.107420
165,1600.000000,105.960326,-7719.863586,-7969.526723,224.618025,-9.279060,20.652048,0.107289
166,1600.000000,107.883186,-7718.119930,-7972.313698,227.912172,-9.279060,20.652048,0.107227
167,1600.000000,106.071777,-7720.879014,-7970.804751,228.846624,-9.279060,20.652048,0.107184
168,1600.000000,104.552524,-7751.969103,-7998.315183,229.869299,-9.279060,20.652048,0.107082
169,1600.000000,104.884798,-7744.902224,-7992.031207,234.118178,-9.279060,20.652048,0.107048
170,1600.000000,103.968901,-7732.869694,-7977.840646,236.896446,-9.279060,20.652048,0.107021
171,1600.000000,105.252533,-7741.801401,-7989.796839,232.356272,-9.279060,20.652048,0.106944
172,1600.000000,105.107703,-7733.654644,-7981.308835,225.225012,-9.279060,20.652048,0.106879
173,1600.000000,102.602944,-7721.580034,-7963.332526,230.576930,-9.279060,20.652048,0.106846
174,1600.000000,105.812128,-7705.096483,-7954.410437,221.462817,-9.279060,20.652048,0.106786
175,1600.000000,105.206275,-7689.162993,-7937.049439,229.672998,-9.279060,20.652048,0.106747
176,1600.000000,103.585663,-7703.366724,-7947.434692,242.513850,-9.279060,20.652048,0.106716
177,1600.000000,103.696578,-7702.012122,-7946.341428,238.375806,-9.279060,20.652048,0.106591
178,1600.000000,102.556942,-7728.524573,-7970.168675,234.900246,-9.279060,20.652048,0.106484
179,1600.000000,102.106048,-7702.945963,-7943.527670,229.385220,-9.279060,20.652048,0.106413
180,1600.000000,100.591577,-7730.666177,-7967.679498,234.362576,-9.279060,20.652048,0.106343
181,1600.000000,101.206031,-7740.020684,-7978.481777,206.140679,-9.279060,20.652048,0.106264
182,1600.000000,101.390948,-7739.572808,-7978.469601,204.534033,-9.279060,20.652048,0.106216
183,1600.000000,100.800065,-7750.975567,-7988.480125,201.049603,-9.279060,20.652048,0.106084
184,1600.000000,105.477877,-7742.325406,-7990.851798,193.618038,-9.279060,20.652048,0.105986
185,1600.000000,101.943463,-7724.143557,-7964.342183,190.729003,-9.279060,20.652048,0.105927
186,1600.000000,103.091543,-7733.735145,-7976.638872,186.716160,-9.279060,20.652048,0.105846
187,1600.000000,104.887642,-7713.855866,-7960.991550,182.306100,-9.279060,20.652048,0.105818
188,1600.000000,103.430663,-7715.135964,-7958.838721,176.150202,-9.279060,20.652048,0.105751
189,1600.000000,103.826978,-7709.161871,-7953.798424,179.099691,-9.279060,20.652048,0.105743
190,1600.000000,105.141646,-7704.711587,-7952.445754,182.267023,-9.279060,20.652048,0.105671
191,1600.000000,105.983752,-7718.372490,-7968.090822,189.851019,-9.279060,20.652048,0.105615
192,1600.000000,105.653302,-7727.915429,-7976.855158,203.941970,-9.279060,20.652048,0.105583
193,1600.000000,104.760237,-7728.162583,-7974.998076,206.204369,-9.279060,20.652048,0.105567
194,1600.000000,104.819162,-7728.006399,-7974.980729,210.644885,-9.279060,20.652048,0.105532
195,1600.000000,103.781744,-7725.713918,-7970.243891,217.484215,-9.279060,20.652048,0.105564
196,1600.000000,103.418990,-7698.794347,-7942.469602,216.982004,-9.279060,20.652048,0.105473
197,1600.000000,102.821515,-7714.962926,-7957.230412,224.609155,-9.279060,20.652048,0.105423
198,1600.000000,103.365895,-7724.337610,-7967.887762,224.991284,-9.279060,20.652048,0.105402
199,1600.000000,106.637666,-7734.500602,-7985.759682,212.075819,-9.279060,20.652048,0.105413
200,1600.000000,103.218100,-7725.196815,-7968.398734,135.362040,-9.279060,20.652048,0.105386
201,1600.000000,101.749586,-7747.255464,-7986.997278,133.548409,-9.279060,20.652048,0.105337
202,1600.000000,101.497478,-7766.106817,-8005.254615,135.781118,-9.279060,20.652048,0.105277
203,1600.000000,100.723283,-7760.308654,-7997.632298,165.649340,-9.279060,20.652048,0.105236
204,1600.000000,101.247417,-7777.425529,-8015.984136,157.532327,-9.279060,20.652048,0.105171
205,1600.000000,100.806038,-7774.447185,-8011.965817,149.472717,-9.279060,20.652048,0.105158
206,1600.000000,101.111340,-7779.437493,-8017.675474,140.036471,-9.279060,20.652048,0.105075
207,1600.000000,101.328904,-7810.484853,-8049.235458,138.377569,-9.279060,20.652048,0.105075
208,1600.000000,100.832648,-7828.351921,-8065.933251,134.176961,-9.279060,20.652048,0.105021
209,1600.000000,102.317582,-7809.675304,-8050.755427,134.315856,-9.279060,20.652048,0.104946
210,1600.000000,103.806958,-7812.576570,-8057.165953,136.233804,-9.279060,20.652048,0.104944
211,1600.000000,102.057237,-7803.201010,-8043.667710,135.499098,-9.279060,20.652048,0.104888
212,1600.000000,101.989292,-7812.478670,-8052.785278,132.721528,-9.279060,20.652048,0.104803
213,1600.000000,102.165128,-7832.119360,-8072.840272,130.648358,-9.279060,20.652048,0.104772
214,1600.000000,101.402240,-7847.159339,-8086.082739,126.868444,-9.279060,20.652048,0.104683
215,1600.000000,103.259607,-7853.674141,-8096.973859,131.457914,-9.279060,20.652048,0.104690
216,1600.000000,101.269692,-7837.388221,-8075.999311,132.603837,-9.279060,20.652048,0.104660
217,1600.000000,100.794033,-7825.627901,-8063.118245,127.488586,-9.279060,20.652048,0.104564
218,1600.000000,101.881428,-7844.150179,-8084.202638,122.167336,-9.279060,20.652048,0.104509
219,1600.000000,99.961184,-7878.702599,-8114.230590,126.590328,-9.279060,20.652048,0.104415
220,1600.000000,100.599949,-7888.191971,-8125.225016,125.155402,-9.279060,20.652048,0.104347
221,1600.000000,100.241017,-7871.812867,-8108.000200,120.831450,-9.279060,20.652048,0.104293
222,1600.000000,98.666317,-7869.785421,-8102.262453,114.106983,-9.279060,20.652048,0.104226
223,1600.000000,98.166251,-7905.965052,-8137.263832,109.351849,-9.279060,20.652048,0.104185
224,1600.000000,97.746531,-7905.233382,-8135.543220,107.183424,-9.279060,20.652048,0.104181
225,1600.000000,100.082423,-7911.799559,-8147.613213,103.989791,-9.279060,20.652048,0.104118
226,1600.000000,99.182078,-7914.528334,-8148.220600,102.962891,-9.279060,20.652048,0.104053
227,1600.000000,98.751791,-7917.302586,-8149.981012,105.143577,-9.279060,20.652048,0.104038
228,1600.000000,97.027507,-7903.449410,-8132.065089,102.283071,-9.279060,20.652048,0.103987
229,1600.000000,97.666120,-7898.370293,-8128.490667,102.127400,-9.279060,20.652048,0.103916
230,1600.000000,94.992053,-7921.555418,-8145.375169,105.777848,-9.279060,20.652048,0.103872
231,1600.000000,97.427397,-7897.419071,-8126.976966,172.798134,-9.279060,20.652048,0.103863
232,1600.000000,94.941026,-7938.307670,-8162.007192,175.169719,-9.279060,20.652048,0.103814
233,1600.000000,93.837734,-7966.138692,-8187.238643,173.225383,-9.279060,20.652048,0.103723
234,1600.000000,93.904026,-7959.343896,-8180.600045,165.971749,-9.279060,20.652048,0.103670
235,1600.000000,91.975198,-7964.920191,-8181.631645,164.636721,-9.279060,20.652048,0.103602
236,1600.000000,89.494969,-7958.873785,-8169.741337,165.845972,-9.279060,20.652048,0.103544
237,1600.000000,90.964579,-7929.552464,-8143.882704,163.033475,-9.279060,20.652048,0.103503
238,1600.000000,90.327655,-7932.077184,-8144.906708,185.776534,-9.279060,20.652048,0.103434
239,1600.000000,90.840668,-7939.648688,-8153.686969,184.587037,-9.279060,20.652048,0.103344
240,1600.000000,90.833345,-7939.786167,-8153.807193,184.281183,-9.279060,20.652048,0.103278
241,1600.000000,91.076007,-7928.318428,-8142.911214,184.617653,-9.279060,20.652048,0.103221
242,1600.000000,88.872703,-7938.985924,-8148.387296,193.010461,-9.279060,20.652048,0.103148
243,1600.000000,90.289373,-7935.231523,-8147.970845,187.598423,-9.279060,20.652048,0.103076
244,1600.000000,91.229126,-7927.809590,-8142.763154,195.853521,-9.279060,20.652048,0.103005
245,1600.000000,89.844674,-7917.197885,-8128.889411,195.715284,-9.279060,20.652048,0.102980
246,1600.000000,88.061811,-7871.159209,-8078.649963,190.873290,-9.279060,20.652048,0.102935
247,1600.000000,88.375522,-7885.528505,-8093.758424,189.566217,-9.279060,20.652048,0.102928
248,1600.000000,89.057571,-7875.102493,-8084.939451,187.670962,-9.279060,20.652048,0.102909
249,1600.000000,84.920164,-7930.727529,-8130.815950,190.558560,-9.279060,20.652048,0.102930
250,1600.000000,85.663811,-7926.745451,-8128.586051,195.710626,-9.279060,20.652048,0.102878
251,1600.000000,85.040746,-7915.444946,-8115.817484,201.490520,-9.279060,20.652048,0.102820
252,1600.000000,84.167132,-7913.079667,-8111.393798,207.123170,-9.279060,20.652048,0.102784
253,1600.000000,82.390688,-7958.959146,-8153.087632,204.956466,-9.279060,20.652048,0.102795
254,1600.000000,83.329243,-7950.103675,-8146.443579,204.106595,-9.279060,20.652048,0.102779
255,1600.000000,83.555463,-7933.639731,-8130.512654,213.797069,-9.279060,20.652048,0.102734
256,1600.000000,84.190447,-7907.254262,-8105.623329,214.766614,-9.279060,20.652048,0.102702
257,1600.000000,83.913425,-7929.055712,-8126.772061,205.485251,-9.279060,20.652048,0.102672
258,1600.000000,84.033164,-7942.325590,-8140.324068,206.665708,-9.279060,20.652048,0.102601
259,1600.000000,83.890582,-7939.115436,-8136.777964,208.087670,-9.279060,20.652048,0.102558
260,1600.000000,83.981465,-7960.463688,-8158.340354,190.622186,-9.279060,20.652048,0.102538
261,1600.000000,85.056406,-7944.338499,-8144.747935,231.424497,-9.279060,20.652048,0.102464
262,1600.000000,85.130605,-7975.686435,-8176.270697,233.100870,-9.279060,20.652048,0.102414
263,1600.000000,85.028228,-7991.082789,-8191.425832,236.961531,-9.279060,20.652048,0.102396
264,1600.000000,85.545675,-7989.848656,-8191.410904,140.447633,-9.279060,20.652048,0.102384
265,1600.000000,84.542917,-7991.539568,-8190.739123,140.891751,-9.279060,20.652048,0.102333
266,1600.000000,82.176415,-8009.825462,-8203.449079,153.483802,-9.279060,20.652048,0.102287
267,1600.000000,80.732557,-8011.820024,-8202.041631,153.119954,-9.279060,20.652048,0.102241
268,1600.000000,79.534544,-8027.115332,-8214.514186,211.187196,-9.279060,20.652048,0.102256
269,1600.000000,82.005705,-8008.100232,-8201.321621,215.333621,-9.279060,20.652048,0.102215
270,1600.000000,81.511454,-7989.045024,-8181.101862,223.482681,-9.279060,20.652048,0.102207
271,1600.000000,80.816383,-7992.218880,-8182.637997,232.335606,-9.279060,20.652048,0.102123
272,1600.000000,80.353373,-7992.513276,-8181.841452,237.395690,-9.279060,20.652048,0.102086
273,1600.000000,80.416172,-7985.600806,-8175.076946,236.983479,-9.279060,20.652048,0.102055
274,1600.000000,79.866532,-7984.288526,-8172.469609,72.782228,-9.279060,20.652048,0.102041
275,1600.000000,79.934568,-8007.861216,-8196.202604,62.562455,-9.279060,20.652048,0.101993
276,1600.000000,80.568843,-7999.230450,-8189.066314,67.072207,-9.279060,20.652048,0.101940
277,1600.000000,79.504534,-7996.689169,-8184.017314,70.994526,-9.279060,20.652048,0.101918
278,1600.000000,80.434999,-7985.450114,-8174.970616,67.972936,-9.279060,20.652048,0.101862
279,1600.000000,80.427241,-7993.740051,-8183.242273,69.270342,-9.279060,20.652048,0.101824
280,1600.000000,80.613129,-8018.248792,-8208.189004,72.661818,-9.279060,20.652048,0.101748
281,1600.000000,79.965603,-8019.905549,-8208.320063,77.104319,-9.279060,20.652048,0.101684
282,1600.000000,80.226054,-7998.566825,-8187.595012,79.221593,-9.279060,20.652048,0.101667
283,1600.000000,80.952309,-7993.745794,-8184.485179,80.885452,-9.279060,20.652048,0.101701
284,1600.000000,82.278969,-7953.113334,-8146.978587,80.086221,-9.279060,20.652048,0.101658
285,1600.000000,82.328049,-7938.504591,-8132.485485,77.756462,-9.279060,20.652048,0.101663
286,1600.000000,82.300891,-7929.602448,-8123.519354,138.269557,-9.279060,20.652048,0.101603
287,1600.000000,82.891302,-7962.317192,-8157.625221,139.711422,-9.279060,20.652048,0.101578
288,1600.000000,82.137068,-7957.894156,-8151.425063,133.084923,-9.279060,20.652048,0.101535
