i,j,G_avg
5,12,0.018537
5,13,0.005390
5,14,0.022476
5,15,-0.006031
5,16,0.006243
5,17,0.009295
5,18,0.007421
5,19,0.011330
6,0,0.013845
6,1,0.010889
6,2,0.004838
6,3,-0.003007
6,4,-0.003767
6,5,0.009715
6,6,0.012576
6,7,0.014239
6,8,0.007235
6,9,0.011029
6,10,0.012681
6,11,0.002030
6,12,0.012785
6,13,-0.006361
6,14,0.025592
6,15,-0.000878
6,16,0.003048
6,17,0.002085
6,18,0.016242
6,19,-0.002403
7,0,0.002981
7,1,0.001904
7,2,0.005327
7,3,0.007564
7,4,0.007355
7,5,-0.006071
7,6,-0.003300
7,7,0.013947
7,8,0.022331
7,9,0.010608
7,10,0.022291
7,11,-0.013787
7,12,-0.002745
7,13,-0.003557
7,14,-0.003756
7,15,-0.012971
7,16,-0.000641
7,17,0.002786
7,18,0.015353
7,19,0.002254
8,0,0.006057
8,1,-0.006994
8,2,0.000877
8,3,0.016853
8,4,0.019110
8,5,0.000585
8,6,-0.019965
8,7,0.000972
8,8,0.011893
8,9,0.015935
8,10,0.030212
8,11,0.003829
8,12,-0.010340
8,13,0.005175
8,14,-0.001593
8,15,-0.001627
8,16,0.004331
8,17,0.011025
8,18,0.020065
8,19,0.007701
9,0,-0.003778
9,1,-0.012781
9,2,0.004290
9,3,0.039833
9,4,0.029155
9,5,-0.006894
9,6,-0.009388
9,7,-0.003900
9,8,0.014246
9,9,0.011411
9,10,0.011302
9,11,0.006508
9,12,-0.010282
9,13,0.005645
9,14,-0.002284
9,15,-0.000313
9,16,-0.004550
9,17,0.007697
9,18,0.007166
9,19,0.004421
10,0,-0.004733
10,1,0.000110
10,2,0.010843
10,3,0.035316
10,4,0.026300
10,5,-0.003422
10,6,0.005530
10,7,-0.001536
10,8,0.009503
10,9,-0.008131
10,10,0.008766
10,11,0.008240
10,12,-0.005522
10,13,0.001332
10,14,0.009400
10,15,0.017551
10,16,0.010678
10,17,0.029263
10,18,0.010678
10,19,0.001271
11,0,0.010881
11,1,0.020678
11,2,0.016850
11,3,0.033641
11,4,0.040427
11,5,0.019394
11,6,0.016268
11,7,0.010194
11,8,0.012179
11,9,-0.003166
11,10,0.012027
11,11,-0.004951
11,12,-0.006812
11,13,0.003864
11,14,0.008360
11,15,0.017822
11,16,0.034158
11,17,0.038483
11,18,0.010262
11,19,0.016554
12,0,0.036690
12,1,0.029296
12,2,0.030365
12,3,0.032583
12,4,0.042825
12,5,0.018078
12,6,0.001810
12,7,0.005120
12,8,0.004357
12,9,0.004649
12,10,0.005855
12,11,-0.002412
12,12,-0.005073
12,13,-0.004986
12,14,0.003347
12,15,0.026882
12,16,0.023701
12,17,0.029083
12,18,0.025672
12,19,0.032765
13,0,0.039285
13,1,0.028243
13,2,0.034796
13,3,0.024565
13,4,0.046887
13,5,0.010589
13,6,-0.000697
13,7,0.012479
13,8,0.019892
13,9,0.012421
13,10,0.023025
13,11,0.022665
13,12,0.027323
13,13,0.014351
13,14,0.021667
13,15,0.034961
13,16,0.024235
13,17,0.030394
13,18,0.030880
13,19,0.048729
14,0,0.038375
14,1,0.030051
14,2,0.038772
14,3,0.026294
14,4,0.041281
14,5,0.006335
14,6,0.007615
14,7,0.007370
14,8,0.017902
14,9,0.019675
14,10,0.019331
14,11,0.018406
14,12,0.030375
14,13,0.020015
14,14,0.028567
14,15,0.037561
14,16,0.033844
14,17,0.025309
14,18,0.030813
14,19,0.036222
15,0,0.034143
15,1,0.027272
15,2,0.036619
15,3,0.027000
15,4,0.027027
15,5,0.008636
15,6,0.002319
15,7,0.027769
15,8,0.021350
15,9,0.028545
15,10,0.006968
15,11,0.023250
15,12,0.030619
15,13,0.033444
15,14,0.033490
15,15,0.037024
15,16,0.043794
15,17,0.025219
15,18,0.041876
15,19,0.037701
16,0,0.025113
16,1,0.022497
16,2,0.029108
16,3,0.036538
16,4,0.028464
16,5,0.014932
16,6,0.008834
16,7,0.023687
16,8,0.015794
16,9,0.011257
16,10,0.005971
16,11,0.012081
16,12,0.020453
16,13,0.036710
16,14,0.032778
16,15,0.038525
16,16,0.046904
16,17,0.031670
16,18,0.036614
16,19,0.043430
17,0,0.011672
17,1,0.008348
17,2,0.021609
17,3,0.038606
17,4,0.044142
17,5,0.005100
17,6,-0.001195
17,7,0.021747
17,8,0.031336
17,9,0.025282
17,10,0.016778
17,11,0.020711
17,12,0.009163
17,13,0.010015
17,14,0.015427
17,15,0.024753
17,16,0.044728
17,17,0.032141
17,18,0.032887
17,19,0.044976
18,0,0.030139
18,1,0.018333
18,2,0.019829
18,3,0.035023
18,4,0.033054
18,5,0.014246
18,6,0.006986
18,7,0.031086
18,8,0.027403
18,9,0.029430
18,10,0.036977
18,11,0.010236
18,12,0.011565
18,13,0.020444
18,14,0.008232
18,15,0.024683
18,16,0.029631
18,17,0.048257
18,18,0.041894
18,19,0.042726
19,0,0.052285
19,1,0.021225
19,2,0.024602
19,3,0.028782
19,4,0.025055
19,5,0.017732
19,6,0.023627
19,7,0.019614
19,8,0.020871
19,9,0.023313
19,10,0.034724
19,11,0.031256
19,12,0.008084
19,13,0.020690
19,14,0.024994
19,15,0.025630
19,16,0.040913
19,17,0.051851
19,18,0.042383
19,19,0.044955
