i,j,G_avg
0,0,0.070763
0,1,0.033937
0,2,0.028524
0,3,0.013399
0,4,0.013110
0,5,0.006024
0,6,0.029244
0,7,0.005883
0,8,-0.003007
0,9,-0.002152
0,10,0.010899
0,11,0.028850
0,12,0.012219
0,13,0.027751
0,14,0.004866
0,15,0.028969
0,16,0.011349
0,17,0.014772
0,18,0.039676
0,19,0.045484
1,0,0.041666
1,1,0.031784
1,2,0.022925
1,3,0.009346
1,4,-0.000113
1,5,-0.004037
1,6,0.025584
1,7,0.013843
1,8,0.003827
1,9,0.002385
1,10,0.022797
1,11,0.019483
1,12,0.006568
1,13,0.013789
1,14,0.016319
1,15,0.025719
1,16,0.006404
1,17,0.015025
1,18,0.035490
1,19,0.046222
2,0,0.039418
2,1,0.038105
2,2,0.017983
2,3,0.002720
2,4,0.003316
2,5,0.007891
2,6,0.021665
2,7,0.025206
2,8,0.014717
2,9,-0.004712
2,10,0.011860
2,11,-0.002031
2,12,0.010925
2,13,0.004576
2,14,-0.005943
2,15,0.006321
2,16,0.003570
2,17,0.039313
2,18,0.045173
2,19,0.044632
3,0,0.028671
3,1,0.019882
3,2,-0.001101
3,3,0.003581
3,4,0.019061
3,5,0.002378
3,6,0.022057
3,7,0.007818
3,8,0.004939
3,9,-0.002959
3,10,0.000740
3,11,0.007158
3,12,0.017234
3,13,0.012282
3,14,-0.001500
3,15,-0.007193
3,16,0.016845
3,17,0.030557
3,18,0.030965
3,19,0.037867
4,0,0.034309
4,1,0.004413
4,2,-0.003923
4,3,-0.000853
4,4,0.020997
4,5,-0.000665
4,6,-0.001058
4,7,-0.002945
4,8,0.003548
4,9,0.017935
4,10,0.005560
4,11,0.007197
4,12,0.009770
4,13,0.020089
4,14,0.011498
4,15,-0.000674
4,16,0.019984
4,17,0.010684
4,18,0.015822
4,19,0.027911
5,0,0.020971
5,1,0.006166
5,2,-0.000082
5,3,-0.000913
5,4,0.000124
5,5,0.001001
5,6,0.007663
5,7,0.014137
5,8,0.007691
5,9,0.008321
5,10,0.005233
5,11,0.007115
5,12,0.010868
5,13,0.016775
5,14,0.024887
5,15,0.011640
5,16,0.016743
5,17,0.011027
5,18,0.010145
5,19,0.014906
6,0,0.021774
6,1,0.015955
6,2,-0.000023
6,3,-0.012100
6,4,-0.004018
6,5,0.007326
6,6,0.015503
6,7,0.011339
6,8,0.006299
6,9,0.001470
6,10,0.000000
6,11,-0.010724
6,12,0.010325
6,13,0.009936
6,14,0.031494
6,15,0.022451
6,16,0.015886
6,17,0.005506
6,18,0.013404
6,19,0.000752
7,0,0.011989
7,1,0.009169
7,2,0.005636
7,3,0.002321
7,4,0.003018
7,5,-0.008133
7,6,0.001416
7,7,0.013984
7,8,0.023338
7,9,0.001657
7,10,0.010094
7,11,-0.014075
7,12,-0.002181
7,13,0.005042
7,14,0.008928
7,15,0.004607
7,16,0.010995
7,17,0.003022
7,18,0.011070
7,19,-0.000043
8,0,0.010625
8,1,0.002830
8,2,0.004465
8,3,0.010048
8,4,0.011000
8,5,-0.000920
8,6,-0.018329
8,7,-0.001896
8,8,0.008121
8,9,0.013472
8,10,0.016946
8,11,0.004608
8,12,-0.008146
8,13,0.011502
8,14,0.003794
8,15,0.001327
8,16,0.007999
8,17,0.013120
8,18,0.012885
8,19,0.004389
9,0,0.001071
9,1,0.004584
9,2,0.007276
9,3,0.027865
9,4,0.013662
9,5,-0.014105
9,6,-0.013376
9,7,-0.007981
9,8,0.008442
9,9,0.011883
9,10,0.013995
9,11,0.003250
9,12,-0.008761
9,13,0.008926
9,14,0.003437
9,15,0.000404
9,16,0.005526
9,17,0.006755
9,18,-0.000134
9,19,0.000952
10,0,0.010779
10,1,0.029422
10,2,0.020250
10,3,0.027145
10,4,0.015220
10,5,-0.006765
10,6,-0.001578
10,7,-0.009131
10,8,0.006921
10,9,0.009191
10,10,0.026284
10,11,0.004145
10,12,-0.004584
10,13,-0.001086
10,14,0.014166
10,15,0.010020
10,16,0.011881
10,17,0.024650
10,18,0.007649
10,19,-0.000457
11,0,0.013738
11,1,0.036672
11,2,0.018627
11,3,0.026653
11,4,0.027409
11,5,0.011836
11,6,0.007415
11,7,0.000979
11,8,0.013934
11,9,0.016309
11,10,0.028059
11,11,-0.009095
11,12,-0.006394
11,13,0.005706
11,14,0.010810
11,15,0.000424
11,16,0.031547
11,17,0.027115
11,18,0.006038
11,19,0.013290
12,0,0.036653
12,1,0.030954
12,2,0.031643
12,3,0.024832
12,4,0.029765
12,5,0.013044
12,6,-0.004676
12,7,-0.001836
12,8,0.008608
12,9,0.017756
12,10,0.022031
12,11,-0.011336
12,12,-0.006033
12,13,-0.006714
12,14,0.001382
12,15,0.008517
12,16,0.022052
12,17,0.034474
12,18,0.022560
12,19,0.023534
13,0,0.035708
13,1,0.032817
13,2,0.034075
13,3,0.013224
13,4,0.035033
13,5,0.007524
13,6,-0.008640
13,7,0.004678
13,8,0.010669
13,9,0.021789
13,10,0.020345
13,11,-0.005838
13,12,0.012643
13,13,0.007155
13,14,0.015301
13,15,0.025655
13,16,0.030853
13,17,0.039949
13,18,0.027571
13,19,0.039508
14,0,0.033890
14,1,0.036198
14,2,0.035885
14,3,0.023549
14,4,0.028068
14,5,0.001507
14,6,-0.001620
14,7,-0.003366
14,8,0.008903
14,9,0.020181
14,10,0.009899
14,11,0.004285
14,12,0.021813
14,13,0.007211
14,14,0.014310
14,15,0.019772
14,16,0.035090
14,17,0.022774
14,18,0.026399
14,19,0.030263
15,0,0.030216
15,1,0.034698
15,2,0.029757
15,3,0.006258
15,4,0.024466
15,5,0.003403
15,6,-0.006170
15,7,0.014683
15,8,0.010273
15,9,0.017224
15,10,-0.002666
15,11,0.012178
15,12,0.022923
15,13,0.024924
15,14,0.017817
15,15,0.018819
15,16,0.036998
15,17,0.017991
15,18,0.041333
15,19,0.032649
16,0,0.018442
16,1,0.030047
16,2,0.022811
16,3,0.004911
16,4,0.015298
16,5,0.012396
16,6,0.000319
16,7,0.000748
16,8,-0.009656
16,9,-0.001562
16,10,-0.008275
16,11,-0.001596
16,12,0.010790
16,13,0.028667
16,14,0.019384
16,15,0.024036
16,16,0.035097
16,17,0.028593
16,18,0.040897
16,19,0.041117
17,0,0.018065
17,1,0.018770
17,2,0.018872
17,3,-0.003776
17,4,0.020417
17,5,0.005181
17,6,-0.003231
17,7,0.001731
17,8,0.002660
17,9,0.001038
17,10,0.001811
17,11,0.005171
17,12,-0.002698
17,13,0.000784
17,14,0.008824
17,15,0.014119
17,16,0.036389
17,17,0.025085
17,18,0.032792
17,19,0.041715
18,0,0.025017
18,1,0.029026
18,2,0.022669
18,3,0.000427
18,4,0.013081
18,5,0.008774
18,6,0.011687
18,7,0.012286
18,8,-0.004885
18,9,0.010199
18,10,0.016864
18,11,-0.007282
18,12,0.000848
18,13,0.016526
18,14,0.017517
18,15,0.013814
18,16,0.022011
18,17,0.033612
18,18,0.043440
18,19,0.043427
19,0,0.053222
19,1,0.028722
19,2,0.032192
19,3,0.005330
19,4,0.011428
19,5,0.005490
19,6,0.022663
19,7,0.010567
19,8,-0.005811
19,9,0.005203
19,10,0.023580
19,11,0.014827
19,12,-0.001689
19,13,0.015653
19,14,0.011474
19,15,0.014442
19,16,0.031920
19,17,0.034059
19,18,0.042670
19,19,0.045380
