i,j,G_avg
0,0,0.018183
0,1,0.013408
0,2,0.005953
0,3,0.000173
0,4,0.000147
0,5,-0.003101
0,6,-0.005727
0,7,-0.003052
0,8,0.001802
0,9,0.002862
0,10,-0.000785
0,11,-0.003424
0,12,-0.001135
0,13,-0.000569
0,14,-0.003169
0,15,-0.003025
0,16,-0.006603
0,17,-0.007232
0,18,-0.003892
0,19,-0.002606
0,20,0.001241
0,21,0.001010
0,22,-0.000469
0,23,-0.001581
0,24,0.000048
0,25,0.001304
0,26,-0.004420
0,27,-0.004632
0,28,-0.005453
0,29,-0.007188
0,30,-0.003920
0,31,-0.002342
0,32,-0.002135
0,33,0.001766
0,34,0.003099
0,35,-0.001125
0,36,-0.002600
0,37,0.003151
0,38,0.009787
0,39,0.004493
1,0,0.014593
1,1,0.012130
1,2,0.008175
1,3,0.006679
1,4,-0.001604
1,5,-0.002418
1,6,-0.000130
1,7,-0.002331
1,8,0.002151
1,9,0.005247
1,10,0.000122
1,11,0.002847
1,12,0.000378
1,13,-0.000144
1,14,-0.003357
1,15,0.000907
1,16,-0.001821
1,17,-0.006133
1,18,-0.002305
1,19,-0.002255
1,20,0.001581
1,21,0.002813
1,22,0.004552
1,23,0.000861
1,24,-0.001252
1,25,0.001102
1,26,-0.005303
1,27,-0.002973
1,28,-0.005948
1,29,-0.007019
1,30,-0.003547
1,31,-0.002424
1,32,-0.008460
1,33,0.000152
1,34,-0.002632
1,35,0.000484
1,36,-0.003910
1,37,0.003131
1,38,0.008032
1,39,0.004922
2,0,0.014643
2,1,0.014172
2,2,0.008147
2,3,0.003665
2,4,-0.004040
2,5,-0.000225
2,6,0.002573
2,7,-0.000039
2,8,0.001801
2,9,0.005195
2,10,0.000248
2,11,0.005564
2,12,-0.003643
2,13,-0.006216
2,14,-0.004438
2,15,0.001073
2,16,0.000719
2,17,-0.004448
2,18,-0.001855
2,19,-0.003328
2,20,0.000467
2,21,0.003614
2,22,0.006306
2,23,-0.001186
2,24,-0.002296
2,25,0.000948
2,26,-0.003258
2,27,-0.000392
2,28,-0.006825
2,29,-0.007481
2,30,-0.004923
2,31,-0.004675
2,32,-0.004085
2,33,-0.003138
2,34,-0.005081
2,35,-0.001065
2,36,0.000462
2,37,0.003839
2,38,0.007232
2,39,0.003567
3,0,0.011575
3,1,0.011838
3,2,0.006563
3,3,0.003214
3,4,-0.000505
3,5,-0.000964
3,6,0.001175
3,7,0.002228
3,8,0.001843
3,9,0.006758
3,10,0.003998
3,11,0.006548
3,12,-0.003749
3,13,-0.007172
3,14,-0.006428
3,15,-0.001930
3,16,-0.001631
3,17,-0.003453
3,18,0.001030
3,19,-0.000005
3,20,0.001392
3,21,0.003348
3,22,0.005867
3,23,0.000696
3,24,-0.001396
3,25,-0.000389
3,26,-0.002879
3,27,0.000596
3,28,-0.008368
3,29,-0.006871
3,30,-0.002133
3,31,-0.006309
3,32,-0.002217
3,33,-0.002419
3,34,-0.006172
3,35,0.000732
3,36,0.004101
3,37,0.004830
3,38,0.002201
3,39,0.007103
4,0,0.009668
4,1,0.012304
4,2,0.002756
4,3,-0.001170
4,4,-0.000634
4,5,0.001072
4,6,-0.002871
4,7,-0.003138
4,8,-0.001142
4,9,0.004721
4,10,0.002868
4,11,0.001761
4,12,-0.003097
4,13,-0.003275
4,14,-0.002892
4,15,-0.000679
4,16,0.002066
4,17,-0.003588
4,18,0.002213
4,19,-0.001636
4,20,-0.003011
4,21,0.002319
4,22,0.004898
4,23,-0.002526
4,24,-0.001324
4,25,0.001322
4,26,-0.001894
4,27,-0.001367
4,28,-0.004763
4,29,-0.007116
4,30,-0.003141
4,31,-0.009846
4,32,-0.004886
4,33,-0.003315
4,34,-0.003579
4,35,0.001548
4,36,0.003043
4,37,0.002602
4,38,0.001258
4,39,0.005473
5,0,0.007267
5,1,0.009749
5,2,0.000917
5,3,-0.001763
5,4,-0.002308
5,5,-0.002528
5,6,-0.004539
5,7,-0.003069
5,8,-0.001847
5,9,0.002911
5,10,0.003813
5,11,0.003040
5,12,-0.002368
5,13,-0.005428
5,14,-0.002858
5,15,-0.001381
5,16,-0.002705
5,17,-0.004564
5,18,-0.000595
5,19,-0.003343
5,20,-0.002733
5,21,0.001431
5,22,0.004645
5,23,-0.001771
5,24,0.002231
5,25,-0.001517
5,26,-0.005142
5,27,-0.003950
5,28,-0.007349
5,29,-0.008374
5,30,-0.006729
5,31,-0.004476
5,32,-0.007593
5,33,-0.006873
5,34,-0.000357
5,35,0.002001
5,36,0.001137
5,37,0.001502
5,38,0.004277
5,39,0.006828
6,0,0.005876
6,1,0.006400
6,2,-0.000345
6,3,-0.003901
6,4,-0.002679
6,5,-0.000178
6,6,-0.000582
6,7,-0.004975
6,8,-0.000990
6,9,0.004587
6,10,0.004383
6,11,0.005330
6,12,-0.005774
6,13,-0.006201
6,14,-0.004520
6,15,-0.007072
6,16,-0.008496
6,17,-0.008445
6,18,-0.002722
6,19,-0.005894
6,20,-0.008242
6,21,-0.000926
6,22,0.004815
6,23,0.002573
6,24,0.003053
6,25,0.000487
6,26,-0.002258
6,27,-0.007245
6,28,-0.008370
6,29,-0.008689
6,30,-0.004249
6,31,-0.002190
6,32,-0.005850
6,33,-0.007341
6,34,-0.000578
6,35,0.006618
6,36,0.002812
6,37,0.003673
6,38,0.004167
6,39,0.009728
7,0,0.007856
7,1,0.003626
7,2,0.003172
7,3,0.001085
7,4,-0.001754
7,5,0.000130
7,6,-0.001655
7,7,-0.003874
7,8,-0.001027
