i,j,G_avg
0,0,0.038144
0,1,0.007137
0,2,0.009080
0,3,-0.009538
0,4,0.001731
0,5,-0.012754
0,6,0.016737
0,7,0.007149
0,8,-0.006820
0,9,-0.004678
0,10,-0.014444
0,11,-0.010010
0,12,-0.014684
0,13,0.022464
0,14,0.001816
0,15,0.006521
0,16,0.023139
0,17,0.005179
0,18,-0.004436
0,19,0.011042
1,0,0.018843
1,1,0.010794
1,2,0.005504
1,3,-0.019305
1,4,-0.013483
1,5,-0.010910
1,6,0.009545
1,7,0.011080
1,8,0.003477
1,9,0.016815
1,10,0.012290
1,11,-0.019414
1,12,-0.012440
1,13,0.006339
1,14,0.014304
1,15,0.002084
1,16,0.005815
1,17,0.007042
1,18,-0.008141
1,19,0.011881
2,0,0.005832
2,1,0.015796
2,2,0.017061
2,3,-0.003761
2,4,-0.005547
2,5,0.007179
2,6,0.013842
2,7,0.022128
2,8,0.018815
2,9,0.020626
2,10,0.012877
2,11,-0.007023
2,12,-0.000336
2,13,-0.013857
2,14,0.018868
2,15,-0.010048
2,16,-0.004389
2,17,0.020180
2,18,0.006712
2,19,0.012350
3,0,-0.014883
3,1,0.005449
3,2,0.011534
3,3,0.013962
3,4,0.009721
3,5,0.001217
3,6,0.015663
3,7,0.002766
3,8,0.013262
3,9,0.003567
3,10,-0.009057
3,11,-0.004881
3,12,0.017439
3,13,-0.000280
3,14,0.004791
3,15,-0.014798
3,16,-0.009796
3,17,0.008422
3,18,-0.005287
3,19,-0.001615
4,0,0.000410
4,1,-0.009811
4,2,-0.000877
4,3,0.002515
4,4,0.005783
4,5,-0.009927
4,6,-0.004512
4,7,-0.008350
4,8,0.009936
4,9,0.018187
4,10,-0.002587
4,11,0.002331
4,12,0.019377
4,13,0.019102
4,14,0.005348
4,15,-0.025605
4,16,-0.015606
4,17,-0.020166
4,18,-0.021702
4,19,-0.007277
5,0,-0.001228
5,1,-0.003005
5,2,-0.003763
5,3,-0.008373
5,4,-0.008676
5,5,-0.016228
5,6,0.021172
5,7,0.010761
5,8,0.012764
5,9,0.012237
5,10,0.001566
5,11,-0.020002
5,12,0.015830
5,13,0.014656
5,14,0.012157
5,15,-0.025678
5,16,-0.013478
5,17,-0.025587
5,18,-0.025663
5,19,-0.013277
6,0,0.017427
6,1,0.001925
6,2,-0.008991
6,3,-0.026875
6,4,-0.016491
6,5,-0.003761
6,6,0.021316
6,7,0.012136
6,8,0.004533
6,9,0.009059
6,10,-0.002335
6,11,-0.014567
6,12,0.013275
6,13,-0.000639
6,14,0.015251
6,15,-0.015836
6,16,-0.014023
6,17,-0.027418
6,18,-0.012524
6,19,0.002184
7,0,0.007367
7,1,-0.006840
7,2,-0.005227
7,3,-0.009626
7,4,-0.008810
7,5,-0.022593
7,6,0.008328
7,7,0.022302
7,8,0.010413
7,9,-0.012157
7,10,-0.009375
7,11,-0.019865
7,12,-0.006646
7,13,-0.001160
7,14,-0.010261
7,15,-0.028252
7,16,-0.015374
7,17,-0.013890
7,18,-0.015848
7,19,-0.008395
8,0,0.003112
8,1,-0.013973
8,2,-0.005685
8,3,-0.006583
8,4,-0.004317
8,5,-0.008683
8,6,-0.000527
8,7,0.007975
8,8,0.000448
8,9,-0.026759
8,10,-0.014458
8,11,0.003533
8,12,-0.010837
8,13,0.005548
8,14,-0.017760
8,15,-0.014932
8,16,-0.011206
8,17,-0.011503
8,18,-0.006310
8,19,-0.008320
9,0,0.003521
9,1,-0.011659
9,2,-0.002535
9,3,0.011386
9,4,0.000349
9,5,-0.018149
9,6,-0.023231
9,7,-0.002540
9,8,0.010511
9,9,-0.018903
9,10,-0.004897
9,11,0.003612
9,12,-0.004415
9,13,0.013601
9,14,-0.000690
9,15,0.009351
9,16,-0.014458
9,17,-0.014656
9,18,-0.016491
9,19,-0.011898
10,0,0.004301
10,1,0.011372
10,2,0.027677
10,3,0.012686
10,4,0.004129
10,5,-0.018476
10,6,-0.008438
10,7,-0.011730
10,8,0.010161
10,9,-0.007669
10,10,0.003527
10,11,0.004797
10,12,-0.002491
10,13,0.016751
10,14,0.003770
10,15,0.006434
10,16,-0.006206
10,17,0.012554
10,18,-0.001429
10,19,-0.017874
11,0,0.002974
11,1,0.020731
11,2,0.011191
11,3,0.008531
11,4,0.017776
11,5,0.008615
11,6,0.004538
11,7,-0.000050
11,8,0.020964
11,9,-0.004990
11,10,0.006342
11,11,-0.005659
11,12,-0.004565
11,13,0.012861
11,14,-0.010900
11,15,0.000424
11,16,0.013805
11,17,0.015359
11,18,-0.006003
11,19,-0.011103
12,0,0.024796
12,1,0.011198
12,2,0.015922
12,3,0.009642
12,4,0.021468
12,5,0.015010
12,6,-0.005404
12,7,-0.015935
12,8,-0.001246
12,9,-0.013572
12,10,0.005366
12,11,0.005988
12,12,-0.003004
12,13,-0.003329
12,14,-0.024960
12,15,-0.006035
12,16,-0.012707
12,17,-0.002571
12,18,-0.001614
12,19,0.005147
13,0,0.023464
13,1,0.015436
13,2,0.020540
13,3,0.006274
13,4,0.024544
13,5,0.009618
13,6,-0.012376
13,7,-0.017339
13,8,0.011921
13,9,0.006838
13,10,0.010066
13,11,0.018656
13,12,0.022221
13,13,0.003250
13,14,-0.007327
13,15,-0.004476
13,16,-0.015906
13,17,-0.016263
13,18,-0.004658
13,19,0.010945
14,0,0.020952
14,1,0.021232
14,2,0.018355
14,3,0.008077
14,4,0.026735
14,5,0.006518
14,6,-0.003745
14,7,-0.006746
14,8,0.014349
14,9,0.011291
14,10,-0.001733
14,11,0.007369
14,12,0.021745
14,13,0.010958
14,14,0.003018
14,15,-0.003058
14,16,0.000007
14,17,-0.021005
14,18,-0.008274
14,19,0.023617
15,0,0.017514
15,1,0.022399
15,2,0.025451
15,3,-0.006495
15,4,0.009527
15,5,-0.001871
15,6,-0.009998
15,7,-0.008376
15,8,0.004603
15,9,0.013966
15,10,-0.012769
15,11,0.012003
15,12,0.020413
15,13,0.024978
15,14,-0.007754
15,15,-0.007474
15,16,0.013497
15,17,-0.023090
15,18,-0.009540
15,19,0.015839
16,0,0.007487
16,1,0.017160
16,2,0.008753
16,3,0.015971
16,4,0.006022
16,5,0.002402
16,6,-0.003993
16,7,-0.005255
16,8,-0.004545
16,9,-0.013996
16,10,-0.007200
16,11,-0.003276
16,12,0.001386
16,13,0.027897
16,14,0.000623
16,15,-0.000940
16,16,0.023071
16,17,-0.007961
16,18,-0.007795
16,19,0.017444
17,0,-0.010654
17,1,-0.000396
17,2,0.001241
17,3,0.022424
17,4,0.023116
17,5,-0.009683
17,6,0.012750
17,7,0.004786
17,8,0.004818
17,9,-0.002106
17,10,0.003657
17,11,-0.000162
17,12,-0.015238
17,13,0.005381
17,14,-0.006212
17,15,-0.001083
17,16,0.026883
17,17,-0.003024
17,18,0.000782
17,19,0.016760
18,0,0.006162
18,1,-0.004625
18,2,0.000322
18,3,0.013959
18,4,0.020142
18,5,-0.005821
18,6,0.008334
18,7,0.019735
18,8,-0.012664
18,9,-0.012365
18,10,-0.002816
18,11,-0.020872
18,12,-0.010491
18,13,0.023575
18,14,-0.014998
18,15,-0.009734
18,16,0.012060
18,17,0.013008
18,18,0.012296
18,19,0.018394
19,0,0.024942
19,1,-0.002785
19,2,0.010872
19,3,-0.004971
19,4,0.003150
19,5,-0.012878
19,6,0.013279
19,7,0.015166
19,8,-0.002870
19,9,-0.020354
19,10,-0.015201
19,11,-0.007911
19,12,-0.021663
19,13,0.014833
19,14,0.001434
19,15,-0.016071
19,16,0.020664
19,17,0.020838
19,18,0.011557
19,19,0.019692
