i,j,G_avg
3,18,0.004673
3,19,0.003611
3,20,0.001935
3,21,0.000535
3,22,0.002675
3,23,-0.000344
3,24,-0.002938
3,25,-0.000349
3,26,-0.004723
3,27,-0.000920
3,28,-0.005158
3,29,0.001024
3,30,0.004788
3,31,0.007618
3,32,0.008757
3,33,-0.000253
3,34,0.001769
3,35,0.008571
3,36,-0.002147
3,37,-0.001768
3,38,0.000394
3,39,0.004048
4,0,0.005962
4,1,0.003245
4,2,-0.002138
4,3,0.007243
4,4,0.005916
4,5,0.010644
4,6,0.005087
4,7,0.007403
4,8,0.005846
4,9,0.006430
4,10,-0.003587
4,11,0.002532
4,12,-0.000903
4,13,-0.000075
4,14,-0.000207
4,15,0.000037
4,16,0.000012
4,17,0.003146
4,18,0.005958
4,19,0.005116
4,20,0.001335
4,21,0.001585
4,22,0.000872
4,23,-0.004160
4,24,-0.002478
4,25,-0.001409
4,26,-0.005804
4,27,-0.004197
4,28,-0.001851
4,29,-0.001040
4,30,0.003451
4,31,0.002648
4,32,0.000101
4,33,-0.000194
4,34,0.003042
4,35,0.008213
4,36,-0.001651
4,37,-0.002388
4,38,0.002035
4,39,0.005195
5,0,0.009290
5,1,0.001265
5,2,-0.003739
5,3,0.006468
5,4,0.005836
5,5,0.010014
5,6,0.005178
5,7,0.005985
5,8,0.003077
5,9,-0.000847
5,10,-0.001340
5,11,0.004556
5,12,0.004205
5,13,-0.001856
5,14,-0.002405
5,15,-0.004690
5,16,0.002531
5,17,0.004397
5,18,0.003124
5,19,0.005983
5,20,0.004360
5,21,0.002006
5,22,0.000253
5,23,-0.000459
5,24,0.001096
5,25,-0.006282
5,26,-0.008430
5,27,-0.005746
5,28,-0.004821
5,29,-0.001751
5,30,0.004545
5,31,0.007711
5,32,-0.001282
5,33,0.000431
5,34,0.005888
5,35,0.005337
5,36,-0.004671
5,37,-0.004865
5,38,0.006073
5,39,0.011393
6,0,0.009316
6,1,0.000846
6,2,-0.003768
6,3,0.000859
6,4,0.000184
6,5,0.006369
6,6,0.005942
6,7,0.006220
6,8,0.000508
6,9,0.000352
6,10,0.000001
6,11,0.005351
6,12,0.006313
6,13,0.002864
6,14,-0.001855
6,15,-0.004815
6,16,0.000048
6,17,0.000970
6,18,0.007100
6,19,0.003500
6,20,-0.000680
6,21,-0.000270
6,22,-0.000563
6,23,0.003178
6,24,0.005386
6,25,-0.004144
6,26,-0.005032
6,27,-0.007877
6,28,-0.006233
6,29,-0.005643
6,30,-0.000328
6,31,0.008214
6,32,-0.001579
6,33,0.004242
6,34,0.002850
6,35,0.005709
6,36,-0.002453
6,37,-0.000513
6,38,0.005939
6,39,0.006917
7,0,0.003125
7,1,-0.004143
7,2,0.001091
7,3,0.001744
7,4,-0.004220
7,5,0.005800
7,6,0.002768
7,7,0.002933
7,8,-0.001994
7,9,-0.000611
7,10,0.001333
7,11,0.003158
7,12,0.005004
7,13,0.001377
7,14,-0.003739
7,15,-0.002664
7,16,-0.004995
7,17,0.000161
7,18,0.007557
7,19,0.006703
7,20,0.005263
7,21,-0.004629
7,22,-0.007091
7,23,0.005598
7,24,0.004009
7,25,-0.000630
7,26,-0.002286
7,27,-0.002369
7,28,0.000460
7,29,-0.003001
7,30,-0.004404
7,31,0.006771
7,32,0.002376
7,33,-0.000722
7,34,0.002513
7,35,0.004070
7,36,0.000314
7,37,0.003709
7,38,0.005722
7,39,0.006027
8,0,0.000189
8,1,-0.003319
8,2,0.000267
8,3,0.003002
8,4,-0.004304
8,5,0.006016
8,6,-0.002481
8,7,0.002965
8,8,0.002818
8,9,0.000178
8,10,0.000017
8,11,0.001073
8,12,-0.000405
8,13,-0.005416
8,14,-0.001799
8,15,-0.004010
8,16,-0.006857
8,17,-0.001192
8,18,0.006335
8,19,0.006648
8,20,0.006844
8,21,0.002533
8,22,-0.002045
8,23,0.004835
8,24,0.008298
8,25,-0.001546
8,26,-0.005237
8,27,-0.000912
8,28,0.000521
8,29,0.000187
8,30,-0.004704
8,31,0.005841
8,32,0.001742
8,33,0.001519
8,34,0.005079
8,35,0.006378
8,36,0.007468
8,37,0.003926
8,38,0.001538
8,39,0.003190
9,0,0.000928
9,1,-0.002345
9,2,0.001511
9,3,0.006669
9,4,-0.000464
9,5,0.005953
9,6,-0.002949
9,7,-0.002213
9,8,0.004667
9,9,0.001778
9,10,-0.002581
9,11,-0.003172
9,12,0.000410
9,13,-0.005102
9,14,-0.002611
9,15,-0.002628
9,16,-0.005150
9,17,-0.003249
9,18,0.002891
9,19,0.006020
9,20,0.003543
9,21,0.008550
9,22,0.001457
9,23,-0.002322
9,24,0.005310
9,25,0.001082
9,26,-0.005305
9,27,-0.003710
9,28,0.004340
9,29,0.003759
9,30,-0.004337
9,31,0.002124
9,32,-0.001480
9,33,0.007025
9,34,0.004588
9,35,0.008207
9,36,0.008518
9,37,0.007843
9,38,0.002555
9,39,0.001059
10,0,0.008326
10,1,-0.002711
10,2,0.002735
10,3,0.008072
10,4,-0.000062
10,5,0.008119
10,6,-0.004646
10,7,-0.003549
10,8,0.002227
10,9,0.002966
10,10,-0.003409
10,11,0.001165
10,12,0.002932
10,13,-0.002726
10,14,-0.005856
10,15,-0.003124
10,16,-0.002608
10,17,-0.002564
10,18,0.001904
10,19,0.005875
10,20,0.005983
10,21,0.003433
10,22,0.000911
10,23,-0.003397
10,24,0.002216
10,25,0.001677
10,26,-0.001398
10,27,-0.003121
10,28,0.002609
10,29,0.002359
10,30,-0.001916
10,31,0.002448
10,32,-0.000404
10,33,0.009986
10,34,0.005762
10,35,0.005287
10,36,0.006600
10,37,0.005921
10,38,0.006020
10,39,0.004891
11,0,0.009037
11,1,-0.004450
11,2,0.000090
11,3,0.007530
11,4,0.002988
11,5,0.004815
11,6,0.000715
11,7,-0.001879
11,8,0.003906
11,9,0.004234
11,10,0.002613
11,11,0.003214
11,12,0.005012
11,13,-0.002017
11,14,-0.006848
11,15,-0.008401
11,16,-0.002716
11,17,0.003106
11,18,0.007009
11,19,0.003741
11,20,0.003826
11,21,-0.001923
11,22,0.002234
11,23,-0.001400
11,24,-0.000418
11,25,0.002533
11,26,-0.004517
11,27,-0.004431
11,28,-0.004562
11,29,-0.004365
11,30,-0.002253
11,31,0.003582
11,32,-0.004226
11,33,0.005689
11,34,0.009792
11,35,0.005001
11,36,0.010518
11,37,0.010907
11,38,0.008363
11,39,0.009374
12,0,0.004954
12,1,-0.004239
12,2,-0.003144
12,3,0.005739
12,4,0.002407
12,5,0.008378
12,6,0.004572
12,7,-0.000163
12,8,0.002130
12,9,0.002623
12,10,0.005321
12,11,0.001406
12,12,0.004950
12,13,-0.002324
12,14,-0.007240
12,15,-0.008132
12,16,-0.002408
12,17,0.002816
12,18,0.004686
12,19,0.002506
12,20,0.009286
12,21,0.003303
12,22,-0.004189
12,23,-0.005528
12,24,-0.000838
12,25,-0.000577
12,26,-0.003739
12,27,-0.000157
12,28,0.001914
12,29,-0.003863
12,30,-0.002071
12,31,0.001908
12,32,-0.003911
12,33,-0.002071
12,34,0.008576
12,35,0.005328
12,36,0.008716
12,37,0.009047
12,38,0.006267
12,39,0.007882
13,0,0.006806
13,1,-0.002839
13,2,-0.000399
13,3,0.003555
13,4,0.004227
13,5,0.010275
13,6,0.008128
13,7,-0.000512
13,8,-0.000131
13,9,0.003053
13,10,0.008780
13,11,0.004039
13,12,0.007179
13,13,-0.001159
13,14,-0.003407
13,15,-0.004792
13,16,-0.002091
13,17,0.000216
13,18,-0.002927
13,19,-0.004221
13,20,0.006859
13,21,0.002054
13,22,-0.003766
13,23,-0.007176
13,24,-0.003348
13,25,-0.003112
13,26,0.002887
13,27,0.005587
13,28,0.007533
13,29,-0.002425
13,30,0.004651
13,31,0.000359
13,32,-0.002123
13,33,0.004062
13,34,0.006158
13,35,0.005380
13,36,0.004426
13,37,0.001947
13,38,0.006047
13,39,0.008234
14,0,0.008071
14,1,-0.001219
14,2,0.000064
14,3,-0.000494
14,4,0.002969
14,5,0.005817
14,6,0.005970
14,7,0.002943
14,8,0.003752
14,9,0.005909
14,10,0.009181
14,11,0.005009
14,12,0.006511
14,13,-0.005248
14,14,-0.002605
14,15,0.001646
14,16,0.006197
14,17,0.001692
14,18,-0.001021
14,19,-0.003496
14,20,-0.000623
14,21,-0.005336
14,22,-0.001843
14,23,-0.006125
14,24,0.001115
14,25,-0.001201
14,26,0.003474
14,27,0.008824
14,28,0.005792
14,29,0.002429
14,30,0.002177
14,31,0.000353
14,32,0.003268
14,33,0.006227
14,34,0.000163
14,35,-0.001732
14,36,0.000643
14,37,0.001650
14,38,0.005458
14,39,0.007096
15,0,0.007216
15,1,0.005806
15,2,-0.001838
15,3,-0.000658
15,4,0.000515
15,5,0.003928
15,6,0.006212
15,7,0.005278
15,8,0.003275
15,9,0.003165
15,10,0.007051
15,11,0.002397
15,12,0.003831
15,13,-0.002938
15,14,-0.002983
15,15,0.002828
15,16,0.010067
15,17,0.005823
15,18,0.000930
15,19,0.001144
15,20,0.000432
15,21,-0.003629
15,22,-0.000068
15,23,-0.004049
15,24,0.005334
15,25,-0.000724
15,26,0.005382
15,27,0.008961
15,28,0.005392
15,29,0.006017
15,30,-0.003598
15,31,-0.000876
15,32,0.007175
15,33,0.005696
15,34,-0.002519
15,35,-0.002838
15,36,-0.001523
15,37,-0.000527
15,38,0.003494
15,39,0.006184
16,0,0.006606
16,1,0.005557
16,2,-0.006553
16,3,-0.002440
16,4,0.001966
16,5,0.001227
16,6,0.004909
16,7,0.007399
16,8,0.005767
16,9,0.001947
16,10,0.007213
16,11,-0.004324
16,12,0.000378
16,13,0.004264
16,14,0.001910
16,15,0.004524
16,16,0.010188
16,17,0.005638
16,18,0.001320
16,19,0.001628
16,20,0.002617
16,21,-0.005049
16,22,-0.002362
16,23,-0.001254
16,24,0.007232
16,25,-0.000853
16,26,0.003865
16,27,0.006328
16,28,0.003867
16,29,0.006097
16,30,0.003098
16,31,0.000187
16,32,0.007525
16,33,0.007221
16,34,0.004448
16,35,0.000304
16,36,0.000853
16,37,0.002356
16,38,0.008310
16,39,0.010334
17,0,0.003335
17,1,0.005090
17,2,-0.004749
17,3,0.000096
17,4,-0.000947
17,5,-0.002001
17,6,0.003376
17,7,0.005989
17,8,0.000803
17,9,0.003939
17,10,0.007425
17,11,-0.000056
17,12,-0.001422
17,13,0.005681
17,14,0.004015
17,15,0.004478
17,16,0.005043
17,17,0.004775
17,18,0.001892
17,19,-0.002113
17,20,0.002656
17,21,-0.001806
17,22,-0.001694
17,23,-0.001488
17,24,0.002715
17,25,0.000518
17,26,0.002232
17,27,0.005585
17,28,0.004214
17,29,0.004050
17,30,0.007357
17,31,-0.002249
17,32,0.003497
17,33,0.008152
17,34,0.005811
17,35,0.001891
17,36,0.005340
17,37,0.004624
17,38,0.006012
17,39,0.004901
18,0,0.002574
18,1,0.003691
18,2,0.000636
18,3,0.004648
18,4,-0.000089
18,5,-0.002562
18,6,0.006546
18,7,0.002033
18,8,-0.000624
18,9,0.005369
18,10,0.007675
18,11,0.002884
18,12,0.001832
18,13,0.003827
18,14,0.002324
18,15,-0.000346
18,16,0.006753
18,17,0.003530
18,18,0.000651
18,19,-0.001949
18,20,0.001048
18,21,-0.001115
18,22,0.000746
18,23,0.003117
18,24,0.003397
18,25,-0.001057
18,26,-0.002347
18,27,0.005952
18,28,0.007100
18,29,-0.001965
18,30,0.006923
18,31,0.000278
18,32,0.005991
18,33,0.009554
18,34,0.009758
18,35,0.004831
18,36,0.007639
18,37,0.003377
18,38,0.003621
18,39,0.001933
19,0,0.003884
19,1,-0.000280
19,2,-0.001505
19,3,0.003671
19,4,-0.002835
19,5,0.000946
19,6,0.004052
19,7,-0.001586
19,8,-0.000368
19,9,0.006087
19,10,0.006598
19,11,0.004837
19,12,0.005188
19,13,0.006817
19,14,0.003894
19,15,0.002348
19,16,0.009012
19,17,0.006760
19,18,0.001435
19,19,-0.003233
19,20,0.004268
19,21,0.002035
19,22,-0.003993
19,23,-0.000501
19,24,0.002999
19,25,-0.003495
19,26,-0.003871
19,27,0.000994
19,28,0.004283
19,29,-0.003459
19,30,0.004664
19,31,-0.000073
19,32,0.006601
19,33,0.008714
19,34,0.007020
19,35,0.005594
19,36,0.006066
19,37,0.001064
19,38,0.005787
19,39,0.004440
20,0,-0.002701
20,1,0.000629
20,2,-0.004685
20,3,-0.001175
20,4,-0.002657
20,5,0.005944
20,6,0.004336
20,7,0.003109
20,8,-0.000067
20,9,0.004671
20,10,0.005388
20,11,0.003923
20,12,0.004504
20,13,0.005506
20,14,0.007014
20,15,0.007393
20,16,0.004703
20,17,0.004062
20,18,-0.002818
20,19,0.001836
20,20,0.004760
20,21,0.003714
20,22,-0.004338
20,23,-0.001500
20,24,-0.001209
20,25,-0.002767
20,26,-0.006184
20,27,-0.000885
20,28,0.002322
20,29,0.001311
20,30,-0.001269
20,31,0.001555
20,32,0.005759
20,33,0.008436
20,34,0.009572
20,35,0.008172
20,36,0.007979
20,37,0.004079
20,38,0.003268
20,39,0.006132
21,0,-0.001936
21,1,0.005050
21,2,-0.004493
21,3,-0.007647
21,4,-0.003747
21,5,0.002296
21,6,-0.004947
21,7,-0.001850
21,8,-0.002016
21,9,-0.000821
21,10,0.003734
21,11,-0.003460
21,12,0.002924
21,13,0.006738
21,14,0.006626
21,15,0.006282
21,16,0.002030
21,17,-0.001067
21,18,-0.001318
21,19,0.003037
21,20,0.003511
21,21,-0.003415
21,22,-0.005057
21,23,-0.000329
21,24,0.000355
21,25,-0.002062
21,26,-0.005067
21,27,0.001261
21,28,-0.001588
21,29,0.000316
21,30,-0.001130
21,31,0.005974
21,32,0.009240
21,33,0.008894
21,34,0.009280
21,35,0.007417
21,36,0.006255
21,37,0.001528
21,38,0.004365
21,39,0.005015
22,0,-0.000543
22,1,0.007661
22,2,-0.000805
22,3,-0.005494
22,4,-0.003310
22,5,0.000472
22,6,-0.004408
22,7,-0.000922
22,8,-0.003657
22,9,-0.007004
22,10,-0.000783
22,11,-0.002816
22,12,0.005838
22,13,0.007593
22,14,0.005734
22,15,0.001784
22,16,0.001036
22,17,0.002508
22,18,0.003461
22,19,0.004629
22,20,0.005164
22,21,-0.004252
22,22,-0.001251
22,23,0.004815
22,24,0.004044
22,25,-0.000397
22,26,-0.003829
22,27,-0.001712
22,28,-0.002903
22,29,-0.003083
22,30,-0.003507
22,31,0.005297
22,32,0.009752
22,33,0.006617
22,34,0.005633
22,35,0.005499
22,36,0.003083
22,37,0.001412
22,38,0.002465
22,39,0.000815
23,0,-0.001004
23,1,0.003384
23,2,-0.003389
23,3,-0.006741
23,4,-0.003664
23,5,0.001510
23,6,0.002453
23,7,-0.001746
23,8,-0.001490
23,9,-0.005524
23,10,0.001778
23,11,-0.004631
23,12,0.001565
23,13,0.008759
23,14,0.004170
23,15,-0.001616
23,16,0.001006
23,17,0.003576
23,18,0.004919
23,19,0.003919
23,20,0.002167
23,21,-0.003635
23,22,-0.002024
23,23,0.005218
23,24,0.008833
23,25,0.005138
23,26,0.000510
23,27,0.000997
23,28,-0.000049
23,29,-0.003785
23,30,-0.001431
23,31,0.006059
23,32,0.008354
23,33,0.006463
23,34,0.000862
23,35,0.001707
23,36,-0.001491
23,37,-0.002385
23,38,0.001601
23,39,-0.001922
24,0,-0.001019
24,1,0.003064
24,2,-0.005009
24,3,-0.000761
24,4,-0.002681
24,5,0.000479
24,6,0.005118
24,7,-0.000893
24,8,-0.005446
24,9,-0.005441
24,10,-0.000484
24,11,-0.000200
24,12,-0.004214
24,13,0.007692
24,14,0.008621
24,15,0.002431
24,16,0.004480
24,17,0.004092
24,18,0.004555
24,19,0.004426
24,20,0.001816
24,21,-0.003510
24,22,-0.003404
24,23,0.008623
24,24,0.009521
24,25,0.005150
24,26,0.005211
24,27,0.001388
24,28,0.005911
24,29,0.001638
24,30,0.008431
24,31,0.008415
24,32,0.007112
24,33,0.007778
24,34,0.001871
24,35,0.000322
24,36,-0.001489
24,37,-0.000052
24,38,0.000047
24,39,-0.000626
25,0,-0.000453
25,1,0.004113
25,2,-0.003943
25,3,0.002077
25,4,-0.002552
25,5,-0.001449
25,6,0.004357
25,7,0.003154
25,8,-0.002086
25,9,-0.001710
25,10,-0.002350
25,11,-0.002918
25,12,-0.000425
25,13,0.008156
25,14,0.002778
25,15,0.004750
25,16,0.006697
25,17,0.006352
25,18,0.005236
25,19,0.005292
25,20,0.000810
25,21,-0.002009
25,22,-0.004859
25,23,0.005628
25,24,0.005783
25,25,0.008970
25,26,0.005621
25,27,0.007015
25,28,0.009457
25,29,0.006550
25,30,0.007646
25,31,0.008771
25,32,0.010542
25,33,0.010774
25,34,0.000480
25,35,0.000743
25,36,-0.003518
25,37,-0.004020
25,38,0.003756
25,39,0.000515
26,0,0.004449
26,1,0.007153
26,2,0.003273
26,3,0.005456
26,4,0.001937
26,5,-0.003868
26,6,-0.000511
26,7,0.000085
26,8,-0.001462
26,9,-0.000081
26,10,0.003347
26,11,0.001044
26,12,0.000875
26,13,0.005263
26,14,0.000111
26,15,0.004316
26,16,0.005337
26,17,0.006010
26,18,-0.000167
26,19,0.002511
26,20,-0.000799
26,21,-0.005253
26,22,-0.007749
26,23,0.003803
26,24,0.005032
26,25,0.007964
26,26,0.005202
26,27,0.007596
26,28,0.009307
26,29,0.004739
26,30,0.007283
26,31,0.011881
26,32,0.008887
26,33,0.009659
26,34,0.002335
26,35,0.003683
26,36,0.002231
26,37,-0.002767
26,38,0.005147
26,39,0.002703
27,0,0.003278
27,1,0.008500
27,2,0.007415
27,3,0.005837
27,4,0.002232
27,5,-0.003144
27,6,-0.000282
27,7,-0.003473
27,8,-0.002909
27,9,-0.004021
27,10,-0.002163
27,11,-0.003286
27,12,0.001853
27,13,-0.002321
27,14,-0.002763
27,15,0.002370
27,16,0.005070
27,17,0.001557
27,18,-0.003821
27,19,-0.002429
27,20,0.000221
27,21,-0.003727
27,22,-0.004052
27,23,0.006493
27,24,0.005468
27,25,0.004720
27,26,0.005923
27,27,0.007353
27,28,0.007190
27,29,0.001795
27,30,0.004169
27,31,0.004148
27,32,0.003886
27,33,0.012599
27,34,0.007672
27,35,0.002779
27,36,0.004502
27,37,0.002437
27,38,0.005585
27,39,0.001156
28,0,0.003029
28,1,0.008118
28,2,0.004983
28,3,-0.002144
28,4,-0.000976
28,5,-0.003527
28,6,-0.004203
28,7,-0.001959
28,8,-0.003968
28,9,-0.005015
28,10,-0.003134
28,11,-0.007056
28,12,0.000872
28,13,-0.006229
28,14,-0.004412
28,15,-0.001607
28,16,-0.000309
28,17,0.000761
28,18,-0.003214
28,19,-0.000413
28,20,0.002713
28,21,-0.000194
28,22,0.001585
28,23,0.005121
28,24,0.003830
28,25,0.006040
28,26,0.005830
28,27,0.003838
28,28,0.005239
28,29,0.005251
28,30,0.001622
28,31,0.002636
28,32,0.002605
28,33,0.008928
28,34,0.006173
28,35,0.008683
28,36,0.009782
28,37,0.007524
28,38,0.003919
28,39,-0.001720
29,0,0.003214
29,1,0.010505
29,2,0.010689
29,3,0.001692
29,4,-0.000382
29,5,0.001038
29,6,0.000161
29,7,-0.001664
29,8,-0.004362
29,9,-0.003770
29,10,-0.003994
29,11,-0.008098
29,12,-0.005218
29,13,-0.006667
29,14,-0.004373
29,15,-0.002727
29,16,-0.003862
29,17,-0.002905
29,18,-0.000254
29,19,0.003387
29,20,0.006371
29,21,0.002160
29,22,-0.002611
29,23,0.002898
29,24,0.002582
29,25,0.004806
29,26,0.008031
29,27,0.003100
29,28,0.008371
29,29,0.006236
29,30,-0.000508
29,31,0.000089
29,32,-0.001779
29,33,0.008244
29,34,0.007676
29,35,0.008737
29,36,0.010570
29,37,0.006912
29,38,0.005725
29,39,0.001557
30,0,-0.003802
30,1,0.010126
30,2,0.010272
30,3,0.001483
30,4,-0.001414
30,5,0.004539
30,6,0.004444
30,7,0.002915
30,8,0.001875
30,9,-0.002468
30,10,-0.001509
30,11,-0.004868
30,12,-0.001438
30,13,-0.004698
30,14,-0.004702
30,15,0.000147
30,16,-0.002234
30,17,-0.000096
30,18,-0.000827
30,19,-0.001911
30,20,-0.003495
30,21,-0.004532
30,22,-0.000617
30,23,0.002858
30,24,0.000365
30,25,-0.000328
30,26,0.002088
30,27,0.004890
30,28,0.007315
30,29,0.003380
30,30,-0.001170
30,31,0.000984
30,32,0.003400
30,33,0.007834
30,34,0.008148
30,35,0.006246
30,36,0.008172
30,37,0.008370
30,38,0.009663
30,39,0.000424
31,0,0.001222
31,1,0.008936
31,2,0.010194
31,3,0.003540
31,4,0.002410
31,5,0.005995
31,6,0.004251
31,7,0.003594
31,8,-0.001897
31,9,-0.002718
31,10,0.001079
31,11,-0.005281
31,12,-0.001371
31,13,-0.007134
31,14,-0.002365
31,15,-0.000568
31,16,-0.002593
31,17,0.003226
31,18,0.002124
31,19,-0.002860
31,20,-0.005757
31,21,-0.005151
31,22,0.001392
31,23,0.002496
31,24,0.002711
31,25,-0.003305
31,26,0.000827
31,27,-0.000514
31,28,0.007119
31,29,0.007406
31,30,-0.002371
31,31,-0.000422
31,32,0.001796
31,33,0.008199
31,34,0.009073
31,35,0.007049
31,36,0.008842
31,37,0.008510
31,38,0.007267
31,39,-0.000859
32,0,0.000052
32,1,0.007317
32,2,0.006892
32,3,0.006158
32,4,-0.000178
32,5,0.005790
32,6,0.003561
32,7,0.000592
32,8,-0.003997
32,9,-0.000025
32,10,0.005473
32,11,0.002968
32,12,0.000780
32,13,-0.002667
32,14,0.001731
32,15,0.004776
32,16,-0.002723
32,17,0.002420
32,18,0.005424
32,19,0.001725
32,20,-0.002603
32,21,-0.005829
32,22,0.001312
32,23,0.000938
32,24,-0.000197
32,25,-0.004376
32,26,-0.002293
32,27,-0.005069
32,28,0.001103
32,29,0.003561
32,30,-0.003047
32,31,-0.001129
32,32,0.001178
32,33,0.005749
32,34,0.010927
32,35,0.005709
32,36,0.005608
32,37,0.008532
32,38,0.000223
32,39,-0.003314
33,0,0.004822
33,1,0.004046
33,2,0.004591
33,3,0.007191
33,4,0.000017
33,5,0.005598
33,6,-0.000159
33,7,-0.000913
33,8,0.000950
33,9,0.003193
33,10,0.006466
33,11,0.005457
33,12,0.002780
33,13,0.000209
33,14,0.003212
33,15,0.005522
33,16,-0.001316
33,17,-0.001228
33,18,0.005956
33,19,-0.003815
33,20,-0.002094
33,21,-0.002054
33,22,-0.000691
33,23,-0.001244
33,24,-0.004929
33,25,-0.003020
33,26,-0.002132
33,27,-0.001460
33,28,0.005076
33,29,0.003843
33,30,0.004592
33,31,-0.001403
33,32,0.002056
33,33,0.006197
33,34,0.010134
33,35,0.001709
33,36,0.003280
33,37,0.000819
33,38,0.001459
33,39,-0.000422
34,0,-0.002260
34,1,0.004410
34,2,0.002300
34,3,0.005143
34,4,0.001922
34,5,0.008789
34,6,0.004380
34,7,0.001195
34,8,0.003253
34,9,0.004864
34,10,0.007765
34,11,0.005227
34,12,0.007759
34,13,0.004965
34,14,0.007625
34,15,0.003607
34,16,-0.000694
34,17,-0.001489
34,18,0.005024
34,19,-0.000652
34,20,-0.005970
34,21,-0.004712
34,22,-0.001856
34,23,-0.006552
34,24,-0.006007
34,25,-0.002535
34,26,-0.000958
34,27,-0.000103
34,28,0.001408
34,29,0.005316
34,30,0.004099
34,31,0.000252
34,32,0.000914
34,33,0.002441
34,34,0.010392
34,35,0.006986
34,36,0.002758
34,37,0.000491
34,38,0.000675
34,39,-0.001032
35,0,-0.001353
35,1,0.006467
35,2,0.005535
35,3,0.002589
35,4,0.002107
35,5,0.008215
35,6,0.003107
35,7,0.007964
35,8,0.001358
35,9,0.007119
35,10,0.007103
35,11,0.007669
35,12,0.006040
35,13,0.003463
35,14,0.010817
35,15,0.008865
35,16,0.004217
35,17,0.000159
35,18,0.001930
35,19,-0.003912
35,20,-0.005359
35,21,-0.001563
35,22,-0.001540
35,23,-0.006103
35,24,-0.004399
35,25,-0.000286
35,26,0.001476
35,27,0.001685
35,28,0.001603
35,29,-0.000080
35,30,-0.002239
35,31,-0.003452
35,32,-0.000411
35,33,-0.000455
35,34,0.006823
35,35,0.007933
35,36,0.000529
35,37,0.000623
35,38,0.000685
35,39,-0.001559
36,0,0.000650
36,1,0.009119
36,2,0.005433
36,3,0.003407
36,4,0.004588
36,5,0.009378
36,6,0.009846
36,7,0.006209
36,8,0.004058
36,9,0.006913
36,10,0.004478
36,11,0.007282
36,12,-0.000231
36,13,0.003243
36,14,0.010927
36,15,0.008000
36,16,0.008814
36,17,0.004713
36,18,0.005695
36,19,-0.005260
36,20,-0.005070
36,21,-0.003759
36,22,-0.001584
36,23,-0.003589
36,24,0.001162
36,25,-0.002286
36,26,-0.003472
36,27,0.003196
36,28,0.002356
36,29,-0.004664
36,30,-0.000386
36,31,-0.001005
36,32,-0.002874
36,33,0.001143
36,34,0.010273
36,35,0.010378
36,36,0.007056
36,37,0.009657
36,38,0.006192
36,39,0.001619
37,0,0.001533
37,1,0.008548
37,2,0.003678
37,3,0.006619
37,4,0.006347
37,5,0.009885
37,6,0.011080
37,7,0.003532
37,8,0.008458
37,9,0.006662
37,10,0.006869
37,11,0.002289
37,12,-0.001841
37,13,-0.001760
37,14,0.008554
37,15,0.001255
