i,j,G_avg
9,7,0.001095
9,8,0.012643
9,9,-0.019781
9,10,-0.004033
9,11,0.013700
9,12,0.006906
9,13,0.023252
9,14,0.000802
9,15,0.010965
9,16,-0.012561
9,17,-0.008864
9,18,-0.006457
9,19,-0.005318
10,0,0.009905
10,1,0.023554
10,2,0.037899
10,3,0.019312
10,4,0.006711
10,5,-0.016775
10,6,-0.006714
10,7,-0.007559
10,8,0.014067
10,9,-0.004584
10,10,0.006978
10,11,0.019392
10,12,0.011744
10,13,0.030408
10,14,0.003595
10,15,0.007686
10,16,-0.002898
10,17,0.022305
10,18,0.008577
10,19,-0.012395
11,0,0.013037
11,1,0.034864
11,2,0.023099
11,3,0.017909
11,4,0.020203
11,5,0.009033
11,6,0.008593
11,7,0.007115
11,8,0.027779
11,9,0.000109
11,10,0.012710
11,11,0.011745
11,12,0.012005
11,13,0.030087
11,14,-0.006104
11,15,0.004640
11,16,0.019422
11,17,0.025787
11,18,0.004792
11,19,-0.003633
12,0,0.038131
12,1,0.027901
12,2,0.028950
12,3,0.020236
12,4,0.025737
12,5,0.019240
12,6,0.002815
12,7,-0.004676
12,8,0.009213
12,9,-0.006740
12,10,0.010945
12,11,0.021585
12,12,0.013763
12,13,0.013433
12,14,-0.017953
12,15,0.000404
12,16,-0.004746
12,17,0.009963
12,18,0.011362
12,19,0.016196
13,0,0.039569
13,1,0.033028
13,2,0.035182
13,3,0.018710
13,4,0.030234
13,5,0.019551
13,6,-0.000841
13,7,-0.005171
13,8,0.022750
13,9,0.015621
13,10,0.015011
13,11,0.031290
13,12,0.037985
13,13,0.021292
13,14,0.001921
13,15,0.003495
13,16,-0.004952
13,17,-0.002993
13,18,0.010465
13,19,0.025720
14,0,0.037617
14,1,0.039552
14,2,0.034746
14,3,0.022721
14,4,0.036343
14,5,0.019705
14,6,0.009075
14,7,0.004882
14,8,0.026013
14,9,0.023314
14,10,0.005547
14,11,0.020936
14,12,0.036868
14,13,0.027448
14,14,0.015343
14,15,0.007201
14,16,0.013020
14,17,-0.005288
14,18,0.007730
14,19,0.040056
15,0,0.035947
15,1,0.040471
15,2,0.041869
15,3,0.010752
15,4,0.024632
15,5,0.012887
15,6,0.002994
15,7,0.001425
15,8,0.015584
15,9,0.027734
15,10,-0.001029
15,11,0.027873
15,12,0.036335
15,13,0.042086
15,14,0.006853
15,15,0.006295
15,16,0.027388
15,17,-0.007265
15,18,0.006281
15,19,0.035113
16,0,0.027800
16,1,0.036902
16,2,0.027410
16,3,0.032758
16,4,0.022723
16,5,0.017231
16,6,0.006819
16,7,0.002364
16,8,0.006167
16,9,-0.001024
16,10,0.007454
16,11,0.014564
16,12,0.018205
16,13,0.045162
16,14,0.015347
16,15,0.014528
16,16,0.039320
16,17,0.007441
16,18,0.007036
16,19,0.038028
17,0,0.012226
17,1,0.020059
17,2,0.019979
17,3,0.038658
17,4,0.038636
17,5,0.004532
17,6,0.021528
17,7,0.010676
17,8,0.015184
17,9,0.011186
17,10,0.018832
17,11,0.017283
17,12,0.002501
17,13,0.020875
17,14,0.009505
17,15,0.014237
17,16,0.043832
17,17,0.013412
17,18,0.013832
17,19,0.037063
18,0,0.030210
18,1,0.016061
18,2,0.018868
18,3,0.030037
18,4,0.034417
18,5,0.006682
18,6,0.017564
18,7,0.025004
18,8,-0.001170
18,9,0.001190
18,10,0.013037
18,11,-0.002357
18,12,0.005408
18,13,0.036051
18,14,0.000790
18,15,0.005290
18,16,0.029210
18,17,0.030686
18,18,0.024782
18,19,0.037772
19,0,0.051645
19,1,0.019751
19,2,0.029038
19,3,0.009715
19,4,0.013866
19,5,-0.004776
19,6,0.023230
19,7,0.023991
19,8,0.009403
19,9,-0.005942
19,10,-0.000246
19,11,0.009721
19,12,-0.007506
19,13,0.027329
19,14,0.017964
19,15,-0.001230
19,16,0.036937
19,17,0.038197
19,18,0.021316
19,19,0.039273
