i,j,G_avg
0,0,0.070763
0,1,0.029793
0,2,0.026411
0,3,0.000265
0,4,0.007884
0,5,-0.006707
0,6,0.026287
0,7,0.017522
0,8,0.005089
0,9,0.008240
0,10,0.000678
0,11,0.005532
0,12,-0.001365
0,13,0.033386
0,14,0.017826
0,15,0.021479
0,16,0.040690
0,17,0.023798
0,18,0.005628
0,19,0.029652
1,0,0.044889
1,1,0.029514
1,2,0.019228
1,3,-0.015690
1,4,-0.006751
1,5,-0.000368
1,6,0.019741
1,7,0.023365
1,8,0.015416
1,9,0.028199
1,10,0.025565
1,11,-0.004690
1,12,0.000744
1,13,0.019761
1,14,0.029694
1,15,0.017767
1,16,0.023554
1,17,0.024476
1,18,0.003746
1,19,0.029158
2,0,0.021756
2,1,0.028224
2,2,0.026449
2,3,-0.002987
2,4,0.002139
2,5,0.018651
2,6,0.024164
2,7,0.033961
2,8,0.030206
2,9,0.030885
2,10,0.025652
2,11,0.004941
2,12,0.011361
2,13,0.001127
2,14,0.032447
2,15,0.005420
2,16,0.011595
2,17,0.035519
2,18,0.017583
2,19,0.025280
3,0,-0.006833
3,1,0.013304
3,2,0.016182
3,3,0.012027
3,4,0.012698
3,5,0.010275
3,6,0.024985
3,7,0.013246
3,8,0.023719
3,9,0.015016
3,10,0.004324
3,11,0.005970
3,12,0.028576
3,13,0.013814
3,14,0.015635
3,15,-0.001740
3,16,0.004879
3,17,0.022705
3,18,0.006056
3,19,0.008918
4,0,0.003455
4,1,-0.004622
4,2,0.000139
4,3,-0.000884
4,4,0.007242
4,5,-0.001941
4,6,0.003678
4,7,0.001305
4,8,0.020587
4,9,0.029329
4,10,0.007379
4,11,0.011721
4,12,0.030834
4,13,0.031003
4,14,0.013042
4,15,-0.014737
4,16,-0.004095
4,17,-0.004943
4,18,-0.009228
4,19,0.001168
5,0,0.004803
5,1,0.001492
5,2,-0.003686
5,3,-0.011198
5,4,-0.006367
5,5,-0.008806
5,6,0.026667
5,7,0.018813
5,8,0.022690
5,9,0.023304
5,10,0.006664
5,11,-0.012397
5,12,0.026290
5,13,0.025784
5,14,0.016577
5,15,-0.018059
5,16,-0.006035
5,17,-0.013642
5,18,-0.013557
5,19,-0.001417
6,0,0.023533
6,1,0.007315
6,2,-0.007424
6,3,-0.026793
6,4,-0.014849
6,5,0.001850
6,6,0.026868
6,7,0.019444
6,8,0.013498
6,9,0.016943
6,10,-0.001018
6,11,-0.009837
6,12,0.021994
6,13,0.007638
6,14,0.018734
6,15,-0.010491
6,16,-0.008680
6,17,-0.018467
6,18,-0.002176
6,19,0.013560
7,0,0.012805
7,1,-0.000676
7,2,-0.000628
7,3,-0.006057
7,4,-0.007649
7,5,-0.017699
7,6,0.013871
7,7,0.028318
7,8,0.016892
7,9,-0.011266
7,10,-0.010679
7,11,-0.016095
7,12,0.003174
7,13,0.006809
7,14,-0.006318
7,15,-0.023896
7,16,-0.013140
7,17,-0.009747
7,18,-0.006091
7,19,0.003333
8,0,0.007033
8,1,-0.005965
8,2,0.002729
8,3,-0.001293
8,4,-0.002410
8,5,-0.006921
8,6,0.003651
8,7,0.012283
8,8,0.004346
8,9,-0.029401
8,10,-0.015408
8,11,0.009778
8,12,-0.000283
8,13,0.013118
8,14,-0.013993
8,15,-0.011217
8,16,-0.009660
8,17,-0.008959
8,18,0.002486
8,19,0.000551
9,0,0.007227
9,1,-0.001079
9,2,0.008793
9,3,0.017797
9,4,0.002757
9,5,-0.017278
9,6,-0.020981
