i,j,G_avg
15,4,0.017726
15,5,0.006031
15,6,-0.003115
15,7,-0.004975
15,8,0.008877
15,9,0.018960
15,10,-0.010469
15,11,0.018300
15,12,0.026956
15,13,0.033392
15,14,-0.002460
15,15,-0.003459
15,16,0.017342
15,17,-0.018137
15,18,-0.004390
15,19,0.025007
16,0,0.016191
16,1,0.025840
16,2,0.017303
16,3,0.023905
16,4,0.015195
16,5,0.010782
16,6,0.001018
16,7,-0.003660
16,8,-0.000283
16,9,-0.009317
16,10,-0.001714
16,11,0.004725
16,12,0.008626
16,13,0.036513
16,14,0.006060
16,15,0.004671
16,16,0.029180
16,17,-0.003356
16,18,-0.004089
16,19,0.027083
17,0,-0.000092
17,1,0.008404
17,2,0.009337
17,3,0.029216
17,4,0.031240
17,5,-0.002051
17,6,0.016176
17,7,0.004876
17,8,0.009163
17,9,0.004220
17,10,0.010432
17,11,0.008518
17,12,-0.006780
17,13,0.011970
17,14,0.000142
17,15,0.004038
17,16,0.033439
17,17,0.002830
17,18,0.002317
17,19,0.025377
18,0,0.017245
18,1,0.003836
18,2,0.007913
18,3,0.020141
18,4,0.026860
18,5,0.000084
18,6,0.011974
18,7,0.019437
18,8,-0.007555
18,9,-0.005568
18,10,0.005466
18,11,-0.010763
18,12,-0.003157
18,13,0.028023
18,14,-0.008644
18,15,-0.005025
18,16,0.018401
18,17,0.019911
18,18,0.013297
18,19,0.025567
19,0,0.037590
19,1,0.006838
19,2,0.017665
19,3,-0.000653
19,4,0.006220
19,5,-0.011349
19,6,0.017046
19,7,0.018139
19,8,0.003020
19,9,-0.013100
19,10,-0.007369
19,11,0.002181
19,12,-0.015471
19,13,0.019489
19,14,0.009083
19,15,-0.011641
19,16,0.026392
19,17,0.027151
19,18,0.009550
19,19,0.026183
