step,|phi|,Q_L,A_L,S_L,Xi_L,F_LRe, F_LIm, acc
94,1600.000000,20.631129,-8007.961733,-8024.165385,-166.877003,-22.292762,16.595545,0.115697
95,1600.000000,21.064280,-8021.927342,-8038.471189,-170.119150,-22.292762,16.595545,0.115475
96,1600.000000,24.383956,-8013.247528,-8032.398642,-157.892727,-22.292762,16.595545,0.115367
97,1600.000000,22.625494,-8045.171891,-8062.941912,-157.105703,-22.292762,16.595545,0.115102
98,1600.000000,20.745065,-8029.670715,-8045.963851,-283.769872,-22.292762,16.595545,0.114905
99,1600.000000,20.836061,-8012.432068,-8028.796672,-285.348871,-22.292762,16.595545,0.114781
100,1600.000000,24.913450,-7994.663489,-8014.230467,-283.858534,-22.292762,16.595545,0.114554
101,1600.000000,26.077096,-8008.406038,-8028.886941,-281.807535,-22.292762,16.595545,0.114265
102,1600.000000,25.321570,-8014.248083,-8034.135598,-290.152580,-22.292762,16.595545,0.114108
103,1600.000000,25.321570,-8012.653429,-8032.540944,-286.013924,-22.292762,16.595545,0.113870
104,1600.000000,28.231149,-7992.931652,-8015.104345,-280.345798,-22.292762,16.595545,0.113786
105,1600.000000,27.498114,-7985.368412,-8006.965380,-277.607580,-22.292762,16.595545,0.113597
106,1600.000000,28.763867,-7975.040300,-7997.631388,-287.362181,-22.292762,16.595545,0.113400
107,1600.000000,27.953325,-7967.255623,-7989.210113,-287.302035,-22.292762,16.595545,0.113299
108,1600.000000,28.242566,-7991.199695,-8013.381354,-289.991841,-22.292762,16.595545,0.113045
109,1600.000000,27.358245,-7979.221334,-8000.708450,-294.941212,-22.292762,16.595545,0.112881
110,1600.000000,29.212955,-7970.423804,-7993.367606,-294.671500,-22.292762,16.595545,0.112736
111,1600.000000,28.000000,-7981.771999,-8003.763148,-295.149742,-22.292762,16.595545,0.112561
112,1600.000000,28.000000,-7991.289700,-8013.280849,-285.991700,-22.292762,16.595545,0.112389
113,1600.000000,27.952049,-8006.816967,-8028.770455,-292.940607,-22.292762,16.595545,0.112248
114,1600.000000,28.000000,-8012.005862,-8033.997011,-289.311556,-22.292762,16.595545,0.111989
115,1600.000000,28.112497,-8017.668066,-8039.747570,-289.708079,-22.292762,16.595545,0.111773
116,1600.000000,28.000000,-8033.781313,-8055.772461,-237.978980,-22.292762,16.595545,0.111667
117,1600.000000,28.117203,-8035.486325,-8057.569524,-233.888540,-22.292762,16.595545,0.111536
118,1600.000000,27.883459,-8043.396519,-8065.296137,-229.834948,-22.292762,16.595545,0.111287
119,1600.000000,27.938107,-8023.942167,-8045.884706,-232.680655,-22.292762,16.595545,0.111156
120,1600.000000,27.030476,-8044.595223,-8065.824909,-223.318455,-22.292762,16.595545,0.111002
121,1600.000000,27.053176,-8040.039035,-8061.286550,-224.854265,-22.292762,16.595545,0.110733
122,1600.000000,27.820013,-8013.044590,-8034.894377,-217.761576,-22.292762,16.595545,0.110595
123,1600.000000,28.120320,-8001.556323,-8023.641971,-218.021837,-22.292762,16.595545,0.110439
124,1600.000000,30.253217,-7984.245995,-8008.006816,-217.462045,-22.292762,16.595545,0.110230
125,1600.000000,28.583450,-8013.010121,-8035.459510,-218.533522,-22.292762,16.595545,0.110164
126,1600.000000,27.935458,-8023.852226,-8045.792684,-218.934660,-22.292762,16.595545,0.110039
127,1600.000000,27.113427,-8050.045910,-8071.340746,-222.961764,-22.292762,16.595545,0.109922
128,1600.000000,28.000000,-8039.873680,-8061.864828,-220.256579,-22.292762,16.595545,0.109714
129,1600.000000,28.000000,-8046.988924,-8068.980072,-219.091120,-22.292762,16.595545,0.109625
130,1600.000000,26.996363,-8071.147787,-8092.350681,-150.455868,-22.292762,16.595545,0.109470
131,1600.000000,26.617743,-8072.332795,-8093.238321,-149.482276,-22.292762,16.595545,0.109223
132,1600.000000,27.680875,-8075.526121,-8097.266629,-163.075181,-22.292762,16.595545,0.109168
133,1600.000000,25.160474,-8072.813430,-8092.574420,-164.935526,-22.292762,16.595545,0.108988
134,1600.000000,25.103723,-8060.339519,-8080.055937,-170.756824,-22.292762,16.595545,0.108861
135,1600.000000,24.371283,-8059.267257,-8078.408418,-176.891539,-22.292762,16.595545,0.108713
136,1600.000000,23.471353,-8052.270959,-8070.705317,-171.624034,-22.292762,16.595545,0.108563
137,1600.000000,21.846781,-8085.732625,-8102.891046,-174.456439,-22.292762,16.595545,0.108392
138,1600.000000,20.447521,-8087.448446,-8103.507891,-176.688044,-22.292762,16.595545,0.108170
139,1600.000000,21.415065,-8095.048214,-8111.867567,-175.208426,-22.292762,16.595545,0.108013
140,1600.000000,25.480457,-8090.517750,-8110.530054,-176.366334,-22.292762,16.595545,0.107863
141,1600.000000,22.957028,-8109.462367,-8127.492775,-188.813549,-22.292762,16.595545,0.107724
142,1600.000000,23.144638,-8088.221919,-8106.399676,-180.893727,-22.292762,16.595545,0.107640
143,1600.000000,22.490088,-8105.723701,-8123.387375,-179.892168,-22.292762,16.595545,0.107513
144,1600.000000,22.989539,-8124.723886,-8142.779827,-188.292866,-22.292762,16.595545,0.107401
145,1600.000000,19.972913,-8143.630244,-8159.316933,-180.810362,-22.292762,16.595545,0.107192
146,1600.000000,19.488246,-8142.092127,-8157.398159,-314.511036,-22.292762,16.595545,0.107117
147,1600.000000,19.736535,-8159.716810,-8175.217848,-312.459068,-22.292762,16.595545,0.107014
148,1600.000000,22.145868,-8147.008283,-8164.401607,-311.875724,-22.292762,16.595545,0.106846
149,1600.000000,25.828203,-8145.202884,-8165.488307,-303.407217,-22.292762,16.595545,0.106821
150,1600.000000,24.896616,-8143.629904,-8163.183661,-294.056516,-22.292762,16.595545,0.106780
151,1600.000000,24.245226,-8128.736721,-8147.778877,-299.066330,-22.292762,16.595545,0.106690
152,1600.000000,23.850768,-8128.164624,-8146.896973,-301.294263,-22.292762,16.595545,0.106614
153,1600.000000,23.850768,-8114.078545,-8132.810894,-298.805787,-22.292762,16.595545,0.106522
154,1600.000000,24.986841,-8105.779313,-8125.403933,-307.447602,-22.292762,16.595545,0.106387
155,1600.000000,22.446309,-8082.241018,-8099.870308,-313.969639,-22.292762,16.595545,0.106306
156,1600.000000,20.226542,-8101.047416,-8116.933306,-308.796824,-22.292762,16.595545,0.106202
157,1600.000000,22.349066,-8082.944616,-8100.497531,-307.918238,-22.292762,16.595545,0.106183
158,1600.000000,24.142962,-8073.063829,-8092.025667,-302.380140,-22.292762,16.595545,0.106089
159,1600.000000,24.302365,-8069.697779,-8088.784812,-291.196612,-22.292762,16.595545,0.106020
160,1600.000000,21.701668,-8093.872705,-8110.917155,-294.978425,-22.292762,16.595545,0.105908
161,1600.000000,23.361140,-8124.016256,-8142.364052,-255.978366,-22.292762,16.595545,0.105733
162,1600.000000,22.991125,-8137.483425,-8155.540612,-258.681563,-22.292762,16.595545,0.105606
163,1600.000000,20.797444,-8117.341748,-8133.676022,-262.240708,-22.292762,16.595545,0.105598
164,1600.000000,22.215689,-8102.974463,-8120.422624,-261.635910,-22.292762,16.595545,0.105462
165,1600.000000,20.182078,-8130.547663,-8146.398630,-259.110290,-22.292762,16.595545,0.105346
166,1600.000000,20.176712,-8162.639516,-8178.486269,-249.728828,-22.292762,16.595545,0.105303
167,1600.000000,19.027444,-8154.163749,-8169.107868,-238.637896,-22.292762,16.595545,0.105201
168,1600.000000,19.387287,-8158.749568,-8173.976308,-237.626431,-22.292762,16.595545,0.105015
169,1600.000000,19.387287,-8163.333096,-8178.559836,-231.128941,-22.292762,16.595545,0.104923
170,1600.000000,18.902814,-8183.220676,-8198.066912,-232.195918,-22.292762,16.595545,0.104806
171,1600.000000,18.433158,-8192.458887,-8206.936255,-224.069188,-22.292762,16.595545,0.104709
172,1600.000000,12.000000,-8191.128423,-8200.553201,-224.036242,-22.292762,16.595545,0.104639
173,1600.000000,12.000000,-8216.740100,-8226.164878,-224.304457,-22.292762,16.595545,0.104522
174,1600.000000,11.749051,-8209.023693,-8218.251376,-232.553793,-22.292762,16.595545,0.104389
175,1600.000000,9.994661,-8209.083674,-8216.933462,-180.157669,-22.292762,16.595545,0.104343
176,1600.000000,10.316920,-8209.322652,-8217.425543,-181.580581,-22.292762,16.595545,0.104163
177,1600.000000,11.546630,-8208.328904,-8217.397606,-184.367889,-22.292762,16.595545,0.104112
178,1600.000000,9.716958,-8196.965725,-8204.597406,-186.995701,-22.292762,16.595545,0.103980
179,1600.000000,11.013193,-8206.725764,-8215.375505,-186.559087,-22.292762,16.595545,0.103913
180,1600.000000,11.013193,-8187.095913,-8195.745654,-88.921186,-22.292762,16.595545,0.103805
181,1600.000000,10.997982,-8184.349816,-8192.987611,-86.000729,-22.292762,16.595545,0.103760
182,1600.000000,10.997982,-8215.318929,-8223.956724,-81.747663,-22.292762,16.595545,0.103702
183,1600.000000,11.066073,-8185.074346,-8193.765619,-86.185864,-22.292762,16.595545,0.103584
184,1600.000000,8.820189,-8188.380130,-8195.307490,-242.472673,-22.292762,16.595545,0.103503
185,1600.000000,7.062805,-8193.385206,-8198.932319,-242.052416,-22.292762,16.595545,0.103424
186,1600.000000,7.062805,-8196.943945,-8202.491059,-333.306270,-22.292762,16.595545,0.103412
187,1600.000000,7.062805,-8204.385945,-8209.933059,-338.285598,-22.292762,16.595545,0.103318
188,1600.000000,7.303929,-8191.285537,-8197.022029,-215.479238,-22.292762,16.595545,0.103297
189,1600.000000,7.723491,-8211.452447,-8217.518462,-217.513125,-22.292762,16.595545,0.103171
190,1600.000000,7.914215,-8196.226267,-8202.442077,-218.224505,-22.292762,16.595545,0.103125
191,1600.000000,8.704476,-8174.163294,-8180.999773,-210.328498,-22.292762,16.595545,0.103109
192,1600.000000,7.199969,-8180.164039,-8185.818882,-206.675610,-22.292762,16.595545,0.103012
193,1600.000000,8.038317,-8182.712475,-8189.025755,-205.788753,-22.292762,16.595545,0.102916
194,1600.000000,8.038317,-8176.696125,-8183.009405,-209.172591,-22.292762,16.595545,0.102904
195,1600.000000,8.000000,-8165.354994,-8171.638180,-205.136290,-22.292762,16.595545,0.102873
196,1600.000000,7.820170,-8144.930348,-8151.072295,-211.285388,-22.292762,16.595545,0.102859
197,1600.000000,10.733727,-8153.750015,-8162.180264,-205.051784,-22.292762,16.595545,0.102803
198,1600.000000,11.658850,-8158.987763,-8168.144603,-201.517354,-22.292762,16.595545,0.102761
199,1600.000000,8.968519,-8145.429808,-8152.473666,-203.449960,-22.292762,16.595545,0.102747
200,1600.000000,6.938423,-8155.458522,-8160.907947,-214.583068,-22.292762,16.595545,0.102724
201,1600.000000,7.448583,-8165.838970,-8171.689074,-212.768136,-22.292762,16.595545,0.102686
202,1600.000000,6.838067,-8177.902549,-8183.273153,-216.734262,-22.292762,16.595545,0.102617
203,1600.000000,5.693200,-8196.526351,-8200.997780,-220.492128,-22.292762,16.595545,0.102488
204,1600.000000,4.142117,-8187.192896,-8190.446107,-220.856615,-22.292762,16.595545,0.102418
205,1600.000000,5.676992,-8165.091957,-8169.550655,-217.341975,-22.292762,16.595545,0.102363
206,1600.000000,6.729734,-8170.334240,-8175.619761,-215.617074,-22.292762,16.595545,0.102358
207,1600.000000,6.602910,-8155.434715,-8160.620629,-209.261357,-22.292762,16.595545,0.102368
208,1600.000000,7.939248,-8179.680488,-8185.915960,-209.022102,-22.292762,16.595545,0.102288
209,1600.000000,7.939248,-8163.095728,-8169.331199,-211.998272,-22.292762,16.595545,0.102244
210,1600.000000,6.941873,-8181.818044,-8187.270178,-211.060143,-22.292762,16.595545,0.102213
211,1600.000000,6.941873,-8189.888418,-8195.340553,-209.843493,-22.292762,16.595545,0.102143
212,1600.000000,6.941873,-8203.738197,-8209.190331,-198.389917,-22.292762,16.595545,0.101984
213,1600.000000,7.038304,-8208.294019,-8213.821890,-50.568371,-22.292762,16.595545,0.101872
214,1600.000000,4.642549,-8223.290248,-8226.936498,-54.160407,-22.292762,16.595545,0.101831
215,1600.000000,5.477145,-8237.763622,-8242.065362,-52.562783,-22.292762,16.595545,0.101768
216,1600.000000,4.310164,-8252.994463,-8256.379658,-61.192861,-22.292762,16.595545,0.101699
217,1600.000000,4.746958,-8248.533587,-8252.261839,-65.909648,-22.292762,16.595545,0.101585
218,1600.000000,4.746958,-8250.334021,-8254.062273,-65.486144,-22.292762,16.595545,0.101541
219,1600.000000,4.435318,-8248.148003,-8251.631493,-68.108435,-22.292762,16.595545,0.101520
220,1600.000000,6.428355,-8222.737571,-8227.786390,-76.608359,-22.292762,16.595545,0.101451
221,1600.000000,6.428355,-8241.348058,-8246.396876,-77.220519,-22.292762,16.595545,0.101425
222,1600.000000,6.428355,-8231.565568,-8236.614387,-77.279036,-22.292762,16.595545,0.101413
223,1600.000000,7.283155,-8237.447575,-8243.167751,-65.339103,-22.292762,16.595545,0.101395
224,1600.000000,7.806439,-8246.739074,-8252.870237,-64.530244,-22.292762,16.595545,0.101336
225,1600.000000,4.767532,-8279.981896,-8283.726307,-62.412338,-22.292762,16.595545,0.101294
226,1600.000000,3.806439,-8296.169377,-8299.158947,-129.122906,-22.292762,16.595545,0.101195
227,1600.000000,5.205312,-8302.380262,-8306.468505,-134.164582,-22.292762,16.595545,0.101075
228,1600.000000,5.937568,-8306.767361,-8311.430716,-132.788042,-22.292762,16.595545,0.101026
229,1600.000000,5.937568,-8316.578149,-8321.241504,-129.663324,-22.292762,16.595545,0.100954
230,1600.000000,5.937568,-8321.279407,-8325.942762,-128.808668,-22.292762,16.595545,0.100974
231,1600.000000,3.373163,-8308.912758,-8311.562035,-130.092337,-22.292762,16.595545,0.100921
232,1600.000000,6.664616,-8278.708111,-8283.942488,-128.354663,-22.292762,16.595545,0.100869
233,1600.000000,6.250315,-8328.566605,-8333.475591,-128.989761,-22.292762,16.595545,0.100793
234,1600.000000,7.837906,-8300.773110,-8306.928987,-122.163863,-22.292762,16.595545,0.100745
235,1600.000000,5.081167,-8328.982614,-8332.973354,-118.785505,-22.292762,16.595545,0.100691
236,1600.000000,4.907166,-8334.721789,-8338.575868,-114.064453,-22.292762,16.595545,0.100662
237,1600.000000,4.907166,-8304.917717,-8308.771796,-108.495704,-22.292762,16.595545,0.100593
238,1600.000000,5.799000,-8288.566245,-8293.120769,-108.411334,-22.292762,16.595545,0.100570
239,1600.000000,5.948809,-8329.982838,-8334.655022,-113.121669,-22.292762,16.595545,0.100516
240,1600.000000,4.812442,-8319.666492,-8323.446174,-114.414026,-22.292762,16.595545,0.100441
241,1600.000000,4.881791,-8304.768194,-8308.602344,-110.903466,-22.292762,16.595545,0.100398
242,1600.000000,4.881791,-8306.230677,-8310.064827,-107.564907,-22.292762,16.595545,0.100316
243,1600.000000,4.952328,-8324.673126,-8328.562676,-103.541605,-22.292762,16.595545,0.100272
244,1600.000000,4.952328,-8324.052297,-8327.941847,-104.636938,-22.292762,16.595545,0.100253
245,1600.000000,5.656159,-8345.049065,-8349.491401,-100.968835,-22.292762,16.595545,0.100178
246,1600.000000,5.656159,-8335.015612,-8339.457948,-102.671089,-22.292762,16.595545,0.100147
247,1600.000000,2.761426,-8353.968227,-8356.137046,-108.682561,-22.292762,16.595545,0.100058
248,1600.000000,5.232133,-8325.239284,-8329.348592,-107.736495,-22.292762,16.595545,0.100003
249,1600.000000,5.232133,-8321.316042,-8325.425350,-106.964285,-22.292762,16.595545,0.099945
250,1600.000000,7.664679,-8332.420586,-8338.440411,-99.669553,-22.292762,16.595545,0.099920
251,1600.000000,7.664679,-8345.298767,-8351.318592,-112.678199,-22.292762,16.595545,0.099898
252,1600.000000,7.664679,-8322.391311,-8328.411136,-114.721380,-22.292762,16.595545,0.099911
253,1600.000000,5.987665,-8329.141641,-8333.844342,-106.683133,-22.292762,16.595545,0.099847
254,1600.000000,6.868437,-8345.193103,-8350.587561,-110.032158,-22.292762,16.595545,0.099801
255,1600.000000,7.021162,-8361.888881,-8367.403289,-111.725032,-22.292762,16.595545,0.099729
256,1600.000000,7.021162,-8372.069148,-8377.583556,-113.711292,-22.292762,16.595545,0.099686
257,1600.000000,6.621677,-8344.347346,-8349.547999,-118.042841,-22.292762,16.595545,0.099620
258,1600.000000,7.192504,-8346.264280,-8351.913260,-110.419457,-22.292762,16.595545,0.099527
259,1600.000000,7.692483,-8348.182928,-8354.224590,-108.618799,-22.292762,16.595545,0.099464
260,1600.000000,7.692483,-8330.886771,-8336.928432,-115.414097,-22.292762,16.595545,0.099432
261,1600.000000,7.469699,-8388.011575,-8393.878263,-118.714427,-22.292762,16.595545,0.099361
262,1600.000000,7.469699,-8370.804313,-8376.671001,-116.935423,-22.292762,16.595545,0.099282
263,1600.000000,6.254718,-8367.434868,-8372.347312,-118.735685,-22.292762,16.595545,0.099247
264,1600.000000,6.254718,-8370.170527,-8375.082971,-126.870223,-22.292762,16.595545,0.099255
265,1600.000000,5.175162,-8384.138280,-8388.202842,-121.107447,-22.292762,16.595545,0.099180
266,1600.000000,6.323362,-8367.970399,-8372.936756,-114.125043,-22.292762,16.595545,0.099141
267,1600.000000,6.980869,-8341.732570,-8347.215332,52.960019,-22.292762,16.595545,0.099116
268,1600.000000,6.993281,-8319.230834,-8324.723344,49.680700,-22.292762,16.595545,0.099057
269,1600.000000,8.000000,-8315.967806,-8322.250991,54.600514,-22.292762,16.595545,0.098984
270,1600.000000,8.000000,-8318.763312,-8325.046498,-184.390037,-22.292762,16.595545,0.099001
271,1600.000000,7.766004,-8315.925278,-8322.024683,-174.821575,-22.292762,16.595545,0.098973
272,1600.000000,7.766004,-8319.811455,-8325.910860,-167.923119,-22.292762,16.595545,0.098935
273,1600.000000,7.766004,-8325.580859,-8331.680264,-173.960177,-22.292762,16.595545,0.098901
274,1600.000000,8.000000,-8317.772039,-8324.055225,-172.733813,-22.292762,16.595545,0.098789
275,1600.000000,8.000000,-8303.230903,-8309.514088,-178.401646,-22.292762,16.595545,0.098788
276,1600.000000,7.920232,-8290.741256,-8296.961791,-177.660672,-22.292762,16.595545,0.098797
277,1600.000000,7.920232,-8328.057864,-8334.278399,-180.732492,-22.292762,16.595545,0.098820
278,1600.000000,7.920232,-8322.104009,-8328.324545,-175.231036,-22.292762,16.595545,0.098824
279,1600.000000,7.814670,-8334.175142,-8340.312769,-177.123912,-22.292762,16.595545,0.098786
280,1600.000000,7.814670,-8360.656447,-8366.794074,-180.937997,-22.292762,16.595545,0.098768
281,1600.000000,7.157070,-8331.087042,-8336.708191,-128.556664,-22.292762,16.595545,0.098688
282,1600.000000,7.920232,-8342.809278,-8349.029813,-121.736303,-22.292762,16.595545,0.098651
283,1600.000000,7.920232,-8335.517397,-8341.737932,-127.336070,-22.292762,16.595545,0.098598
