step,|phi|,Q_L,A_L,S_L,Xi_L,F_LRe, F_LIm, acc
0,400.000000,44.004539,-639.184095,-708.306263,12.083049,-4.911029,-7.799084,0.517500
1,400.000000,53.522324,-842.430486,-926.503156,21.124589,-4.911029,-7.799084,0.416250
2,400.000000,44.098687,-1018.503388,-1087.773443,36.059792,-4.911029,-7.799084,0.384167
3,400.000000,36.656569,-1178.752539,-1236.332543,38.259597,-4.911029,-7.799084,0.350625
4,400.000000,46.401385,-1265.404055,-1338.291180,28.571335,-4.911029,-7.799084,0.314500
5,400.000000,50.465361,-1285.656557,-1364.927361,22.571111,-4.911029,-7.799084,0.286667
6,400.000000,50.578917,-1330.277575,-1409.726752,23.345330,-4.911029,-7.799084,0.273571
7,400.000000,44.868257,-1385.217850,-1455.696744,23.510353,-4.911029,-7.799084,0.256875
8,400.000000,42.117684,-1441.919816,-1508.078119,-13.145300,-4.911029,-7.799084,0.246111
9,400.000000,43.278433,-1472.803407,-1540.785010,-14.110380,-4.911029,-7.799084,0.237000
10,400.000000,47.182382,-1526.293555,-1600.407467,-11.769467,-4.911029,-7.799084,0.227045
11,400.000000,49.266992,-1527.933280,-1605.321690,-17.393041,-4.911029,-7.799084,0.217708
12,400.000000,46.020771,-1539.110490,-1611.399748,-23.148431,-4.911029,-7.799084,0.210962
13,400.000000,46.133675,-1550.359571,-1622.826178,-23.986256,-4.911029,-7.799084,0.205000
14,400.000000,44.968814,-1588.098266,-1658.735113,-25.461435,-4.911029,-7.799084,0.200333
15,400.000000,45.735185,-1621.434497,-1693.275158,-22.701175,-4.911029,-7.799084,0.195625
16,400.000000,45.319616,-1633.189408,-1704.377294,-15.476024,-4.911029,-7.799084,0.189559
17,400.000000,44.166991,-1655.525883,-1724.903230,-14.210372,-4.911029,-7.799084,0.186111
18,400.000000,42.126494,-1685.401818,-1751.573961,-16.670510,-4.911029,-7.799084,0.182763
19,400.000000,43.205914,-1692.928743,-1760.796434,-15.582258,-4.911029,-7.799084,0.179375
20,400.000000,32.026436,-1708.602601,-1758.909609,-7.837327,-4.911029,-7.799084,0.177381
21,400.000000,31.612667,-1711.097938,-1760.754999,-5.222638,-4.911029,-7.799084,0.174091
22,400.000000,32.297273,-1725.719689,-1776.452126,-9.333236,-4.911029,-7.799084,0.172391
23,400.000000,28.034885,-1741.849433,-1785.886526,-6.571338,-4.911029,-7.799084,0.169792
24,400.000000,24.768740,-1758.842770,-1797.749415,-12.413927,-4.911029,-7.799084,0.167300
25,400.000000,27.106517,-1784.946872,-1827.525691,-14.289184,-4.911029,-7.799084,0.165481
26,400.000000,26.974057,-1777.191473,-1819.562222,-12.113786,-4.911029,-7.799084,0.163241
27,400.000000,27.604149,-1776.234879,-1819.595374,-16.096700,-4.911029,-7.799084,0.161071
28,400.000000,30.741430,-1776.557631,-1824.846157,-14.485487,-4.911029,-7.799084,0.159741
29,400.000000,30.880958,-1792.620737,-1841.128432,-17.321526,-4.911029,-7.799084,0.157500
30,400.000000,30.134091,-1792.930270,-1840.264790,-15.349491,-4.911029,-7.799084,0.155726
31,400.000000,27.951024,-1798.585235,-1842.490602,-18.140878,-4.911029,-7.799084,0.154453
32,400.000000,24.991372,-1809.701644,-1848.957999,-18.639606,-4.911029,-7.799084,0.153106
33,400.000000,23.201896,-1784.971439,-1821.416891,-16.195243,-4.911029,-7.799084,0.151471
34,400.000000,21.179209,-1800.152471,-1833.420696,-19.064695,-4.911029,-7.799084,0.150786
35,400.000000,22.079817,-1804.269986,-1838.952882,-18.651902,-4.911029,-7.799084,0.149028
