i,j,G_avg
16,4,0.030068
16,5,0.010576
16,6,-0.004736
16,7,-0.007757
16,8,0.002001
16,9,0.000026
16,10,-0.010476
16,11,-0.004158
16,12,0.016518
16,13,0.043068
16,14,0.013660
16,15,0.013263
16,16,0.034114
16,17,0.008604
16,18,0.016044
16,19,0.036819
17,0,0.006713
17,1,0.015861
17,2,0.014275
17,3,0.031903
17,4,0.029314
17,5,-0.002397
17,6,0.006220
17,7,-0.001643
17,8,0.003911
17,9,0.000585
17,10,-0.007298
17,11,-0.001957
17,12,-0.000543
17,13,0.021275
17,14,0.009743
17,15,0.012779
17,16,0.038107
17,17,0.008876
17,18,0.017087
17,19,0.031857
18,0,0.019774
18,1,0.013829
18,2,0.014293
18,3,0.021700
18,4,0.018996
18,5,-0.001869
18,6,0.008199
18,7,0.008569
18,8,-0.015737
18,9,-0.010068
18,10,0.000908
18,11,-0.006036
18,12,0.008493
18,13,0.042525
18,14,0.008913
18,15,0.011947
18,16,0.023452
18,17,0.026388
18,18,0.031887
18,19,0.036741
19,0,0.050910
19,1,0.017195
19,2,0.024787
19,3,0.006843
19,4,0.007391
19,5,-0.005869
19,6,0.013165
19,7,0.001083
19,8,-0.013628
19,9,-0.023933
19,10,-0.002321
19,11,0.022660
19,12,0.002920
19,13,0.030989
19,14,0.020972
19,15,0.005476
19,16,0.035493
19,17,0.035359
19,18,0.037188
19,19,0.042361
