step,|phi|,Q_L,A_L,S_L,Xi_L,F_LRe, F_LIm, acc
0,400.000000,19.033275,-688.547939,-688.547939,3.322176,-10.451628,-10.920492,0.542500
1,400.000000,4.924895,-929.573381,-929.573381,20.560799,-10.451628,-10.920492,0.420000
2,400.000000,-1.749882,-1092.563235,-1092.563235,26.251173,-10.451628,-10.920492,0.373333
3,400.000000,-5.271635,-1224.979968,-1224.979968,48.485184,-10.451628,-10.920492,0.346250
4,400.000000,-4.764555,-1312.136799,-1312.136799,55.960842,-10.451628,-10.920492,0.316000
5,400.000000,-1.028390,-1393.323375,-1393.323375,55.455902,-10.451628,-10.920492,0.292917
6,400.000000,-5.620398,-1450.104823,-1450.104823,-16.892945,-10.451628,-10.920492,0.276786
7,400.000000,0.006035,-1498.323160,-1498.323160,-21.567225,-10.451628,-10.920492,0.257188
8,400.000000,-2.245881,-1536.565321,-1536.565321,-30.908095,-10.451628,-10.920492,0.246111
9,400.000000,-0.417475,-1577.261986,-1577.261986,-29.781498,-10.451628,-10.920492,0.235500
10,400.000000,-7.953779,-1593.217335,-1593.217335,-27.294710,-10.451628,-10.920492,0.226591
11,400.000000,-10.301086,-1621.920469,-1621.920469,-32.554666,-10.451628,-10.920492,0.220417
12,400.000000,-10.484132,-1638.379789,-1638.379789,-25.688078,-10.451628,-10.920492,0.212500
13,400.000000,-8.762008,-1674.885474,-1674.885474,-28.439074,-10.451628,-10.920492,0.203393
14,400.000000,-7.991100,-1682.510728,-1682.510728,-34.710368,-10.451628,-10.920492,0.197000
15,400.000000,-7.317916,-1711.015118,-1711.015118,-41.112845,-10.451628,-10.920492,0.191719
16,400.000000,-5.884912,-1732.614099,-1732.614099,-40.764236,-10.451628,-10.920492,0.186618
17,400.000000,-7.966118,-1760.256378,-1760.256378,-39.214677,-10.451628,-10.920492,0.183333
18,400.000000,-8.421911,-1767.812885,-1767.812885,-44.467201,-10.451628,-10.920492,0.179868
19,400.000000,-8.020409,-1805.900968,-1805.900968,-46.558074,-10.451628,-10.920492,0.177875
20,400.000000,-9.932351,-1804.763731,-1804.763731,-44.317304,-10.451628,-10.920492,0.174167
21,400.000000,-6.873937,-1805.618849,-1805.618849,-35.470026,-10.451628,-10.920492,0.173068
22,400.000000,-5.912516,-1807.715928,-1807.715928,-33.868830,-10.451628,-10.920492,0.171087
23,400.000000,-3.966118,-1828.799238,-1828.799238,-32.402647,-10.451628,-10.920492,0.168021
24,400.000000,-3.966118,-1841.268968,-1841.268968,-26.877722,-10.451628,-10.920492,0.165700
25,400.000000,-3.363081,-1847.780894,-1847.780894,-16.151612,-10.451628,-10.920492,0.164327
26,400.000000,-3.363081,-1850.770357,-1850.770357,-21.823976,-10.451628,-10.920492,0.163241
27,400.000000,-3.567455,-1859.574257,-1859.574257,-20.015063,-10.451628,-10.920492,0.160625
28,400.000000,0.371920,-1866.382995,-1866.382995,-24.858518,-10.451628,-10.920492,0.159138
29,400.000000,-4.414864,-1880.000035,-1880.000035,-27.106725,-10.451628,-10.920492,0.158083
30,400.000000,-6.559849,-1883.772260,-1883.772260,-29.612748,-10.451628,-10.920492,0.156371
31,400.000000,-6.218096,-1894.413136,-1894.413136,-31.771347,-10.451628,-10.920492,0.154766
32,400.000000,-7.866361,-1906.236861,-1906.236861,-36.590156,-10.451628,-10.920492,0.153182
33,400.000000,-4.590147,-1912.694609,-1912.694609,-40.699464,-10.451628,-10.920492,0.151029
34,400.000000,-4.069426,-1917.270223,-1917.270223,-41.067149,-10.451628,-10.920492,0.149500
35,400.000000,-3.582185,-1915.024851,-1915.024851,-41.767515,-10.451628,-10.920492,0.148819
36,400.000000,-3.570132,-1926.805345,-1926.805345,-127.583380,-10.451628,-10.920492,0.147230
37,400.000000,-3.421472,-1927.917938,-1927.917938,-129.635857,-10.451628,-10.920492,0.145132
38,400.000000,-3.045967,-1938.494110,-1938.494110,-132.600792,-10.451628,-10.920492,0.144103
