step,|phi|,Q_L,A_L,S_L,Xi_L,F_LRe,F_LIm,acc,dt
0,1600.000000,26.074992,-2458.369527,-2468.609152,-8.441565,-19.811708,17.772763,0.530625,23.000000
1,1600.000000,51.505572,-3515.610378,-3535.836569,-2.640230,-19.811708,17.772763,0.428750,46.000000
2,1600.000000,52.997632,-4214.844379,-4235.656500,-19.150492,-19.811708,17.772763,0.377292,68.000000
3,1600.000000,57.595272,-4688.596794,-4711.214405,-50.875427,-19.811708,17.772763,0.337344,91.000000
4,1600.000000,57.209639,-5112.272492,-5134.738665,-57.298117,-19.811708,17.772763,0.311625,114.000000
5,1600.000000,52.437298,-5425.311224,-5445.903303,-70.974612,-19.811708,17.772763,0.292812,136.000000
6,1600.000000,63.263649,-5655.837205,-5680.680781,-78.642446,-19.811708,17.772763,0.276071,159.000000
7,1600.000000,51.996533,-5853.338483,-5873.757474,-81.954330,-19.811708,17.772763,0.261641,181.000000
8,1600.000000,59.026480,-5996.851269,-6020.030913,-86.796884,-19.811708,17.772763,0.249306,204.000000
9,1600.000000,45.928679,-6183.380148,-6201.416298,-74.272362,-19.811708,17.772763,0.238563,227.000000
10,1600.000000,41.868082,-6329.898143,-6346.339700,-90.494929,-19.811708,17.772763,0.228750,249.000000
11,1600.000000,41.068821,-6408.837239,-6424.964927,-95.588674,-19.811708,17.772763,0.221823,272.000000
12,1600.000000,35.819913,-6519.861244,-6533.927691,-99.584107,-19.811708,17.772763,0.215337,294.000000
13,1600.000000,34.924916,-6591.612708,-6605.327691,-97.001974,-19.811708,17.772763,0.210402,317.000000
14,1600.000000,38.270874,-6711.789203,-6726.818140,-81.568453,-19.811708,17.772763,0.205333,339.000000
15,1600.000000,43.183967,-6772.885047,-6789.843351,-80.628944,-19.811708,17.772763,0.200117,361.000000
16,1600.000000,45.032383,-6852.175731,-6869.859907,-85.918300,-19.811708,17.772763,0.195662,384.000000
17,1600.000000,36.147085,-6900.293858,-6914.488786,-76.729749,-19.811708,17.772763,0.191181,406.000000
18,1600.000000,30.894583,-6958.283916,-6970.416190,-76.243841,-19.811708,17.772763,0.187237,429.000000
19,1600.000000,29.492580,-7029.509302,-7041.091011,-68.895103,-19.811708,17.772763,0.183188,451.000000
20,1600.000000,30.442886,-7049.347939,-7061.302833,-65.209379,-19.811708,17.772763,0.179643,474.000000
21,1600.000000,24.182896,-7127.141188,-7136.637789,-72.924167,-19.811708,17.772763,0.177074,496.000000
22,1600.000000,22.893648,-7183.691473,-7192.681787,-75.763671,-19.811708,17.772763,0.174647,519.000000
23,1600.000000,30.464702,-7223.207770,-7235.171230,-75.948661,-19.811708,17.772763,0.171667,541.000000
24,1600.000000,29.130725,-7256.986481,-7268.426090,-82.388073,-19.811708,17.772763,0.169475,563.000000
25,1600.000000,23.992647,-7333.411877,-7342.833767,-4.880208,-19.811708,17.772763,0.167885,586.000000
26,1600.000000,30.217500,-7326.333670,-7338.200055,-12.916564,-19.811708,17.772763,0.165440,608.000000
27,1600.000000,22.362310,-7384.480521,-7393.262180,-7.376592,-19.811708,17.772763,0.163504,630.000000
