step,|phi|,Q_L,A_L,S_L,Xi_L,F_LRe,F_LIm,acc,dt
0,100.000000,-3.507803,-155.512769,-155.512769,-0.824800,6.964259,3.693286,0.480000,0.000000
1,100.000000,-1.183322,-234.980899,-234.980899,-1.587746,6.964259,3.693286,0.425000,0.000000
2,100.000000,-5.518374,-284.688510,-284.688510,-5.380676,6.964259,3.693286,0.380000,0.000000
3,100.000000,0.188157,-320.001736,-320.001736,-9.715618,6.964259,3.693286,0.355000,0.000000
4,100.000000,-2.155681,-345.995462,-345.995462,-12.525632,6.964259,3.693286,0.316000,0.000000
5,100.000000,-3.138730,-364.168039,-364.168039,-8.211789,6.964259,3.693286,0.310000,0.000000
6,100.000000,-3.054926,-365.061856,-365.061856,-7.825377,6.964259,3.693286,0.294286,0.000000
7,100.000000,-3.256585,-382.682101,-382.682101,8.603114,6.964259,3.693286,0.280000,0.000000
8,100.000000,-3.573183,-396.870517,-396.870517,0.320669,6.964259,3.693286,0.265556,0.000000
9,100.000000,-3.099152,-399.898865,-399.898865,1.888502,6.964259,3.693286,0.251000,0.000000
10,100.000000,-3.099152,-397.549965,-397.549965,3.169001,6.964259,3.693286,0.238182,0.000000
11,100.000000,-2.708646,-404.360977,-404.360977,1.986600,6.964259,3.693286,0.232500,0.000000
12,100.000000,-1.835875,-406.984802,-406.984802,-0.596796,6.964259,3.693286,0.223846,0.000000
13,100.000000,-2.373552,-416.107723,-416.107723,-4.674210,6.964259,3.693286,0.218571,0.000000
14,100.000000,-4.000000,-419.072193,-419.072193,-6.524172,6.964259,3.693286,0.212667,0.000000
15,100.000000,-4.000000,-417.743124,-417.743124,-7.107891,6.964259,3.693286,0.206250,0.000000
16,100.000000,-4.000000,-419.354686,-419.354686,-7.528688,6.964259,3.693286,0.198824,0.000000
17,100.000000,-4.000000,-426.389078,-426.389078,-5.626520,6.964259,3.693286,0.197222,0.000000
18,100.000000,-4.000000,-434.781536,-434.781536,-5.104366,6.964259,3.693286,0.191053,0.000000
19,100.000000,-4.000000,-447.240120,-447.240120,-2.335194,6.964259,3.693286,0.186500,0.000000
20,100.000000,-4.000000,-442.745734,-442.745734,-2.883489,6.964259,3.693286,0.179524,0.000000
21,100.000000,-3.870644,-444.934600,-444.934600,-4.395360,6.964259,3.693286,0.175909,0.000000
22,100.000000,-3.676672,-443.473280,-443.473280,-5.066101,6.964259,3.693286,0.172609,0.000000
23,100.000000,-3.676672,-442.801873,-442.801873,-5.250962,6.964259,3.693286,0.169583,0.000000
24,100.000000,-3.806028,-448.084845,-448.084845,-5.482012,6.964259,3.693286,0.168800,0.000000
25,100.000000,-3.700902,-446.280606,-446.280606,-3.460911,6.964259,3.693286,0.168462,0.000000
26,100.000000,0.774820,-450.042347,-450.042347,-5.442455,6.964259,3.693286,0.167037,0.000000
27,100.000000,0.826703,-454.427531,-454.427531,-6.055067,6.964259,3.693286,0.166429,0.000000
28,100.000000,0.053917,-455.683322,-455.683322,-5.540911,6.964259,3.693286,0.163793,0.000000
29,100.000000,0.125517,-455.208792,-455.208792,-6.708718,6.964259,3.693286,0.161667,0.000000
30,100.000000,0.125517,-465.454254,-465.454254,-6.878379,6.964259,3.693286,0.161613,0.000000
31,100.000000,0.125517,-461.339507,-461.339507,-7.310864,6.964259,3.693286,0.160000,0.000000
32,100.000000,0.125517,-456.598393,-456.598393,-5.858620,6.964259,3.693286,0.157879,0.000000
33,100.000000,0.125517,-456.442285,-456.442285,-4.849247,6.964259,3.693286,0.156765,0.000000
34,100.000000,-0.024224,-456.205821,-456.205821,-7.833998,6.964259,3.693286,0.154571,0.000000
35,100.000000,-0.149741,-454.027543,-454.027543,-11.273046,6.964259,3.693286,0.153611,0.000000
36,100.000000,-0.000000,-457.987040,-457.987040,-10.990000,6.964259,3.693286,0.151622,0.000000
37,100.000000,0.000000,-455.160621,-455.160621,-12.278093,6.964259,3.693286,0.150263,0.000000
38,100.000000,0.785350,-465.242264,-465.242264,-10.902554,6.964259,3.693286,0.148205,0.000000
39,100.000000,0.785350,-466.433139,-466.433139,-10.814315,6.964259,3.693286,0.146250,0.000000
40,100.000000,0.717142,-471.968907,-471.968907,-9.850147,6.964259,3.693286,0.145610,0.000000
41,100.000000,0.717142,-467.625113,-467.625113,-9.716766,6.964259,3.693286,0.144524,0.000000
42,100.000000,0.717142,-476.514128,-476.514128,-10.589734,6.964259,3.693286,0.143256,0.000000
43,100.000000,0.873714,-483.931872,-483.931872,-12.495523,6.964259,3.693286,0.142955,0.000000
44,100.000000,0.156572,-484.499481,-484.499481,-12.451716,6.964259,3.693286,0.141333,0.000000
45,100.000000,0.156572,-485.933933,-485.933933,-12.113753,6.964259,3.693286,0.140870,0.000000
46,100.000000,0.156572,-487.047539,-487.047539,-12.949519,6.964259,3.693286,0.139574,0.000000
47,100.000000,0.581085,-489.975723,-489.975723,-12.464368,6.964259,3.693286,0.138333,0.000000
48,100.000000,0.581085,-494.282416,-494.282416,-10.893326,6.964259,3.693286,0.138367,0.000000
49,100.000000,-0.000000,-495.271614,-495.271614,-3.131799,6.964259,3.693286,0.136800,0.000000
50,100.000000,-0.000000,-496.345543,-496.345543,-3.129723,6.964259,3.693286,0.135294,0.000000
51,100.000000,-0.000000,-495.858650,-495.858650,-3.081090,6.964259,3.693286,0.133846,0.000000
52,100.000000,-0.000000,-494.276970,-494.276970,-3.271051,6.964259,3.693286,0.132453,0.000000
53,100.000000,-0.000000,-495.163921,-495.163921,-2.650719,6.964259,3.693286,0.132222,0.000000
54,100.000000,-0.000000,-499.335037,-499.335037,-1.588409,6.964259,3.693286,0.131091,0.000000
55,100.000000,0.000000,-499.149016,-499.149016,-0.940049,6.964259,3.693286,0.130000,0.000000
56,100.000000,0.000000,-497.859919,-497.859919,-0.016651,6.964259,3.693286,0.129825,0.000000
57,100.000000,0.000000,-500.196010,-500.196010,0.991839,6.964259,3.693286,0.130690,0.000000
58,100.000000,0.000000,-505.175248,-505.175248,1.951103,6.964259,3.693286,0.131017,0.000000
59,100.000000,0.000000,-505.192009,-505.192009,3.108198,6.964259,3.693286,0.130000,0.000000
60,100.000000,-2.753798,-499.534709,-499.534709,3.289663,6.964259,3.693286,0.129836,0.000000
61,100.000000,-1.100569,-498.176371,-498.176371,1.782796,6.964259,3.693286,0.128871,0.000000
62,100.000000,-1.100569,-499.368071,-499.368071,1.837115,6.964259,3.693286,0.128095,0.000000
63,100.000000,0.000000,-499.242768,-499.242768,3.059497,6.964259,3.693286,0.127969,0.000000
64,100.000000,0.000000,-494.576033,-494.576033,2.490732,6.964259,3.693286,0.126923,0.000000
65,100.000000,0.000000,-493.234830,-493.234830,2.886245,6.964259,3.693286,0.126061,0.000000
66,100.000000,0.000000,-487.627813,-487.627813,2.973871,6.964259,3.693286,0.125970,0.000000
67,100.000000,-0.000000,-485.052589,-485.052589,1.519523,6.964259,3.693286,0.125588,0.000000
