step,|phi|,Q_L,A_L,S_L,Xi_L,F_LRe,F_LIm,acc,dt
0,100.000000,-5.446982,-162.739782,-158.461732,1.481170,5.722368,1.394511,0.460000,0.000000
1,100.000000,-0.605569,-235.031903,-234.556291,1.568292,5.722368,1.394511,0.430000,0.000000
2,100.000000,1.612661,-272.775029,-274.041610,0.320383,5.722368,1.394511,0.390000,0.000000
3,100.000000,1.124152,-310.961808,-311.844715,1.252346,5.722368,1.394511,0.377500,0.000000
4,100.000000,0.066487,-335.264884,-335.317103,2.871521,5.722368,1.394511,0.338000,0.000000
5,100.000000,-0.338471,-361.912146,-361.646312,5.586078,5.722368,1.394511,0.326667,0.000000
6,100.000000,-1.057390,-364.441448,-363.610976,-4.032708,5.722368,1.394511,0.298571,0.000000
7,100.000000,-1.403884,-385.979407,-384.876799,5.812219,5.722368,1.394511,0.282500,0.000000
8,100.000000,2.567935,-397.305924,-399.322775,19.568210,5.722368,1.394511,0.268889,0.000000
9,100.000000,4.064131,-406.436265,-409.628226,19.549354,5.722368,1.394511,0.254000,0.000000
10,100.000000,3.242058,-405.073157,-407.619463,20.694494,5.722368,1.394511,0.241818,0.000000
11,100.000000,4.042518,-406.560083,-409.735070,18.349539,5.722368,1.394511,0.233333,0.000000
12,100.000000,3.388918,-418.901431,-421.563082,16.494747,5.722368,1.394511,0.224615,0.000000
13,100.000000,3.388918,-419.591576,-422.253226,16.938675,5.722368,1.394511,0.217857,0.000000
14,100.000000,3.264132,-421.842687,-424.406330,18.066692,5.722368,1.394511,0.209333,0.000000
15,100.000000,2.286125,-423.241089,-425.036608,18.167728,5.722368,1.394511,0.206250,0.000000
16,100.000000,2.094807,-421.631191,-423.276448,16.937600,5.722368,1.394511,0.198235,0.000000
17,100.000000,2.177185,-421.160139,-422.870096,19.098012,5.722368,1.394511,0.196111,0.000000
18,100.000000,2.286125,-421.964272,-423.759790,18.865792,5.722368,1.394511,0.193158,0.000000
19,100.000000,0.187954,-429.414848,-429.562467,20.996788,5.722368,1.394511,0.188500,0.000000
20,100.000000,0.187954,-432.243638,-432.391257,20.490493,5.722368,1.394511,0.181905,0.000000
21,100.000000,2.530476,-428.056920,-430.044351,19.452190,5.722368,1.394511,0.176364,0.000000
22,100.000000,2.530476,-424.463171,-426.450602,21.354661,5.722368,1.394511,0.173478,0.000000
23,100.000000,2.916250,-432.068875,-434.359293,27.542244,5.722368,1.394511,0.172917,0.000000
24,100.000000,2.074089,-440.172389,-441.801374,29.931377,5.722368,1.394511,0.172000,0.000000
25,100.000000,2.074089,-441.671952,-443.300938,26.527004,5.722368,1.394511,0.171538,0.000000
26,100.000000,1.900994,-448.933548,-450.426585,24.811210,5.722368,1.394511,0.170370,0.000000
27,100.000000,1.928215,-455.822046,-457.336462,25.684033,5.722368,1.394511,0.169643,0.000000
28,100.000000,3.058713,-457.347360,-459.749667,26.259855,5.722368,1.394511,0.166897,0.000000
29,100.000000,3.118690,-458.450854,-460.900267,24.182605,5.722368,1.394511,0.163667,0.000000
30,100.000000,3.070283,-467.529733,-469.941128,22.646180,5.722368,1.394511,0.162258,0.000000
31,100.000000,3.070283,-465.739235,-468.150630,20.410663,5.722368,1.394511,0.159688,0.000000
32,100.000000,3.070283,-470.868627,-473.280021,20.343685,5.722368,1.394511,0.157576,0.000000
33,100.000000,3.094082,-470.116601,-472.546687,21.148385,5.722368,1.394511,0.155588,0.000000
34,100.000000,-0.000000,-464.539000,-464.539000,22.550077,5.722368,1.394511,0.154571,0.000000
35,100.000000,-0.000000,-469.850535,-469.850535,20.903334,5.722368,1.394511,0.153333,0.000000
36,100.000000,-0.000000,-469.956481,-469.956481,21.298219,5.722368,1.394511,0.151622,0.000000
37,100.000000,0.030419,-472.673850,-472.697741,23.295576,5.722368,1.394511,0.150789,0.000000
38,100.000000,0.030419,-477.681042,-477.704933,24.777887,5.722368,1.394511,0.149487,0.000000
39,100.000000,0.030419,-479.115627,-479.139518,22.636257,5.722368,1.394511,0.148000,0.000000
40,100.000000,0.030419,-481.664027,-481.687918,22.705459,5.722368,1.394511,0.146585,0.000000
41,100.000000,0.030419,-480.265923,-480.289814,23.875696,5.722368,1.394511,0.143810,0.000000
42,100.000000,0.030419,-478.830519,-478.854410,24.195358,5.722368,1.394511,0.142093,0.000000
43,100.000000,0.030419,-477.863593,-477.887484,24.682106,5.722368,1.394511,0.140227,0.000000
44,100.000000,0.030419,-482.173277,-482.197168,25.907523,5.722368,1.394511,0.139556,0.000000
45,100.000000,1.387162,-475.035544,-476.125019,25.996516,5.722368,1.394511,0.138261,0.000000
46,100.000000,1.387162,-470.227549,-471.317024,27.905944,5.722368,1.394511,0.137872,0.000000
47,100.000000,1.387162,-475.237828,-476.327303,27.979667,5.722368,1.394511,0.136458,0.000000
