step,|phi|,Q_L,A_L,S_L,Xi_L,F_LRe,F_LIm,acc,dt
0,100.000000,77.025033,-164.992018,-225.487337,-1.955282,-1.347277,-4.501927,0.410000,0.000000
1,100.000000,65.913540,-210.375307,-262.143680,0.683928,-1.347277,-4.501927,0.365000,0.000000
2,100.000000,56.033988,-231.157918,-275.166910,0.249395,-1.347277,-4.501927,0.320000,0.000000
3,100.000000,58.003445,-252.134462,-297.690260,3.914954,-1.347277,-4.501927,0.335000,0.000000
4,100.000000,44.278636,-280.737528,-315.513887,5.531854,-1.347277,-4.501927,0.330000,1.000000
5,100.000000,42.087089,-294.260443,-327.315566,2.092421,-1.347277,-4.501927,0.305000,1.000000
6,100.000000,40.730474,-313.809036,-345.798675,-4.565137,-1.347277,-4.501927,0.287143,1.000000
7,100.000000,40.477431,-320.391469,-352.182369,-1.987078,-1.347277,-4.501927,0.268750,1.000000
8,100.000000,44.540753,-325.173654,-360.155880,-5.070501,-1.347277,-4.501927,0.261111,1.000000
9,100.000000,45.754523,-324.613727,-360.549245,-1.159392,-1.347277,-4.501927,0.253000,1.000000
10,100.000000,37.638038,-350.491475,-380.052321,-2.764834,-1.347277,-4.501927,0.251818,1.000000
11,100.000000,35.843456,-353.951461,-382.102845,0.009341,-1.347277,-4.501927,0.240000,1.000000
12,100.000000,33.969810,-358.174347,-384.854174,-1.003731,-1.347277,-4.501927,0.234615,1.000000
13,100.000000,34.046624,-366.026564,-392.766720,-0.255041,-1.347277,-4.501927,0.227857,2.000000
14,100.000000,37.167920,-360.579262,-389.770879,-0.873763,-1.347277,-4.501927,0.221333,2.000000
15,100.000000,32.307135,-372.311516,-397.685480,-0.800857,-1.347277,-4.501927,0.218125,2.000000
16,100.000000,33.735842,-375.270737,-401.766805,-0.239502,-1.347277,-4.501927,0.212941,2.000000
17,100.000000,30.226104,-381.809317,-405.548844,-3.002111,-1.347277,-4.501927,0.208333,2.000000
18,100.000000,30.437817,-389.897411,-413.803217,-1.638094,-1.347277,-4.501927,0.202632,2.000000
19,100.000000,28.044371,-394.509308,-416.535306,0.111607,-1.347277,-4.501927,0.200000,2.000000
20,100.000000,28.400258,-392.460718,-414.766229,13.169570,-1.347277,-4.501927,0.197619,2.000000
21,100.000000,29.084353,-395.022672,-417.865470,14.160448,-1.347277,-4.501927,0.193182,2.000000
22,100.000000,27.762972,-403.827989,-425.632976,5.237979,-1.347277,-4.501927,0.191304,3.000000
