step,|phi|,Q_L,A_L,S_L,Xi_L,F_LRe,F_LIm,acc,dt
0,100.000000,101.008813,-103.304623,-420.633168,-1.039310,0.193621,-5.568226,0.470000,0.000000
1,100.000000,117.784848,-112.705774,-482.737787,-2.213812,0.193621,-5.568226,0.430000,0.000000
2,100.000000,119.368042,-125.983216,-500.988979,-0.825074,0.193621,-5.568226,0.356667,0.000000
3,100.000000,124.196350,-135.984358,-526.158699,-5.714012,0.193621,-5.568226,0.330000,0.000000
4,100.000000,122.710337,-154.520094,-540.025988,-2.174773,0.193621,-5.568226,0.296000,0.000000
5,100.000000,127.571371,-150.522768,-551.300051,0.632867,0.193621,-5.568226,0.271667,0.000000
6,100.000000,135.463501,-134.916009,-560.487148,2.369292,0.193621,-5.568226,0.258571,0.000000
7,100.000000,139.045808,-144.259871,-581.085161,1.289242,0.193621,-5.568226,0.243750,0.000000
8,100.000000,140.499721,-152.962772,-594.355662,1.502519,0.193621,-5.568226,0.233333,0.000000
9,100.000000,146.227321,-133.051699,-592.438378,1.859814,0.193621,-5.568226,0.227000,1.000000
10,100.000000,146.321204,-147.296552,-606.978170,0.641185,0.193621,-5.568226,0.222727,1.000000
11,100.000000,150.752975,-136.366520,-609.970958,0.149561,0.193621,-5.568226,0.212500,1.000000
12,100.000000,146.306042,-147.729446,-607.363432,-1.528275,0.193621,-5.568226,0.206923,1.000000
13,100.000000,145.433040,-149.913712,-606.805083,-0.422422,0.193621,-5.568226,0.197857,1.000000
14,100.000000,144.098764,-159.242457,-611.942075,0.649407,0.193621,-5.568226,0.194667,1.000000
15,100.000000,147.524239,-152.366092,-615.827158,0.789040,0.193621,-5.568226,0.190625,1.000000
16,100.000000,151.428387,-132.961907,-608.688214,-0.669842,0.193621,-5.568226,0.186471,1.000000
17,100.000000,148.127428,-163.280071,-628.636111,-6.188869,0.193621,-5.568226,0.184444,1.000000
18,100.000000,151.691098,-165.602079,-642.153718,-7.458765,0.193621,-5.568226,0.182105,1.000000
19,100.000000,150.240132,-181.019973,-653.013268,-2.732063,0.193621,-5.568226,0.180000,1.000000
20,100.000000,154.784892,-163.632351,-649.903431,-4.915966,0.193621,-5.568226,0.178095,2.000000
21,100.000000,158.034482,-158.490302,-654.970271,-2.475647,0.193621,-5.568226,0.175000,2.000000
22,100.000000,155.589800,-171.954246,-660.754020,-0.376854,0.193621,-5.568226,0.173478,2.000000
23,100.000000,156.722918,-173.538124,-665.897692,0.424049,0.193621,-5.568226,0.169583,2.000000
24,100.000000,157.565121,-173.601735,-668.607160,0.751299,0.193621,-5.568226,0.167600,2.000000
25,100.000000,158.810150,-163.255255,-662.172056,3.367738,0.193621,-5.568226,0.165769,2.000000
26,100.000000,162.283881,-155.124414,-664.954263,3.433840,0.193621,-5.568226,0.162222,2.000000
27,100.000000,164.209939,-162.592453,-678.473189,3.313502,0.193621,-5.568226,0.160714,2.000000
28,100.000000,163.196311,-164.059413,-676.755745,3.844971,0.193621,-5.568226,0.157241,2.000000
29,100.000000,161.257639,-184.273224,-690.879037,4.915513,0.193621,-5.568226,0.155333,2.000000
30,100.000000,159.219402,-198.888171,-699.090676,5.132065,0.193621,-5.568226,0.152903,2.000000
31,100.000000,160.633246,-198.326814,-702.971040,4.898589,0.193621,-5.568226,0.151250,3.000000
32,100.000000,163.648307,-193.962716,-708.079034,3.853391,0.193621,-5.568226,0.149091,3.000000
33,100.000000,162.798185,-194.650183,-706.095765,3.025452,0.193621,-5.568226,0.145588,3.000000
34,100.000000,161.933645,-184.357191,-693.086739,2.545521,0.193621,-5.568226,0.143429,3.000000
35,100.000000,161.643756,-188.040105,-695.858942,1.684889,0.193621,-5.568226,0.141389,3.000000
36,100.000000,160.591506,-204.024718,-708.537815,1.891552,0.193621,-5.568226,0.140270,3.000000
37,100.000000,161.081371,-205.186660,-711.238713,2.160671,0.193621,-5.568226,0.139211,3.000000
38,100.000000,159.306505,-208.861947,-709.338092,2.170662,0.193621,-5.568226,0.136923,3.000000
39,100.000000,161.948638,-201.064147,-709.840798,1.616771,0.193621,-5.568226,0.134500,3.000000
40,100.000000,161.314666,-199.594817,-706.379786,3.412385,0.193621,-5.568226,0.133171,3.000000
41,100.000000,164.463563,-193.563752,-710.241273,1.433535,0.193621,-5.568226,0.132381,3.000000
42,100.000000,164.201607,-190.914258,-706.768821,1.378964,0.193621,-5.568226,0.130930,4.000000
43,100.000000,166.682698,-189.924698,-713.573837,0.802856,0.193621,-5.568226,0.129545,4.000000
44,100.000000,164.767946,-191.571210,-709.204980,0.107975,0.193621,-5.568226,0.127556,4.000000
45,100.000000,165.533706,-190.385635,-710.425109,-1.500202,0.193621,-5.568226,0.126087,4.000000
46,100.000000,168.819052,-185.208545,-715.569238,-2.147367,0.193621,-5.568226,0.125319,4.000000
47,100.000000,167.054802,-193.904015,-718.722155,-1.683448,0.193621,-5.568226,0.124583,4.000000
48,100.000000,170.471619,-182.497269,-718.049654,-1.638943,0.193621,-5.568226,0.124694,4.000000
49,100.000000,172.442083,-180.258731,-722.001512,-1.205473,0.193621,-5.568226,0.123600,4.000000
50,100.000000,172.939163,-179.562253,-722.866657,-1.085152,0.193621,-5.568226,0.121961,4.000000
51,100.000000,174.765792,-172.699448,-721.742377,-0.634214,0.193621,-5.568226,0.121154,4.000000
52,100.000000,175.126533,-169.162950,-719.339178,-0.586701,0.193621,-5.568226,0.119623,4.000000
53,100.000000,176.044271,-162.104749,-715.164136,-0.436115,0.193621,-5.568226,0.118704,5.000000
54,100.000000,176.471197,-159.501580,-713.902196,-1.224105,0.193621,-5.568226,0.118000,5.000000
55,100.000000,173.073814,-173.055281,-716.782702,0.329932,0.193621,-5.568226,0.117500,5.000000
56,100.000000,175.269885,-170.284398,-720.910980,-0.389588,0.193621,-5.568226,0.116491,5.000000
57,100.000000,174.578372,-174.934725,-723.388857,0.089780,0.193621,-5.568226,0.115345,5.000000
58,100.000000,173.556729,-173.132439,-718.376983,-0.465777,0.193621,-5.568226,0.114576,5.000000
